"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]"
"08/03/2021","04:24:57.103","Close (1)"
"08/03/2021","11:40:18.732","Unknown (0)"
"08/03/2021","11:50:08.298","Close (1)"
"08/03/2021","13:22:27.157","Unknown (0)"
"08/03/2021","13:23:23.221","Close (1)"
"08/03/2021","13:30:56.523","Unknown (0)"
"08/03/2021","13:32:22.069","Close (1)"
"08/04/2021","01:32:22.069","Close (1)"
"08/04/2021","13:32:22.069","Close (1)"
"08/04/2021","13:45:41.443","Unknown (0)"
"08/04/2021","16:18:44.585","Close (1)"
"08/05/2021","04:18:44.585","Close (1)"
"08/05/2021","09:54:52.046","Unknown (0)"
"08/05/2021","09:54:59.605","Close (1)"
"08/05/2021","09:57:56.997","Unknown (0)"
"08/05/2021","09:58:42.721","Close (1)"
"08/05/2021","13:17:07.872","Close (1)"
"08/05/2021","13:20:44.483","Unknown (0)"
"08/05/2021","13:21:27.342","Close (1)"
"08/05/2021","13:21:28.672","Close (1)"
"08/06/2021","01:21:28.673","Close (1)"
"08/06/2021","10:27:21.176","Close (1)"
"08/06/2021","10:29:36.909","Unknown (0)"
"08/06/2021","10:30:19.567","Close (1)"
"08/06/2021","10:30:19.981","Close (1)"
"08/06/2021","11:49:42.512","Unknown (0)"
"08/06/2021","11:50:24.281","Close (1)"
"08/06/2021","11:50:25.564","Close (1)"
"08/06/2021","11:54:01.158","Unknown (0)"
"08/06/2021","12:04:47.918","Close (1)"
"08/06/2021","12:06:01.278","Unknown (0)"
"08/06/2021","12:06:03.417","Open (2)"
"08/06/2021","12:24:28.108","Unknown (0)"
"08/06/2021","12:24:28.929","Close (1)"
"08/06/2021","13:33:03.450","Unknown (0)"
"08/06/2021","13:33:03.987","Open (2)"
"08/06/2021","14:18:39.115","Unknown (0)"
"08/06/2021","14:18:40.022","Close (1)"
"08/06/2021","14:20:07.382","Unknown (0)"
"08/07/2021","02:20:07.383","Unknown (0)"
"08/07/2021","14:20:07.383","Unknown (0)"
"08/08/2021","02:20:07.384","Unknown (0)"
"08/08/2021","14:20:07.385","Unknown (0)"
"08/08/2021","20:01:48.110","Close (1)"
"08/09/2021","08:01:48.110","Close (1)"
"08/09/2021","09:51:03.683","Unknown (0)"
"08/09/2021","09:51:05.774","Open (2)"
"08/09/2021","09:51:22.031","Unknown (0)"
"08/09/2021","09:51:23.271","Close (1)"
"08/09/2021","09:51:25.271","Unknown (0)"
"08/09/2021","09:51:25.775","Open (2)"
"08/09/2021","09:53:53.443","Unknown (0)"
"08/09/2021","09:53:54.275","Close (1)"
"08/09/2021","10:39:00.259","Unknown (0)"
"08/09/2021","10:39:00.813","Open (2)"
"08/09/2021","10:51:19.731","Unknown (0)"
"08/09/2021","10:51:20.819","Close (1)"
"08/09/2021","10:52:32.722","Unknown (0)"
"08/09/2021","10:52:33.322","Open (2)"
"08/09/2021","10:55:47.679","Unknown (0)"
"08/09/2021","10:55:48.822","Close (1)"
"08/09/2021","11:31:34.722","Unknown (0)"
"08/09/2021","11:31:35.353","Open (2)"
"08/09/2021","12:46:45.219","Unknown (0)"
"08/09/2021","12:46:46.412","Close (1)"
"08/09/2021","13:15:59.487","Unknown (0)"
"08/09/2021","13:15:59.939","Open (2)"
"08/09/2021","13:43:46.328","Unknown (0)"
"08/09/2021","13:43:47.458","Close (1)"
"08/09/2021","14:11:34.851","Unknown (0)"
"08/09/2021","14:11:35.482","Open (2)"
"08/09/2021","14:55:17.403","Unknown (0)"
"08/09/2021","14:55:18.516","Close (1)"
"08/09/2021","15:45:55.910","Unknown (0)"
"08/09/2021","15:45:56.559","Open (2)"
"08/09/2021","15:47:07.959","Unknown (0)"
"08/09/2021","15:47:09.057","Close (1)"
"08/09/2021","15:53:25.634","Unknown (0)"
"08/09/2021","15:53:26.067","Open (2)"
"08/09/2021","16:00:28.441","Unknown (0)"
"08/09/2021","16:00:29.569","Close (1)"
"08/09/2021","16:00:54.639","Unknown (0)"
"08/09/2021","16:00:55.072","Open (2)"
"08/09/2021","16:07:07.903","Unknown (0)"
"08/09/2021","16:07:09.074","Close (1)"
"08/09/2021","16:08:56.622","Unknown (0)"
"08/09/2021","16:08:57.079","Open (2)"
"08/09/2021","16:20:23.495","Unknown (0)"
"08/09/2021","16:20:24.584","Close (1)"
"08/10/2021","04:20:24.584","Close (1)"
"08/10/2021","10:21:49.727","Unknown (0)"
"08/10/2021","10:21:49.962","Open (2)"
"08/10/2021","22:21:49.962","Open (2)"
"08/11/2021","10:21:49.963","Open (2)"
"08/11/2021","11:09:16.366","Unknown (0)"
"08/11/2021","11:09:17.663","Close (1)"
"08/11/2021","11:12:01.602","Unknown (0)"
"08/11/2021","11:12:02.161","Open (2)"
"08/11/2021","13:46:36.859","Unknown (0)"
"08/11/2021","13:46:37.784","Close (1)"
"08/11/2021","14:07:33.389","Unknown (0)"
"08/11/2021","14:07:59.064","Close (1)"
"08/11/2021","14:08:00.046","Close (1)"
"08/11/2021","14:48:23.016","Unknown (0)"
"08/11/2021","14:48:23.334","Open (2)"
"08/11/2021","16:16:49.092","Unknown (0)"
"08/11/2021","16:16:49.911","Close (1)"
"08/11/2021","16:22:08.104","Unknown (0)"
"08/11/2021","16:22:08.418","Open (2)"
"08/11/2021","16:30:01.369","Unknown (0)"
"08/11/2021","16:30:02.422","Close (1)"
"08/11/2021","18:18:41.617","Unknown (0)"
"08/12/2021","06:18:41.618","Unknown (0)"
"08/12/2021","09:33:29.413","Unknown (0)"
"08/12/2021","09:38:18.156","Unknown (0)"
"08/12/2021","09:46:48.619","Unknown (0)"
"08/12/2021","09:47:23.603","Unknown (0)"
"08/12/2021","09:55:54.957","Close (1)"
"08/12/2021","10:41:30.755","Unknown (0)"
"08/12/2021","10:41:30.937","Open (2)"
"08/12/2021","10:50:39.036","Unknown (0)"
"08/12/2021","10:50:39.943","Close (1)"
"08/12/2021","12:51:42.097","Unknown (0)"
"08/12/2021","12:51:42.548","Open (2)"
"08/12/2021","13:18:15.778","Unknown (0)"
"08/12/2021","13:18:17.067","Close (1)"
"08/12/2021","13:25:24.778","Unknown (0)"
"08/12/2021","13:25:25.077","Open (2)"
"08/12/2021","17:13:56.254","Unknown (0)"
"08/12/2021","17:13:57.269","Close (1)"
"08/12/2021","17:38:31.282","Unknown (0)"
"08/12/2021","17:38:31.792","Open (2)"
"08/12/2021","18:21:45.692","Unknown (0)"
"08/12/2021","18:21:46.825","Close (1)"
"08/12/2021","18:25:21.857","Unknown (0)"
"08/12/2021","18:25:22.332","Open (2)"
"08/12/2021","22:04:36.538","Unknown (0)"
"08/12/2021","22:04:37.516","Close (1)"
"08/12/2021","22:09:59.756","Unknown (0)"
"08/12/2021","22:10:00.022","Open (2)"
"08/12/2021","22:18:37.693","Unknown (0)"
"08/12/2021","22:18:38.527","Close (1)"
"08/12/2021","22:33:10.414","Unknown (0)"
"08/12/2021","22:33:11.041","Open (2)"
"08/13/2021","02:07:38.097","Unknown (0)"
"08/13/2021","02:07:39.220","Close (1)"
"08/13/2021","14:07:39.221","Close (1)"
"08/13/2021","16:26:03.652","Unknown (0)"
"08/13/2021","16:26:03.952","Open (2)"
"08/13/2021","16:35:12.843","Unknown (0)"
"08/13/2021","16:35:13.955","Close (1)"
"08/13/2021","17:00:59.845","Unknown (0)"
"08/13/2021","17:01:00.480","Open (2)"
"08/13/2021","22:02:44.356","Unknown (0)"
"08/13/2021","22:02:45.236","Close (1)"
"08/14/2021","10:02:45.237","Close (1)"
"08/14/2021","22:02:45.237","Close (1)"
"08/15/2021","10:02:45.237","Close (1)"
"08/15/2021","22:02:45.238","Close (1)"
"08/16/2021","10:02:45.238","Close (1)"
"08/16/2021","10:24:15.691","Unknown (0)"
"08/16/2021","10:24:16.305","Open (2)"
"08/16/2021","11:28:34.714","Unknown (0)"
"08/16/2021","11:28:35.857","Close (1)"
"08/16/2021","11:32:26.097","Unknown (0)"
"08/16/2021","11:32:26.364","Open (2)"
"08/16/2021","13:05:46.361","Unknown (0)"
"08/16/2021","13:05:47.440","Close (1)"
"08/16/2021","13:53:25.750","Unknown (0)"
"08/16/2021","13:53:25.984","Open (2)"
"08/16/2021","13:56:53.139","Unknown (0)"
"08/16/2021","13:56:53.984","Close (1)"
"08/16/2021","14:40:56.140","Unknown (0)"
"08/16/2021","14:40:56.523","Open (2)"
"08/16/2021","14:49:51.332","Unknown (0)"
"08/16/2021","14:49:52.527","Close (1)"
"08/16/2021","14:54:36.383","Unknown (0)"
"08/16/2021","14:54:37.033","Open (2)"
"08/16/2021","15:51:51.675","Unknown (0)"
"08/16/2021","15:51:52.581","Close (1)"
"08/16/2021","16:00:03.182","Unknown (0)"
"08/16/2021","16:00:03.590","Open (2)"
"08/16/2021","16:00:14.963","Unknown (0)"
"08/16/2021","16:00:16.087","Close (1)"
"08/16/2021","16:01:41.738","Unknown (0)"
"08/16/2021","16:01:42.092","Open (2)"
"08/16/2021","16:09:50.561","Unknown (0)"
"08/16/2021","16:09:51.595","Close (1)"
"08/16/2021","16:13:50.409","Unknown (0)"
"08/16/2021","16:13:50.602","Open (2)"
"08/16/2021","17:07:26.286","Unknown (0)"
"08/16/2021","17:07:27.146","Close (1)"
"08/16/2021","17:14:04.789","Unknown (0)"
"08/16/2021","17:14:05.153","Open (2)"
"08/16/2021","17:23:02.587","Unknown (0)"
"08/16/2021","17:23:03.657","Close (1)"
"08/16/2021","17:30:18.278","Unknown (0)"
"08/16/2021","17:30:18.666","Open (2)"
"08/16/2021","19:13:46.787","Unknown (0)"
"08/16/2021","19:13:47.752","Close (1)"
"08/17/2021","07:13:47.753","Close (1)"
"08/17/2021","19:13:47.753","Close (1)"
"08/18/2021","07:13:47.754","Close (1)"
"08/18/2021","11:06:53.957","Unknown (0)"
"08/18/2021","11:06:54.275","Open (2)"
"08/18/2021","23:06:54.276","Open (2)"
"08/19/2021","11:06:54.277","Open (2)"
"08/19/2021","23:06:54.277","Open (2)"
"08/20/2021","11:06:54.278","Open (2)"
"08/20/2021","23:06:54.278","Open (2)"
"08/21/2021","11:06:54.279","Open (2)"
"08/21/2021","23:06:54.279","Open (2)"
"08/22/2021","11:06:54.279","Open (2)"
"08/22/2021","23:06:54.280","Open (2)"
"08/23/2021","11:06:54.280","Open (2)"
"08/23/2021","23:06:54.281","Open (2)"
"08/24/2021","09:20:04.739","Unknown (0)"
"08/24/2021","09:20:05.979","Close (1)"
"08/24/2021","09:33:29.849","Unknown (0)"
"08/24/2021","09:33:30.491","Open (2)"
"08/24/2021","10:15:33.669","Unknown (0)"
"08/24/2021","10:15:34.527","Close (1)"
"08/24/2021","10:34:49.774","Unknown (0)"
"08/24/2021","10:35:15.424","Close (1)"
"08/24/2021","10:35:16.478","Close (1)"
"08/24/2021","10:39:51.369","Unknown (0)"
"08/24/2021","10:39:51.960","Open (2)"
"08/24/2021","11:57:18.509","Unknown (0)"
"08/24/2021","11:57:19.520","Close (1)"
"08/24/2021","16:07:08.420","Unknown (0)"
"08/24/2021","16:07:08.729","Open (2)"
"08/24/2021","16:19:18.682","Unknown (0)"
"08/24/2021","16:19:19.735","Close (1)"
"08/24/2021","16:20:41.203","Unknown (0)"
"08/24/2021","16:20:41.740","Open (2)"
"08/24/2021","16:45:39.386","Unknown (0)"
"08/24/2021","16:45:40.259","Close (1)"
"08/24/2021","16:53:16.837","Unknown (0)"
"08/24/2021","16:53:17.268","Open (2)"
"08/24/2021","17:01:49.084","Unknown (0)"
"08/24/2021","17:01:50.272","Close (1)"
"08/24/2021","17:03:25.613","Unknown (0)"
"08/24/2021","17:03:26.274","Open (2)"
"08/24/2021","17:45:18.138","Unknown (0)"
"08/24/2021","17:45:19.307","Close (1)"
"08/24/2021","17:50:23.105","Unknown (0)"
"08/24/2021","17:50:23.314","Open (2)"
"08/24/2021","17:58:57.069","Unknown (0)"
"08/24/2021","17:58:58.318","Close (1)"
"08/24/2021","18:00:06.586","Unknown (0)"
"08/24/2021","18:00:06.823","Open (2)"
"08/24/2021","18:26:45.353","Unknown (0)"
"08/24/2021","18:26:46.342","Close (1)"
"08/24/2021","21:31:21.300","Unknown (0)"
"08/24/2021","21:31:21.496","Open (2)"
"08/24/2021","21:41:14.010","Unknown (0)"
"08/24/2021","21:41:15.002","Close (1)"
"08/24/2021","21:42:23.750","Unknown (0)"
"08/24/2021","21:42:24.004","Open (2)"
"08/24/2021","22:05:21.489","Unknown (0)"
"08/24/2021","22:05:22.520","Close (1)"
"08/25/2021","09:39:55.819","Unknown (0)"
"08/25/2021","09:39:56.084","Open (2)"
"08/25/2021","10:40:26.225","Unknown (0)"
"08/25/2021","10:40:27.130","Close (1)"
"08/25/2021","10:47:33.874","Unknown (0)"
"08/25/2021","10:47:34.139","Open (2)"
"08/25/2021","11:02:11.360","Unknown (0)"
"08/25/2021","11:02:12.647","Close (1)"
"08/25/2021","11:04:01.299","Unknown (0)"
"08/25/2021","11:04:01.652","Open (2)"
"08/25/2021","23:04:01.652","Open (2)"
"08/26/2021","11:04:01.653","Open (2)"
"08/26/2021","23:04:01.653","Open (2)"
"08/27/2021","11:04:01.653","Open (2)"
"08/27/2021","23:04:01.653","Open (2)"
"08/28/2021","11:04:01.654","Open (2)"
"08/28/2021","23:04:01.655","Open (2)"
"08/29/2021","11:04:01.656","Open (2)"
"08/29/2021","16:02:08.866","Unknown (0)"
"08/29/2021","16:02:10.025","Close (1)"
"08/29/2021","16:26:31.256","Unknown (0)"
"08/30/2021","04:26:31.256","Unknown (0)"
"08/30/2021","04:28:16.634","Close (1)"
"08/30/2021","10:42:40.770","Close (1)"
"08/30/2021","10:43:07.242","Unknown (0)"
"08/30/2021","10:43:49.863","Close (1)"
"08/30/2021","10:43:49.938","Close (1)"
"08/30/2021","11:53:56.280","Unknown (0)"
"08/30/2021","11:54:21.779","Close (1)"
"08/30/2021","11:54:21.856","Close (1)"
"08/30/2021","23:54:21.857","Close (1)"
"08/31/2021","11:54:21.857","Close (1)"
"08/31/2021","14:54:10.472","Unknown (0)"
"08/31/2021","14:54:12.504","Open (2)"
"09/01/2021","02:32:22.568","Unknown (0)"
"09/01/2021","02:32:23.562","Close (1)"
"09/01/2021","09:13:36.933","Unknown (0)"
"09/01/2021","09:13:37.387","Open (2)"
"09/01/2021","09:58:40.857","Unknown (0)"
"09/01/2021","09:58:41.919","Close (1)"
"09/01/2021","10:46:47.784","Unknown (0)"
"09/01/2021","10:46:47.961","Open (2)"
"09/01/2021","11:10:43.194","Unknown (0)"
"09/01/2021","11:10:44.477","Close (1)"
"09/01/2021","15:51:01.563","Unknown (0)"
"09/01/2021","15:51:02.205","Open (2)"
"09/02/2021","03:51:02.205","Open (2)"
"09/02/2021","09:37:28.858","Unknown (0)"
"09/02/2021","09:37:30.059","Close (1)"
"09/02/2021","10:17:22.547","Unknown (0)"
"09/02/2021","10:17:23.095","Open (2)"
"09/02/2021","11:11:02.694","Unknown (0)"
"09/02/2021","11:11:03.635","Close (1)"
"09/02/2021","11:13:35.832","Unknown (0)"
"09/02/2021","11:13:36.140","Open (2)"
"09/02/2021","11:33:06.653","Unknown (0)"
"09/02/2021","11:33:07.653","Close (1)"
"09/02/2021","11:38:20.699","Unknown (0)"
"09/02/2021","11:38:21.160","Open (2)"
"09/02/2021","11:47:14.987","Unknown (0)"
"09/02/2021","11:47:16.164","Close (1)"
"09/02/2021","11:50:10.073","Unknown (0)"
"09/02/2021","11:50:10.667","Open (2)"
"09/02/2021","12:08:21.389","Unknown (0)"
"09/02/2021","12:08:22.680","Close (1)"
"09/02/2021","12:14:39.096","Unknown (0)"
"09/02/2021","12:14:39.687","Open (2)"
"09/02/2021","12:27:30.873","Unknown (0)"
"09/02/2021","12:27:31.697","Close (1)"
"09/02/2021","12:33:17.427","Unknown (0)"
"09/02/2021","12:33:17.713","Open (2)"
"09/02/2021","12:42:29.698","Unknown (0)"
"09/02/2021","12:42:30.709","Close (1)"
"09/02/2021","12:46:05.010","Unknown (0)"
"09/02/2021","12:46:05.214","Open (2)"
"09/03/2021","00:46:05.215","Open (2)"
"09/03/2021","11:31:49.310","Unknown (0)"
"09/03/2021","11:31:50.310","Close (1)"
"09/03/2021","11:39:16.991","Unknown (0)"
"09/03/2021","11:39:17.319","Open (2)"
"09/03/2021","12:06:57.173","Unknown (0)"
"09/03/2021","12:06:58.337","Close (1)"
"09/03/2021","12:12:22.315","Unknown (0)"
"09/03/2021","12:12:22.845","Open (2)"
"09/03/2021","12:20:59.992","Unknown (0)"
"09/03/2021","12:21:00.849","Close (1)"
"09/03/2021","12:26:07.363","Unknown (0)"
"09/03/2021","12:26:07.856","Open (2)"
"09/03/2021","22:55:16.143","Unknown (0)"
"09/03/2021","22:55:17.358","Close (1)"
"09/04/2021","07:05:12.753","Unknown (0)"
"09/04/2021","07:05:13.256","Open (2)"
"09/04/2021","08:16:56.477","Unknown (0)"
"09/04/2021","08:16:57.311","Close (1)"
"09/04/2021","08:21:56.288","Unknown (0)"
"09/04/2021","08:21:56.817","Open (2)"
"09/04/2021","08:44:02.951","Unknown (0)"
"09/04/2021","08:44:03.832","Close (1)"
"09/04/2021","08:52:17.241","Unknown (0)"
"09/04/2021","08:52:17.840","Open (2)"
"09/04/2021","20:06:43.699","Unknown (0)"
"09/04/2021","20:06:44.880","Close (1)"
"09/04/2021","20:11:55.753","Unknown (0)"
"09/04/2021","20:11:56.386","Open (2)"
"09/04/2021","20:26:58.773","Unknown (0)"
"09/04/2021","20:26:59.897","Close (1)"
"09/04/2021","20:31:53.432","Unknown (0)"
"09/04/2021","20:31:53.904","Open (2)"
"09/05/2021","08:31:53.904","Open (2)"
"09/05/2021","20:31:53.905","Open (2)"
"09/06/2021","08:31:53.905","Open (2)"
"09/06/2021","20:31:53.905","Open (2)"
"09/07/2021","08:31:53.906","Open (2)"
"09/07/2021","09:46:47.489","Unknown (0)"
"09/07/2021","09:46:48.353","Close (1)"
"09/07/2021","12:12:08.820","Close (1)"
"09/07/2021","12:13:26.879","Unknown (0)"
"09/07/2021","12:14:09.516","Close (1)"
"09/07/2021","12:14:10.401","Close (1)"
"09/07/2021","14:36:47.150","Unknown (0)"
"09/08/2021","02:36:47.151","Unknown (0)"
"09/08/2021","14:36:47.151","Unknown (0)"
"09/09/2021","02:36:47.152","Unknown (0)"
"09/09/2021","11:21:04.326","Unknown (0)"
"09/09/2021","12:51:13.125","Unknown (0)"
"09/09/2021","12:56:56.289","Unknown (0)"
"09/09/2021","13:08:09.510","Unknown (0)"
"09/09/2021","13:23:47.727","Close (1)"
"09/09/2021","13:24:01.497","Unknown (0)"
"09/09/2021","13:24:11.508","Close (1)"
"09/09/2021","13:56:11.646","Unknown (0)"
"09/09/2021","13:56:14.204","Open (2)"
"09/09/2021","14:18:18.846","Unknown (0)"
"09/09/2021","14:18:19.720","Close (1)"
"09/10/2021","02:18:19.720","Close (1)"
"09/10/2021","08:28:55.045","Unknown (0)"
"09/10/2021","08:28:55.575","Open (2)"
"09/10/2021","08:29:52.588","Unknown (0)"
"09/10/2021","08:29:53.573","Close (1)"
"09/10/2021","11:23:56.493","Unknown (0)"
"09/10/2021","11:23:56.713","Open (2)"
"09/10/2021","11:24:04.110","Unknown (0)"
"09/10/2021","11:24:05.209","Close (1)"
"09/10/2021","11:24:14.645","Unknown (0)"
"09/10/2021","11:24:15.213","Open (2)"
"09/10/2021","16:19:48.139","Unknown (0)"
"09/10/2021","16:19:49.439","Close (1)"
"09/10/2021","17:01:17.870","Unknown (0)"
"09/10/2021","17:01:18.472","Open (2)"
"09/10/2021","17:45:34.004","Unknown (0)"
"09/10/2021","17:45:35.006","Close (1)"
"09/11/2021","05:45:35.007","Close (1)"
