"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]"
"07/08/2021","00:29:53.845","295.16"
"07/08/2021","01:04:00.529","295.27"
"07/08/2021","01:37:06.926","295.37"
"07/08/2021","02:11:23.660","295.47"
"07/08/2021","02:51:05.323","295.58"
"07/08/2021","03:28:49.733","295.68"
"07/08/2021","04:12:52.665","295.79"
"07/08/2021","04:59:22.994","295.9"
"07/08/2021","05:44:06.135","296"
"07/08/2021","06:32:27.001","296.1"
"07/08/2021","07:30:03.924","296.21"
"07/08/2021","08:26:40.558","296.31"
"07/08/2021","09:29:39.053","296.41"
"07/08/2021","10:47:35.285","296.52"
"07/08/2021","12:09:49.458","296.62"
"07/08/2021","12:59:59.630","296.67"
"07/08/2021","15:12:16.159","0"
"07/08/2021","15:14:08.955","296.44"
"07/08/2021","15:24:09.616","296.42"
"07/08/2021","15:24:23.622","0"
"07/08/2021","15:26:28.372","296.42"
"07/08/2021","15:38:07.120","296.4"
"07/08/2021","15:41:29.463","0"
"07/08/2021","15:42:48.189","296.39"
"07/08/2021","16:36:27.253","296.28"
"07/08/2021","17:34:54.428","296.17"
"07/08/2021","18:28:10.065","296.07"
"07/08/2021","19:27:04.032","295.96"
"07/08/2021","22:37:16.537","296.06"
"07/09/2021","00:01:44.673","296.16"
"07/09/2021","01:28:46.894","296.27"
"07/09/2021","02:49:43.992","296.37"
"07/09/2021","04:14:02.083","296.47"
"07/09/2021","05:55:21.840","296.58"
"07/09/2021","07:40:29.377","296.68"
"07/09/2021","09:55:05.576","296.79"
"07/09/2021","12:36:21.301","296.9"
"07/09/2021","15:14:00.213","296.79"
"07/09/2021","15:54:01.965","296.69"
"07/09/2021","16:33:40.286","296.59"
"07/09/2021","17:17:03.016","296.48"
"07/09/2021","17:57:08.119","296.38"
"07/09/2021","18:37:36.669","296.28"
"07/09/2021","19:22:03.066","296.17"
"07/09/2021","20:03:35.257","296.07"
"07/09/2021","20:50:02.236","295.96"
"07/09/2021","21:37:26.156","295.85"
"07/09/2021","22:22:02.585","295.75"
"07/09/2021","23:09:36.552","295.65"
"07/10/2021","00:02:25.386","295.54"
"07/10/2021","00:54:13.932","295.44"
"07/10/2021","01:49:30.161","295.34"
"07/10/2021","02:53:18.899","295.23"
"07/10/2021","03:57:04.289","295.13"
"07/10/2021","05:06:14.611","295.03"
"07/10/2021","06:30:56.154","294.92"
"07/10/2021","07:58:35.215","294.82"
"07/10/2021","10:16:52.499","294.71"
"07/10/2021","13:42:19.488","294.81"
"07/10/2021","15:19:21.324","294.91"
"07/10/2021","16:49:57.930","295.02"
"07/10/2021","18:09:31.302","295.12"
"07/10/2021","19:30:01.604","295.22"
"07/10/2021","20:52:52.589","295.33"
"07/10/2021","22:11:55.796","295.43"
"07/10/2021","23:44:59.784","295.54"
"07/11/2021","01:21:28.109","295.65"
"07/11/2021","02:57:49.740","295.75"
"07/11/2021","04:37:49.090","295.85"
"07/11/2021","06:36:57.406","295.96"
"07/11/2021","08:39:20.002","296.06"
"07/11/2021","10:52:09.015","296.16"
"07/14/2021","16:16:10.503","0"
"07/14/2021","16:18:02.501","297.6"
"07/14/2021","16:31:46.413","297.5"
"07/14/2021","16:45:33.790","297.4"
"07/14/2021","17:00:24.820","297.29"
"07/14/2021","18:10:46.920","297.19"
"07/14/2021","18:50:41.976","297.09"
"07/14/2021","19:32:57.718","296.98"
"07/14/2021","20:10:22.036","296.88"
"07/14/2021","20:54:24.966","296.78"
"07/15/2021","02:26:39.201","296.88"
"07/15/2021","04:11:36.692","296.98"
"07/15/2021","06:14:46.180","297.09"
"07/15/2021","09:56:25.146","0"
"07/15/2021","09:57:28.311","297.01"
"07/15/2021","12:29:02.841","297.11"
"07/15/2021","14:19:35.308","297.22"
"07/15/2021","16:28:34.835","297.33"
"07/15/2021","18:40:10.135","297.43"
"07/16/2021","06:40:10.136","297.44"
"07/16/2021","10:44:37.767","0"
"07/16/2021","10:45:39.590","297.36"
"07/16/2021","15:39:59.749","297.47"
"07/16/2021","17:48:47.587","297.58"
"07/16/2021","19:51:26.971","297.68"
"07/16/2021","23:31:48.403","297.79"
"07/17/2021","11:31:48.403","297.88"
"07/17/2021","23:31:48.404","297.93"
"07/18/2021","11:31:48.404","297.94"
"07/18/2021","23:31:48.405","297.95"
"07/19/2021","11:31:48.405","297.94"
"07/19/2021","13:16:43.554","297.84"
"07/19/2021","13:17:03.653","297.7"
"07/19/2021","13:17:17.051","297.54"
"07/19/2021","13:17:23.752","297.43"
"07/19/2021","13:17:30.453","297.29"
"07/19/2021","13:17:37.152","297.1"
"07/19/2021","13:17:43.852","296.89"
"07/19/2021","13:17:50.552","296.61"
"07/19/2021","13:17:57.251","296.29"
"07/19/2021","13:18:03.953","295.91"
"07/19/2021","13:18:10.650","295.42"
"07/19/2021","13:18:17.350","294.89"
"07/19/2021","13:18:24.051","294.22"
"07/19/2021","13:18:30.750","293.5"
"07/19/2021","13:18:37.452","292.69"
"07/19/2021","13:18:44.149","291.7"
"07/19/2021","13:18:50.848","290.68"
"07/19/2021","13:18:57.548","289.56"
"07/19/2021","13:19:04.248","288.24"
"07/19/2021","13:19:10.950","286.9"
"07/19/2021","13:19:17.649","285.34"
"07/19/2021","13:19:24.350","283.78"
"07/19/2021","13:19:31.048","282.12"
"07/19/2021","13:19:37.748","280.2"
"07/19/2021","13:19:44.450","278.31"
"07/19/2021","13:19:51.147","276.14"
"07/19/2021","13:19:57.846","274.01"
"07/19/2021","13:20:04.546","271.78"
"07/19/2021","13:20:11.245","269.27"
"07/19/2021","13:20:17.951","266.83"
"07/19/2021","13:20:24.646","264.11"
"07/19/2021","13:20:31.346","261.49"
"07/19/2021","13:20:38.046","258.76"
"07/19/2021","13:20:44.745","255.73"
"07/19/2021","13:20:51.451","252.84"
"07/19/2021","13:20:58.143","249.67"
"07/19/2021","13:21:04.843","246.65"
"07/19/2021","13:21:11.544","243.59"
"07/19/2021","13:21:18.243","240.21"
"07/19/2021","13:21:24.949","237.03"
"07/19/2021","13:21:31.643","233.57"
"07/19/2021","13:21:38.343","230.35"
"07/19/2021","13:21:45.044","227.08"
"07/19/2021","13:21:51.742","223.52"
"07/19/2021","13:21:58.447","220.21"
"07/19/2021","13:22:05.140","216.66"
"07/19/2021","13:22:11.840","213.35"
"07/19/2021","13:22:18.544","210.02"
"07/19/2021","13:22:25.238","206.46"
"07/19/2021","13:22:31.946","203.17"
"07/19/2021","13:22:38.640","199.65"
"07/19/2021","13:22:45.343","196.39"
"07/19/2021","13:22:52.038","193.15"
"07/19/2021","13:22:58.739","189.7"
"07/19/2021","13:23:05.443","186.55"
"07/19/2021","13:23:12.137","183.18"
"07/19/2021","13:23:18.838","180.08"
"07/19/2021","13:23:25.538","177.03"
"07/19/2021","13:23:32.237","173.81"
"07/19/2021","13:23:38.938","170.87"
"07/19/2021","13:23:45.636","167.97"
"07/19/2021","13:23:52.336","164.9"
"07/19/2021","13:23:59.038","162.12"
"07/19/2021","13:24:05.735","159.2"
"07/19/2021","13:24:12.434","156.52"
"07/19/2021","13:24:19.133","153.91"
"07/19/2021","13:24:25.833","151.18"
"07/19/2021","13:24:32.536","148.72"
"07/19/2021","13:24:39.232","146.13"
"07/19/2021","13:24:45.931","143.78"
"07/19/2021","13:24:52.631","141.51"
"07/19/2021","13:24:59.330","139.14"
"07/19/2021","13:25:06.035","137.02"
"07/19/2021","13:25:12.729","134.79"
"07/19/2021","13:25:19.429","132.8"
"07/19/2021","13:25:26.129","130.87"
"07/19/2021","13:25:32.828","128.88"
"07/19/2021","13:25:39.533","127.11"
"07/19/2021","13:25:46.227","125.25"
"07/19/2021","13:25:52.925","123.61"
"07/19/2021","13:25:59.626","122.03"
"07/19/2021","13:26:06.325","120.41"
"07/19/2021","13:26:13.030","118.97"
"07/19/2021","13:26:19.723","117.5"
"07/19/2021","13:26:26.423","116.17"
"07/19/2021","13:26:33.124","114.92"
"07/19/2021","13:26:39.822","113.63"
"07/19/2021","13:26:46.527","112.5"
"07/19/2021","13:26:53.230","111.35"
"07/19/2021","13:26:59.921","110.34"
"07/19/2021","13:27:06.620","109.38"
"07/19/2021","13:27:13.320","108.39"
"07/19/2021","13:27:20.023","107.52"
"07/19/2021","13:27:26.719","106.63"
"07/19/2021","13:27:33.419","105.86"
"07/19/2021","13:27:40.121","105.12"
"07/19/2021","13:27:46.820","104.38"
"07/19/2021","13:27:53.524","103.73"
"07/19/2021","13:28:00.226","103.12"
"07/19/2021","13:28:06.920","102.49"
"07/19/2021","13:28:13.620","101.95"
"07/19/2021","13:28:20.320","101.4"
"07/19/2021","13:28:27.023","100.92"
"07/19/2021","13:28:33.721","100.46"
"07/19/2021","13:28:40.421","99.98"
"07/19/2021","13:28:47.120","99.57"
"07/19/2021","13:28:53.820","99.15"
"07/19/2021","13:29:00.523","98.78"
"07/19/2021","13:29:07.223","98.43"
"07/19/2021","13:29:13.920","98.08"
"07/19/2021","13:29:20.621","97.77"
"07/19/2021","13:29:27.321","97.45"
"07/19/2021","13:29:34.023","97.18"
"07/19/2021","13:29:40.719","96.92"
"07/19/2021","13:29:47.419","96.65"
"07/19/2021","13:29:54.119","96.41"
"07/19/2021","13:30:00.821","96.17"
"07/19/2021","13:30:07.524","95.96"
"07/19/2021","13:30:14.222","95.76"
"07/19/2021","13:30:20.918","95.56"
"07/19/2021","13:30:27.618","95.37"
"07/19/2021","13:30:34.317","95.19"
"07/19/2021","13:30:41.020","95.02"
"07/19/2021","13:30:47.716","94.87"
"07/19/2021","13:30:54.415","94.7"
"07/19/2021","13:31:01.114","94.56"
"07/19/2021","13:31:07.815","94.42"
"07/19/2021","13:31:14.517","94.28"
"07/19/2021","13:31:21.217","94.16"
"07/19/2021","13:31:27.913","94.03"
"07/19/2021","13:31:34.613","93.91"
"07/19/2021","13:31:41.312","93.79"
"07/19/2021","13:31:48.015","93.69"
"07/19/2021","13:32:01.411","93.48"
"07/19/2021","13:32:08.111","93.38"
"07/19/2021","13:32:21.510","93.2"
"07/19/2021","13:32:34.908","93.02"
"07/19/2021","13:32:48.306","92.86"
"07/19/2021","13:33:01.706","92.71"
"07/19/2021","13:33:15.110","92.56"
"07/19/2021","13:33:28.506","92.43"
"07/19/2021","13:33:41.903","92.3"
"07/19/2021","13:33:55.302","92.18"
"07/19/2021","13:34:08.700","92.07"
"07/19/2021","13:34:22.112","91.96"
"07/19/2021","13:34:42.199","91.81"
"07/19/2021","13:34:55.598","91.71"
"07/19/2021","13:35:15.697","91.58"
"07/19/2021","13:35:35.794","91.45"
"07/19/2021","13:35:55.894","91.33"
"07/19/2021","13:36:15.995","91.21"
"07/19/2021","13:36:42.790","91.07"
"07/19/2021","13:37:09.588","90.94"
"07/19/2021","13:37:36.387","90.81"
"07/19/2021","13:38:03.185","90.7"
"07/19/2021","13:38:29.991","90.59"
"07/19/2021","13:38:56.780","90.49"
"07/19/2021","13:39:30.277","90.37"
"07/19/2021","13:40:03.774","90.25"
"07/19/2021","13:40:43.985","90.13"
"07/19/2021","13:41:24.167","90.01"
"07/19/2021","13:42:04.364","89.91"
"07/19/2021","13:42:51.260","89.79"
"07/19/2021","13:43:38.157","89.68"
"07/19/2021","13:44:25.053","89.58"
"07/19/2021","13:45:18.650","89.47"
"07/19/2021","13:46:18.943","89.36"
"07/19/2021","13:47:19.241","89.25"
"07/19/2021","13:48:32.936","89.14"
"07/19/2021","13:49:53.330","89.03"
"07/19/2021","13:51:17.084","88.92"
"07/19/2021","13:52:40.819","88.82"
"07/19/2021","13:54:24.669","88.71"
"07/19/2021","13:56:25.259","88.6"
"07/19/2021","13:58:42.585","88.49"
"07/19/2021","14:01:20.051","88.38"
"07/19/2021","14:04:24.261","88.27"
"07/19/2021","14:08:02.009","88.16"
"07/19/2021","14:12:30.001","88.05"
"07/19/2021","14:17:54.911","87.94"
"07/19/2021","14:25:57.276","87.83"
"07/19/2021","14:38:14.235","87.72"
"07/19/2021","15:03:35.038","87.61"
"07/19/2021","15:37:35.050","87.49"
"07/19/2021","15:46:07.572","87.62"
"07/19/2021","15:46:44.414","87.52"
"07/19/2021","15:49:11.806","87.62"
"07/19/2021","15:49:58.698","87.52"
"07/19/2021","16:48:15.818","87.41"
"07/19/2021","21:48:20.759","87.51"
"07/19/2021","21:49:21.049","87.63"
"07/19/2021","21:50:34.747","87.73"
"07/19/2021","22:06:26.068","87.63"
"07/20/2021","07:37:17.371","87.73"
"07/20/2021","07:38:41.109","87.84"
"07/20/2021","07:41:52.044","87.74"
"07/20/2021","12:37:08.958","87.63"
"07/20/2021","14:53:45.800","87.75"
"07/20/2021","14:55:16.265","87.62"
"07/20/2021","14:59:30.845","87.74"
"07/20/2021","15:15:25.504","87.59"
"07/20/2021","17:04:34.266","87.72"
"07/20/2021","17:15:14.094","87.61"
"07/21/2021","04:26:01.383","87.72"
"07/21/2021","09:55:55.077","87.84"
"07/21/2021","09:56:28.575","87.74"
"07/21/2021","10:13:23.538","87.84"
"07/21/2021","10:13:57.043","87.74"
"07/21/2021","10:22:39.601","87.84"
"07/21/2021","10:25:30.437","87.74"
"07/21/2021","11:25:41.477","87.63"
"07/21/2021","14:44:19.911","87.74"
"07/21/2021","19:52:10.465","87.84"
"07/21/2021","19:55:08.002","87.74"
"07/22/2021","05:36:22.305","87.84"
"07/22/2021","05:41:17.105","87.74"
"07/22/2021","13:51:58.029","87.87"
"07/22/2021","13:52:58.326","87.76"
"07/22/2021","15:18:53.609","87.87"
"07/22/2021","15:22:41.396","87.77"
"07/22/2021","15:31:44.048","87.66"
"07/23/2021","00:27:01.530","87.76"
"07/23/2021","00:54:39.657","87.87"
"07/23/2021","00:58:50.887","87.77"
"07/23/2021","02:31:41.535","87.66"
"07/23/2021","08:14:19.013","87.76"
"07/23/2021","10:31:19.311","87.88"
"07/23/2021","10:32:12.898","87.77"
"07/23/2021","10:44:03.044","87.87"
"07/23/2021","10:48:14.280","87.77"
"07/23/2021","20:16:41.455","87.87"
"07/23/2021","20:19:59.091","87.77"
"07/24/2021","05:57:49.058","87.87"
"07/24/2021","06:00:53.285","87.77"
"07/24/2021","06:07:25.213","87.66"
"07/24/2021","15:32:41.433","87.76"
"07/25/2021","03:32:41.434","87.7"
"07/25/2021","10:30:56.105","87.81"
"07/25/2021","10:34:53.926","87.71"
"07/25/2021","19:54:15.066","87.81"
"07/25/2021","19:57:15.950","87.71"
"07/26/2021","05:13:56.336","87.81"
"07/26/2021","05:17:20.670","87.71"
"07/26/2021","07:48:31.780","87.6"
"07/26/2021","10:54:09.718","87.73"
"07/26/2021","22:54:09.718","87.81"
"07/26/2021","22:58:05.971","87.71"
"07/27/2021","07:35:11.439","87.81"
"07/27/2021","07:38:42.480","87.71"
"07/27/2021","16:21:53.004","87.81"
"07/27/2021","16:24:23.743","87.71"
"07/28/2021","04:24:23.744","87.68"
"07/28/2021","12:40:46.008","87.79"
"07/28/2021","13:46:01.854","87.69"
"07/28/2021","16:12:14.853","87.8"
"07/28/2021","16:15:53.091","87.7"
"07/28/2021","16:16:17.784","0"
"07/28/2021","16:17:36.663","87.74"
"07/28/2021","19:36:04.550","87.84"
"07/28/2021","23:14:25.443","87.95"
"07/28/2021","23:22:27.813","87.85"
"07/29/2021","08:41:08.905","87.95"
"07/29/2021","09:56:57.873","88.06"
"07/29/2021","09:57:28.009","87.96"
"07/29/2021","10:18:07.432","88.06"
"07/29/2021","10:18:34.213","87.95"
"07/29/2021","10:26:26.537","88.07"
"07/29/2021","10:26:56.678","87.96"
"07/29/2021","11:16:27.922","88.07"
"07/29/2021","11:16:54.716","87.96"
"07/29/2021","11:18:08.416","88.07"
"07/29/2021","11:18:55.304","87.95"
"07/29/2021","11:23:43.393","88.07"
"07/29/2021","11:24:13.527","87.96"
"07/29/2021","12:36:51.582","87.85"
"07/29/2021","14:24:26.569","87.96"
"07/29/2021","14:29:38.100","87.82"
"07/30/2021","01:29:05.423","87.71"
"07/30/2021","02:13:38.519","87.81"
"07/30/2021","02:19:06.795","87.71"
"07/30/2021","10:06:53.793","87.74"
"07/30/2021","10:07:11.703","0"
"07/30/2021","10:07:54.648","87.78"
"07/30/2021","11:31:13.750","87.75"
"07/30/2021","11:32:09.254","0"
"07/30/2021","11:32:52.268","87.77"
"07/30/2021","11:37:22.807","87.87"
"07/30/2021","11:42:17.584","87.77"
"07/30/2021","14:32:41.020","87.91"
"07/30/2021","14:32:47.711","88.01"
"07/30/2021","14:32:54.434","88.13"
"07/30/2021","14:33:01.131","88.28"
"07/30/2021","14:33:07.815","88.44"
"07/30/2021","14:33:14.515","88.63"
"07/30/2021","14:33:21.214","88.85"
"07/30/2021","14:33:27.917","89.07"
"07/30/2021","14:33:34.606","89.3"
"07/30/2021","14:33:41.306","89.57"
"07/30/2021","14:33:48.010","89.83"
"07/30/2021","14:33:54.706","90.11"
"07/30/2021","14:34:01.415","90.38"
"07/30/2021","14:34:08.110","90.66"
"07/30/2021","14:34:14.809","90.95"
"07/30/2021","14:34:21.510","91.22"
"07/30/2021","14:34:28.209","91.52"
"07/30/2021","14:34:34.905","91.79"
"07/30/2021","14:34:41.601","92.06"
"07/30/2021","14:34:48.302","92.34"
"07/30/2021","14:34:55.011","92.6"
"07/30/2021","14:35:01.700","92.88"
"07/30/2021","14:35:08.407","93.12"
"07/30/2021","14:35:15.104","93.37"
"07/30/2021","14:35:21.798","93.62"
"07/30/2021","14:35:28.497","93.84"
"07/30/2021","14:35:35.197","94.08"
"07/30/2021","14:35:41.903","94.29"
"07/30/2021","14:35:48.600","94.5"
"07/30/2021","14:35:55.295","94.71"
"07/30/2021","14:36:01.996","94.91"
"07/30/2021","14:36:08.693","95.11"
"07/30/2021","14:36:15.405","95.29"
"07/30/2021","14:36:22.100","95.46"
"07/30/2021","14:36:28.798","95.64"
"07/30/2021","14:36:35.492","95.81"
"07/30/2021","14:36:42.197","95.97"
"07/30/2021","14:36:48.901","96.12"
"07/30/2021","14:36:55.596","96.27"
"07/30/2021","14:37:02.290","96.41"
"07/30/2021","14:37:08.989","96.54"
"07/30/2021","14:37:15.688","96.68"
"07/30/2021","14:37:22.396","96.8"
"07/30/2021","14:37:29.098","96.91"
"07/30/2021","14:37:35.793","97.04"
"07/30/2021","14:37:49.186","97.24"
"07/30/2021","14:37:55.891","97.35"
"07/30/2021","14:38:09.290","97.54"
"07/30/2021","14:38:22.683","97.7"
"07/30/2021","14:38:36.081","97.86"
"07/30/2021","14:38:49.481","98.01"
"07/30/2021","14:39:02.903","98.14"
"07/30/2021","14:39:16.279","98.26"
"07/30/2021","14:39:29.678","98.37"
"07/30/2021","14:56:47.202","0"
"07/30/2021","14:57:49.111","99.44"
"07/30/2021","14:58:39.335","99.31"
"07/30/2021","14:58:52.734","99.15"
"07/30/2021","14:58:59.433","99.05"
"07/30/2021","14:59:06.136","98.92"
"07/30/2021","14:59:12.832","98.78"
"07/30/2021","14:59:19.545","98.61"
"07/30/2021","14:59:26.237","98.43"
"07/30/2021","14:59:32.931","98.24"
"07/30/2021","14:59:39.633","98.02"
"07/30/2021","14:59:46.329","97.8"
"07/30/2021","14:59:53.034","97.56"
"07/30/2021","14:59:59.728","97.32"
"07/30/2021","15:00:06.428","97.07"
"07/30/2021","15:00:13.130","96.8"
"07/30/2021","15:00:19.832","96.52"
"07/30/2021","15:00:26.559","96.26"
"07/30/2021","15:00:33.233","95.98"
"07/30/2021","15:00:39.933","95.72"
"07/30/2021","15:00:46.639","95.45"
"07/30/2021","15:00:53.335","95.19"
"07/30/2021","15:01:00.030","94.94"
"07/30/2021","15:01:06.729","94.67"
"07/30/2021","15:01:13.433","94.43"
"07/30/2021","15:01:20.136","94.17"
"07/30/2021","15:01:26.824","93.93"
"07/30/2021","15:01:33.523","93.7"
"07/30/2021","15:01:40.223","93.46"
"07/30/2021","15:01:46.921","93.24"
"07/30/2021","15:01:53.640","93.01"
"07/30/2021","15:02:00.326","92.8"
"07/30/2021","15:02:07.025","92.6"
"07/30/2021","15:02:13.719","92.39"
"07/30/2021","15:02:20.430","92.18"
"07/30/2021","15:02:27.127","92"
"07/30/2021","15:02:33.827","91.83"
"07/30/2021","15:02:40.517","91.66"
"07/30/2021","15:02:47.231","91.48"
"07/30/2021","15:02:53.916","91.33"
"07/30/2021","15:03:00.621","91.17"
"07/30/2021","15:03:07.314","91.03"
"07/30/2021","15:03:14.015","90.89"
"07/30/2021","15:03:20.714","90.76"
"07/30/2021","15:03:27.413","90.64"
"07/30/2021","15:03:40.812","90.46"
"07/30/2021","15:04:24.361","90.58"
"07/30/2021","15:04:31.062","90.7"
"07/30/2021","15:04:37.766","90.84"
"07/30/2021","15:04:44.460","90.99"
"07/30/2021","15:04:51.160","91.17"
"07/30/2021","15:04:57.859","91.34"
"07/30/2021","15:05:04.560","91.53"
"07/30/2021","15:05:11.264","91.74"
"07/30/2021","15:05:17.957","91.94"
"07/30/2021","15:05:24.661","92.16"
"07/30/2021","15:05:31.356","92.37"
"07/30/2021","15:05:38.058","92.59"
"07/30/2021","15:05:44.755","92.81"
"07/30/2021","15:05:51.463","93.03"
"07/30/2021","15:05:58.156","93.26"
"07/30/2021","15:06:04.859","93.46"
"07/30/2021","15:06:11.557","93.67"
"07/30/2021","15:06:18.252","93.88"
"07/30/2021","15:06:24.951","94.07"
"07/30/2021","15:06:31.665","94.28"
"07/30/2021","15:06:38.350","94.47"
"07/30/2021","15:06:45.054","94.65"
"07/30/2021","15:06:51.749","94.84"
"07/30/2021","15:06:58.448","95.01"
"07/30/2021","15:07:05.148","95.19"
"07/30/2021","15:07:11.848","95.35"
"07/30/2021","15:07:18.548","95.51"
"07/30/2021","15:07:25.246","95.68"
"07/30/2021","15:07:31.946","95.83"
"07/30/2021","15:07:38.645","95.98"
"07/30/2021","15:07:45.345","96.12"
"07/30/2021","15:07:52.044","96.25"
"07/30/2021","15:07:58.744","96.39"
"07/30/2021","15:08:05.442","96.51"
"07/30/2021","15:08:12.144","96.63"
"07/30/2021","15:08:18.850","96.75"
"07/30/2021","15:08:25.543","96.86"
"07/30/2021","15:08:32.241","96.98"
"07/30/2021","15:08:45.642","97.18"
"07/30/2021","15:08:59.038","97.37"
"07/30/2021","15:09:12.437","97.55"
"07/30/2021","15:09:25.836","97.71"
"07/30/2021","15:09:39.234","97.86"
"07/30/2021","15:09:52.636","97.99"
"07/30/2021","15:10:06.033","98.12"
"07/30/2021","15:10:19.432","98.24"
"07/30/2021","15:10:32.838","98.35"
"07/30/2021","15:10:46.229","98.45"
"07/30/2021","15:11:06.329","98.58"
"07/30/2021","15:11:26.428","98.7"
"07/30/2021","15:11:46.545","98.81"
"07/30/2021","15:12:13.324","98.93"
"07/30/2021","15:12:40.129","99.04"
"07/30/2021","15:13:13.637","99.16"
"07/30/2021","15:13:53.815","99.27"
"07/30/2021","15:14:34.011","99.37"
"07/30/2021","15:15:27.616","99.48"
"07/30/2021","15:16:27.903","99.59"
"07/30/2021","15:17:41.598","99.7"
"07/30/2021","15:19:08.690","99.81"
"07/30/2021","15:20:35.785","99.92"
"07/30/2021","15:21:56.177","100.03"
"07/30/2021","15:23:09.869","100.14"
"07/30/2021","15:24:10.164","100.25"
"07/30/2021","15:25:03.767","100.36"
"07/30/2021","15:25:50.668","100.49"
"07/30/2021","15:26:04.058","100.6"
"07/30/2021","15:26:17.457","100.77"
"07/30/2021","15:26:24.156","100.9"
"07/30/2021","15:26:30.860","101.05"
"07/30/2021","15:26:37.568","101.23"
"07/30/2021","15:26:44.255","101.42"
"07/30/2021","15:26:50.954","101.64"
"07/30/2021","15:26:57.686","101.89"
"07/30/2021","15:27:04.353","102.14"
"07/30/2021","15:27:11.053","102.43"
"07/30/2021","15:27:17.752","102.72"
"07/30/2021","15:27:24.454","103.02"
"07/30/2021","15:27:31.153","103.37"
"07/30/2021","15:27:37.851","103.69"
"07/30/2021","15:27:44.550","104.06"
"07/30/2021","15:27:51.249","104.41"
"07/30/2021","15:27:57.954","104.77"
"07/30/2021","15:28:04.662","105.17"
"07/30/2021","15:28:11.347","105.54"
"07/30/2021","15:28:18.046","105.95"
"07/30/2021","15:28:24.746","106.34"
"07/30/2021","15:28:31.446","106.73"
"07/30/2021","15:28:38.156","107.16"
"07/30/2021","15:28:44.851","107.56"
"07/30/2021","15:28:51.550","107.99"
"07/30/2021","15:28:58.249","108.4"
"07/30/2021","15:29:04.943","108.81"
"07/30/2021","15:29:11.644","109.25"
"07/30/2021","15:29:18.343","109.65"
"07/30/2021","15:29:25.048","110.09"
"07/30/2021","15:29:31.747","110.5"
"07/30/2021","15:29:38.441","110.91"
"07/30/2021","15:29:45.142","111.35"
"07/30/2021","15:29:51.839","111.76"
"07/30/2021","15:29:58.541","112.2"
"07/30/2021","15:30:05.238","112.61"
"07/30/2021","15:30:11.938","113.03"
"07/30/2021","15:30:18.638","113.47"
"07/30/2021","15:30:25.337","113.88"
"07/30/2021","15:30:32.037","114.33"
"07/30/2021","15:30:38.736","114.74"
"07/30/2021","15:30:45.436","115.15"
"07/30/2021","15:30:52.137","115.6"
"07/30/2021","15:30:58.836","116.01"
"07/30/2021","15:31:05.544","116.45"
"07/30/2021","15:31:12.234","116.86"
"07/30/2021","15:31:18.935","117.27"
"07/30/2021","15:31:25.635","117.71"
"07/30/2021","15:31:32.333","118.12"
"07/30/2021","15:31:39.032","118.52"
"07/30/2021","15:31:45.732","118.95"
"07/30/2021","15:31:52.431","119.35"
"07/30/2021","15:31:59.131","119.78"
"07/30/2021","15:32:05.830","120.18"
"07/30/2021","15:32:12.549","120.58"
"07/30/2021","15:32:19.230","121.01"
"07/30/2021","15:32:25.929","121.41"
"07/30/2021","15:32:32.628","121.83"
"07/30/2021","15:32:39.327","122.23"
"07/30/2021","15:32:46.028","122.62"
"07/30/2021","15:32:52.735","123.05"
"07/30/2021","15:32:59.428","123.44"
"07/30/2021","15:33:06.127","123.87"
"07/30/2021","15:33:12.833","124.26"
"07/30/2021","15:33:19.551","124.65"
"07/30/2021","15:33:26.225","125.07"
"07/30/2021","15:33:32.933","125.46"
"07/30/2021","15:33:39.636","125.88"
"07/30/2021","15:33:46.324","126.27"
"07/30/2021","15:33:53.024","126.66"
"07/30/2021","15:33:59.722","127.08"
"07/30/2021","15:34:06.421","127.47"
"07/30/2021","15:34:13.122","127.88"
"07/30/2021","15:34:19.821","128.25"
"07/30/2021","15:34:26.520","128.63"
"07/30/2021","15:34:33.220","129.04"
"07/30/2021","15:34:39.927","129.41"
"07/30/2021","15:34:46.618","129.82"
"07/30/2021","15:34:53.318","130.19"
"07/30/2021","15:35:00.017","130.57"
"07/30/2021","15:35:06.726","130.97"
"07/30/2021","15:35:13.424","131.34"
"07/30/2021","15:35:20.118","131.74"
"07/30/2021","15:35:26.823","132.11"
"07/30/2021","15:35:33.523","132.48"
"07/30/2021","15:35:40.214","132.88"
"07/30/2021","15:35:46.913","133.25"
"07/30/2021","15:35:53.625","133.65"
"07/30/2021","15:36:00.320","134.01"
"07/30/2021","15:36:07.011","134.38"
"07/30/2021","15:36:13.711","134.78"
"07/30/2021","15:36:20.412","135.14"
"07/30/2021","15:36:27.122","135.5"
"07/30/2021","15:36:33.811","135.9"
"07/30/2021","15:36:40.510","136.26"
"07/30/2021","15:36:47.217","136.65"
"07/30/2021","15:36:53.916","137.02"
"07/30/2021","15:37:00.619","137.37"
"07/30/2021","15:37:07.315","137.76"
"07/30/2021","15:37:14.015","138.12"
"07/30/2021","15:37:20.718","138.5"
"07/30/2021","15:37:27.406","138.85"
"07/30/2021","15:37:34.117","139.2"
"07/30/2021","15:37:40.812","139.58"
"07/30/2021","15:37:47.504","139.93"
"07/30/2021","15:37:54.203","140.31"
"07/30/2021","15:38:00.903","140.66"
