"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]"
"07/05/2021","16:04:17.635","291.53"
"07/05/2021","16:04:24.333","291.65"
"07/05/2021","16:04:31.038","291.76"
"07/05/2021","16:04:37.752","291.88"
"07/05/2021","16:04:44.436","291.99"
"07/05/2021","16:04:51.134","292.1"
"07/05/2021","16:04:57.836","292.22"
"07/05/2021","16:05:04.535","292.33"
"07/05/2021","16:05:11.230","292.45"
"07/05/2021","16:05:17.933","292.56"
"07/05/2021","16:05:24.632","292.67"
"07/05/2021","16:05:31.326","292.79"
"07/05/2021","16:05:38.031","292.9"
"07/05/2021","16:05:44.743","293.02"
"07/05/2021","16:05:51.431","293.14"
"07/05/2021","16:05:58.128","293.25"
"07/05/2021","16:06:04.823","293.37"
"07/05/2021","16:06:11.526","293.48"
"07/05/2021","16:06:18.224","293.59"
"07/05/2021","16:06:24.929","293.71"
"07/05/2021","16:06:31.630","293.82"
"07/05/2021","16:06:38.320","293.94"
"07/05/2021","16:06:45.022","294.05"
"07/05/2021","16:06:51.724","294.16"
"07/05/2021","16:06:58.423","294.28"
"07/05/2021","16:07:05.123","294.39"
"07/05/2021","16:07:11.817","294.51"
"07/05/2021","16:07:18.519","294.62"
"07/05/2021","16:07:25.219","294.73"
"07/05/2021","16:07:31.919","294.85"
"07/05/2021","16:07:38.627","294.96"
"07/05/2021","16:07:45.314","295.08"
"07/05/2021","16:07:52.014","295.19"
"07/05/2021","16:07:58.722","295.31"
"07/05/2021","16:08:05.418","295.43"
"07/05/2021","16:08:12.121","295.54"
"07/05/2021","16:08:18.812","295.66"
"07/05/2021","16:08:25.516","295.77"
"07/05/2021","16:08:32.214","295.88"
"07/05/2021","16:08:38.911","296"
"07/05/2021","16:08:45.627","296.11"
"07/05/2021","16:08:52.310","296.23"
"07/05/2021","16:08:59.009","296.34"
"07/05/2021","16:09:05.710","296.45"
"07/05/2021","16:09:12.409","296.57"
"07/05/2021","16:09:19.109","296.68"
"07/05/2021","16:09:25.809","296.8"
"07/05/2021","16:09:32.508","296.91"
"07/05/2021","16:09:39.209","297.02"
"07/05/2021","16:09:45.908","297.14"
"07/05/2021","16:09:52.629","297.25"
"07/05/2021","16:09:59.306","297.38"
"07/05/2021","16:10:06.006","297.49"
"07/05/2021","16:10:12.707","297.6"
"07/05/2021","16:10:19.405","297.72"
"07/05/2021","16:10:26.107","297.83"
"07/05/2021","16:10:32.805","297.94"
"07/05/2021","16:10:39.505","298.06"
"07/05/2021","16:10:46.204","298.17"
"07/05/2021","16:10:52.904","298.29"
"07/05/2021","16:10:59.626","298.4"
"07/05/2021","16:11:06.303","298.51"
"07/05/2021","16:11:13.005","298.63"
"07/05/2021","16:11:19.703","298.74"
"07/05/2021","16:11:26.402","298.86"
"07/05/2021","16:11:39.800","299.08"
"07/05/2021","16:11:46.503","299.19"
"07/05/2021","16:11:53.201","299.31"
"07/05/2021","16:11:59.899","299.43"
"07/05/2021","16:12:06.610","299.54"
"07/05/2021","16:12:13.297","299.65"
"07/05/2021","16:12:20.000","299.76"
"07/05/2021","16:12:26.699","299.86"
"07/05/2021","16:12:33.397","299.97"
"07/05/2021","16:12:46.794","300.16"
"07/05/2021","16:13:00.195","300.34"
"07/05/2021","16:13:13.597","300.5"
"07/05/2021","16:13:26.996","300.64"
"07/05/2021","16:13:40.392","300.76"
"07/05/2021","16:13:53.790","300.87"
"07/05/2021","16:14:13.888","301"
"07/05/2021","16:14:40.688","301.12"
"07/05/2021","16:15:27.586","301.22"
"07/05/2021","16:17:11.414","301.12"
"07/05/2021","16:17:51.616","301.01"
"07/05/2021","16:18:25.111","300.9"
"07/05/2021","16:18:58.619","300.78"
"07/05/2021","16:19:32.104","300.65"
"07/05/2021","16:19:58.901","300.54"
"07/05/2021","16:20:25.701","300.43"
"07/05/2021","16:20:52.497","300.32"
"07/05/2021","16:21:19.296","300.21"
"07/05/2021","16:21:46.095","300.09"
"07/05/2021","16:22:12.894","299.98"
"07/05/2021","16:22:39.687","299.87"
"07/05/2021","16:23:06.488","299.76"
"07/05/2021","16:23:33.283","299.65"
"07/05/2021","16:24:06.782","299.52"
"07/05/2021","16:24:40.278","299.39"
"07/05/2021","16:25:13.776","299.26"
"07/05/2021","16:25:47.274","299.14"
"07/05/2021","16:26:20.771","299.02"
"07/05/2021","16:26:54.268","298.89"
"07/05/2021","16:27:27.765","298.78"
"07/05/2021","16:28:01.262","298.67"
"07/05/2021","16:28:34.758","298.56"
"07/05/2021","16:29:08.255","298.45"
"07/05/2021","16:29:41.752","298.34"
"07/05/2021","16:30:21.951","298.22"
"07/05/2021","16:30:55.446","298.12"
"07/05/2021","16:31:28.944","298.02"
"07/05/2021","16:32:09.143","297.91"
"07/05/2021","16:32:49.336","297.8"
"07/05/2021","16:33:29.533","297.7"
"07/05/2021","16:34:16.430","297.58"
"07/05/2021","16:35:03.326","297.46"
"07/05/2021","16:35:56.923","297.34"
"07/05/2021","16:36:43.819","297.23"
"07/05/2021","16:37:30.717","297.13"
"07/05/2021","16:38:24.309","297.02"
"07/05/2021","16:39:24.616","296.9"
"07/05/2021","16:40:24.901","296.79"
"07/05/2021","16:41:18.497","296.69"
"07/05/2021","16:42:18.790","296.59"
"07/05/2021","16:43:25.783","296.48"
"07/05/2021","16:44:32.777","296.38"
"07/05/2021","16:45:39.771","296.28"
"07/05/2021","16:47:00.165","296.17"
"07/05/2021","16:48:17.217","296.07"
"07/05/2021","16:49:51.014","295.96"
"07/05/2021","16:51:28.146","295.85"
"07/05/2021","16:53:08.634","295.75"
"07/05/2021","16:54:55.828","295.65"
"07/05/2021","16:57:06.475","295.54"
"07/05/2021","16:59:13.762","295.44"
"07/05/2021","17:01:41.159","295.34"
"07/05/2021","17:04:52.077","295.23"
"07/05/2021","17:08:09.721","295.13"
"07/05/2021","17:12:20.943","295.03"
"07/05/2021","17:18:26.071","294.92"
"07/05/2021","17:27:11.964","294.82"
"07/05/2021","18:21:27.872","294.92"
"07/05/2021","18:36:32.295","295.03"
"07/05/2021","18:48:59.286","295.13"
"07/05/2021","19:00:42.728","295.23"
"07/05/2021","19:13:23.096","295.34"
"07/05/2021","19:24:36.386","295.44"
"07/05/2021","19:35:46.326","295.54"
"07/05/2021","19:47:49.858","295.65"
"07/05/2021","19:58:36.342","295.75"
"07/05/2021","20:09:36.243","295.85"
"07/05/2021","20:21:46.479","295.96"
"07/05/2021","20:32:43.023","296.06"
"07/05/2021","20:43:46.257","296.16"
"07/05/2021","20:55:49.789","296.27"
"07/05/2021","21:06:56.369","296.37"
"07/05/2021","21:18:06.307","296.47"
"07/05/2021","21:30:43.343","296.58"
"07/05/2021","21:42:13.377","296.68"
"07/05/2021","21:54:43.703","296.79"
"07/05/2021","22:07:40.840","296.9"
"07/05/2021","22:19:17.574","297"
"07/05/2021","22:31:24.459","297.1"
"07/05/2021","22:44:21.579","297.21"
"07/05/2021","22:56:38.521","297.31"
"07/05/2021","23:08:55.465","297.41"
"07/05/2021","23:22:26.093","297.52"
"07/05/2021","23:35:03.115","297.62"
"07/05/2021","23:47:43.492","297.72"
"07/06/2021","00:01:40.918","297.83"
"07/06/2021","00:14:41.394","297.93"
"07/06/2021","00:29:08.958","298.04"
"07/06/2021","00:43:39.886","298.15"
"07/06/2021","00:57:03.819","298.25"
"07/06/2021","01:10:44.490","298.35"
"07/06/2021","01:25:55.603","298.46"
"07/06/2021","01:40:09.770","298.56"
"07/06/2021","01:54:30.641","298.66"
"07/06/2021","02:10:42.061","298.77"
"07/06/2021","02:25:49.825","298.87"
"07/06/2021","02:41:07.643","298.97"
"07/06/2021","02:58:12.637","299.08"
"07/06/2021","03:14:17.349","299.18"
"07/06/2021","03:32:22.657","299.29"
"07/06/2021","03:50:48.062","299.4"
"07/06/2021","04:07:46.359","299.5"
"07/06/2021","04:25:21.513","299.6"
"07/06/2021","04:45:07.303","299.71"
"07/06/2021","05:03:42.756","299.81"
"07/06/2021","05:22:51.699","299.91"
"07/06/2021","05:44:07.926","300.02"
"07/06/2021","06:04:30.565","300.12"
"07/06/2021","06:25:13.303","300.22"
"07/06/2021","06:48:33.473","300.33"
"07/06/2021","07:10:46.650","300.43"
"07/06/2021","07:35:54.012","300.54"
"07/06/2021","08:02:05.014","300.65"
"07/06/2021","08:26:58.982","300.75"
"07/06/2021","08:52:33.144","300.85"
"07/06/2021","09:21:18.240","300.96"
"07/06/2021","09:48:56.339","301.06"
"07/06/2021","10:18:01.535","301.16"
"07/06/2021","10:49:03.958","300.95"
"07/06/2021","10:49:10.658","300.8"
"07/06/2021","10:49:17.362","300.61"
"07/06/2021","10:49:24.064","300.34"
"07/06/2021","10:49:30.761","300.04"
"07/06/2021","10:49:37.455","299.62"
"07/06/2021","10:49:44.157","299.15"
"07/06/2021","10:49:50.862","298.58"
"07/06/2021","10:49:57.553","297.85"
"07/06/2021","10:50:04.253","297.06"
"07/06/2021","10:50:10.953","296.07"
"07/06/2021","10:50:17.652","295.01"
"07/06/2021","10:50:24.353","293.79"
"07/06/2021","10:50:31.052","292.3"
"07/06/2021","10:50:37.752","290.72"
"07/06/2021","10:50:44.452","288.98"
"07/06/2021","10:50:51.151","286.9"
"07/06/2021","10:50:57.854","284.8"
"07/06/2021","10:51:04.551","282.36"
"07/06/2021","10:51:11.250","279.95"
"07/06/2021","10:51:17.951","277.37"
"07/06/2021","10:51:24.650","274.46"
"07/06/2021","10:51:31.351","271.62"
"07/06/2021","10:51:38.052","268.46"
"07/06/2021","10:51:44.749","265.43"
"07/06/2021","10:51:51.450","262.33"
"07/06/2021","10:51:58.149","258.88"
"07/06/2021","10:52:04.856","255.63"
"07/06/2021","10:52:11.549","252.06"
"07/06/2021","10:52:18.248","248.72"
"07/06/2021","10:52:24.948","245.35"
"07/06/2021","10:52:31.647","241.67"
"07/06/2021","10:52:38.346","238.24"
"07/06/2021","10:52:45.046","234.53"
"07/06/2021","10:52:51.747","231.09"
"07/06/2021","10:52:58.447","227.67"
"07/06/2021","10:53:05.149","223.96"
"07/06/2021","10:53:11.849","220.54"
"07/06/2021","10:53:18.546","216.88"
"07/06/2021","10:53:25.246","213.51"
"07/06/2021","10:53:31.944","210.14"
"07/06/2021","10:53:38.644","206.55"
"07/06/2021","10:53:45.344","203.26"
"07/06/2021","10:53:52.044","200.01"
"07/06/2021","10:53:58.745","196.54"
"07/06/2021","10:54:05.444","193.36"
"07/06/2021","10:54:12.143","189.98"
"07/06/2021","10:54:18.843","186.91"
"07/06/2021","10:54:25.543","183.88"
"07/06/2021","10:54:32.244","180.64"
"07/06/2021","10:54:38.941","177.69"
"07/06/2021","10:54:45.641","174.59"
"07/06/2021","10:54:52.344","171.76"
"07/06/2021","10:54:59.040","168.96"
"07/06/2021","10:55:05.744","166.01"
"07/06/2021","10:55:12.441","163.33"
"07/06/2021","10:55:19.141","160.52"
"07/06/2021","10:55:25.840","157.96"
"07/06/2021","10:55:32.539","155.44"
"07/06/2021","10:55:39.242","152.8"
"07/06/2021","10:55:45.940","150.41"
"07/06/2021","10:55:52.640","147.92"
"07/06/2021","10:55:59.339","145.62"
"07/06/2021","10:56:06.042","143.4"
"07/06/2021","10:56:12.741","141.07"
"07/06/2021","10:56:19.439","138.97"
"07/06/2021","10:56:26.137","136.76"
"07/06/2021","10:56:32.838","134.77"
"07/06/2021","10:56:39.536","132.83"
"07/06/2021","10:56:46.240","130.81"
"07/06/2021","10:56:52.937","128.99"
"07/06/2021","10:56:59.633","127.23"
"07/06/2021","10:57:06.337","125.38"
"07/06/2021","10:57:13.033","123.71"
"07/06/2021","10:57:19.742","121.99"
"07/06/2021","10:57:26.436","120.45"
"07/06/2021","10:57:33.132","118.96"
"07/06/2021","10:57:39.831","117.41"
"07/06/2021","10:57:46.533","116.01"
"07/06/2021","10:57:53.229","114.56"
"07/06/2021","10:57:59.930","113.26"
"07/06/2021","10:58:06.629","112.02"
"07/06/2021","10:58:13.329","110.74"
"07/06/2021","10:58:20.028","109.6"
"07/06/2021","10:58:26.738","108.41"
"07/06/2021","10:58:33.428","107.34"
"07/06/2021","10:58:40.127","106.32"
"07/06/2021","10:58:46.827","105.27"
"07/06/2021","10:58:53.526","104.33"
"07/06/2021","10:59:00.226","103.37"
"07/06/2021","10:59:06.925","102.52"
"07/06/2021","10:59:13.624","101.7"
"07/06/2021","10:59:20.323","100.87"
"07/06/2021","10:59:27.023","100.12"
"07/06/2021","10:59:33.725","99.34"
"07/06/2021","10:59:40.423","98.65"
"07/06/2021","10:59:47.122","97.99"
"07/06/2021","10:59:53.831","97.32"
"07/06/2021","11:00:00.522","96.73"
"07/06/2021","11:00:07.220","96.16"
"07/06/2021","11:00:13.921","95.58"
"07/06/2021","11:00:20.620","95.07"
"07/06/2021","11:00:27.319","94.54"
"07/06/2021","11:00:34.021","94.07"
"07/06/2021","11:00:40.722","93.63"
"07/06/2021","11:00:47.420","93.17"
"07/06/2021","11:00:54.117","92.76"
"07/06/2021","11:01:00.817","92.34"
"07/06/2021","11:01:07.520","91.97"
"07/06/2021","11:01:14.217","91.62"
"07/06/2021","11:01:20.919","91.25"
"07/06/2021","11:01:27.617","90.93"
"07/06/2021","11:01:34.316","90.61"
"07/06/2021","11:01:41.018","90.32"
"07/06/2021","11:01:47.715","90.04"
"07/06/2021","11:01:54.418","89.75"
"07/06/2021","11:02:01.115","89.5"
"07/06/2021","11:02:07.814","89.24"
"07/06/2021","11:02:14.516","89.01"
"07/06/2021","11:02:21.214","88.8"
"07/06/2021","11:02:27.914","88.57"
"07/06/2021","11:02:34.613","88.37"
"07/06/2021","11:02:41.312","88.16"
"07/06/2021","11:02:48.011","87.98"
"07/06/2021","11:02:54.711","87.81"
"07/06/2021","11:03:01.410","87.63"
"07/06/2021","11:03:08.110","87.47"
"07/06/2021","11:03:14.810","87.3"
"07/06/2021","11:03:21.510","87.15"
"07/06/2021","11:03:28.210","87.01"
"07/06/2021","11:03:34.909","86.86"
"07/06/2021","11:03:41.614","86.73"
"07/06/2021","11:03:48.308","86.59"
"07/06/2021","11:03:55.007","86.47"
"07/06/2021","11:04:01.707","86.36"
"07/06/2021","11:04:08.405","86.23"
"07/06/2021","11:04:15.104","86.12"
"07/06/2021","11:04:21.805","86.01"
"07/06/2021","11:04:28.503","85.91"
"07/06/2021","11:04:41.902","85.71"
"07/06/2021","11:04:55.302","85.53"
"07/06/2021","11:05:08.703","85.36"
"07/06/2021","11:05:22.098","85.19"
"07/06/2021","11:05:35.498","85.04"
"07/06/2021","11:05:48.898","84.9"
"07/06/2021","11:06:02.298","84.77"
"07/06/2021","11:06:15.695","84.64"
"07/06/2021","11:06:29.093","84.51"
"07/06/2021","11:06:42.492","84.4"
"07/06/2021","11:06:55.890","84.29"
"07/06/2021","11:07:09.289","84.19"
"07/06/2021","11:07:29.387","84.05"
"07/06/2021","11:07:49.488","83.91"
"07/06/2021","11:08:09.586","83.79"
"07/06/2021","11:08:29.684","83.68"
"07/06/2021","11:08:49.785","83.56"
"07/06/2021","11:09:09.881","83.46"
"07/06/2021","11:09:36.681","83.33"
"07/06/2021","11:10:03.477","83.2"
"07/06/2021","11:10:30.279","83.09"
"07/06/2021","11:10:57.074","82.98"
"07/06/2021","11:11:23.873","82.88"
"07/06/2021","11:11:57.369","82.77"
"07/06/2021","11:12:30.868","82.65"
"07/06/2021","11:13:04.367","82.54"
"07/06/2021","11:13:37.865","82.44"
"07/06/2021","11:14:18.061","82.33"
"07/06/2021","11:14:58.256","82.22"
"07/06/2021","11:15:45.156","82.1"
"07/06/2021","11:16:38.751","81.98"
"07/06/2021","11:17:25.649","81.88"
"07/06/2021","11:18:25.949","81.77"
"07/06/2021","11:19:26.243","81.66"
"07/06/2021","11:20:33.240","81.55"
"07/06/2021","11:21:40.236","81.44"
"07/06/2021","11:22:57.301","81.33"
"07/06/2021","11:24:14.325","81.22"
"07/06/2021","11:25:34.715","81.11"
"07/06/2021","11:27:11.881","81"
"07/06/2021","11:28:55.697","80.89"
"07/06/2021","11:30:59.655","80.78"
"07/06/2021","11:33:23.676","80.67"
"07/06/2021","11:35:57.762","80.57"
"07/06/2021","11:39:28.818","80.46"
"07/06/2021","11:44:13.524","80.35"
"07/06/2021","11:50:45.462","80.24"
"07/06/2021","12:00:38.353","80.13"
"07/06/2021","12:18:50.364","80.02"
"07/06/2021","12:56:01.273","79.91"
"07/06/2021","15:38:59.105","79.8"
"07/06/2021","16:23:45.582","79.91"
"07/06/2021","16:24:25.782","80.01"
"07/06/2021","16:29:37.306","80.12"
"07/06/2021","17:27:20.893","80.02"
"07/07/2021","01:05:18.649","80.12"
"07/07/2021","01:06:45.725","80.23"
"07/07/2021","01:21:03.246","80.13"
"07/07/2021","09:56:34.502","80.23"
"07/07/2021","10:20:08.081","80.13"
"07/07/2021","19:12:30.939","80.23"
"07/07/2021","19:44:26.980","80.13"
"07/07/2021","20:10:01.146","80.02"
"07/07/2021","23:27:29.079","80.12"
"07/08/2021","04:32:01.765","80.23"
"07/08/2021","09:00:20.493","80.11"
"07/08/2021","13:27:55.651","80.22"
"07/08/2021","20:05:52.385","80.11"
"07/08/2021","22:09:28.661","80.22"
"07/09/2021","05:50:47.344","80.11"
"07/09/2021","10:08:56.407","80.22"
"07/09/2021","11:38:15.948","80.11"
"07/09/2021","13:09:19.337","80.23"
"07/09/2021","13:09:32.756","80.45"
"07/09/2021","13:09:39.433","80.61"
"07/09/2021","13:09:46.137","80.8"
"07/09/2021","13:09:52.833","81.04"
"07/09/2021","13:09:59.530","81.27"
"07/09/2021","13:10:06.237","81.55"
"07/09/2021","13:10:12.931","81.83"
"07/09/2021","13:10:19.634","82.12"
"07/09/2021","13:10:26.329","82.44"
"07/09/2021","13:10:33.027","82.74"
"07/09/2021","13:10:39.751","83.05"
"07/09/2021","13:10:46.426","83.39"
"07/09/2021","13:10:53.130","83.71"
"07/09/2021","13:10:59.828","84.05"
"07/09/2021","13:11:06.524","84.36"
"07/09/2021","13:11:13.224","84.68"
"07/09/2021","13:11:19.923","85.01"
"07/09/2021","13:11:26.631","85.31"
"07/09/2021","13:11:33.329","85.63"
"07/09/2021","13:11:40.021","85.92"
"07/09/2021","13:11:46.728","86.21"
"07/09/2021","13:11:53.422","86.51"
"07/09/2021","13:12:00.125","86.79"
"07/09/2021","13:12:06.822","87.07"
"07/09/2021","13:12:13.518","87.33"
"07/09/2021","13:12:20.217","87.58"
"07/09/2021","13:12:26.918","87.84"
"07/09/2021","13:12:33.627","88.07"
"07/09/2021","13:12:40.319","88.32"
"07/09/2021","13:12:47.015","88.54"
"07/09/2021","13:12:53.716","88.75"
"07/09/2021","13:13:00.417","88.98"
"07/09/2021","13:13:07.120","89.18"
"07/09/2021","13:13:13.815","89.38"
"07/09/2021","13:13:20.511","89.57"
"07/09/2021","13:13:27.204","89.75"
"07/09/2021","13:13:33.905","89.94"
"07/09/2021","13:13:40.610","90.1"
"07/09/2021","13:13:47.304","90.26"
"07/09/2021","13:13:54.003","90.43"
"07/09/2021","13:14:00.702","90.58"
"07/09/2021","13:14:07.404","90.73"
"07/09/2021","13:14:14.101","90.87"
"07/09/2021","13:14:20.801","91"
"07/09/2021","13:14:27.501","91.14"
"07/09/2021","13:14:34.201","91.26"
"07/09/2021","13:14:40.899","91.38"
"07/09/2021","13:14:47.622","91.5"
"07/09/2021","13:15:01.002","91.72"
"07/09/2021","13:15:14.396","91.92"
"07/09/2021","13:15:27.794","92.11"
"07/09/2021","13:15:41.202","92.28"
"07/09/2021","13:15:54.590","92.45"
"07/09/2021","13:16:07.996","92.6"
"07/09/2021","13:16:21.388","92.74"
"07/09/2021","13:16:34.793","92.87"
"07/09/2021","13:16:48.192","92.99"
"07/09/2021","13:17:01.594","93.11"
"07/09/2021","13:17:21.695","93.25"
"07/09/2021","13:17:41.791","93.38"
"07/09/2021","13:18:01.890","93.48"
"07/09/2021","13:18:28.688","93.6"
"07/09/2021","13:18:55.477","93.7"
"07/09/2021","13:19:35.676","93.82"
"07/09/2021","13:20:15.877","93.92"
"07/09/2021","13:21:09.475","94.03"
"07/09/2021","13:22:19.805","94.14"
"07/09/2021","13:26:27.682","94.25"
"07/09/2021","13:30:12.123","94.36"
"07/09/2021","13:32:42.851","94.47"
"07/09/2021","13:34:46.803","94.58"
"07/09/2021","13:36:10.534","94.68"
"07/09/2021","13:37:40.986","94.79"
"07/09/2021","13:39:04.720","94.9"
"07/09/2021","13:40:28.471","95.01"
"07/09/2021","13:41:55.568","95.12"
"07/09/2021","13:43:12.601","95.23"
"07/09/2021","13:44:16.246","95.34"
"07/09/2021","13:45:09.847","95.46"
"07/09/2021","13:45:56.759","95.56"
"07/09/2021","13:46:50.334","95.67"
"07/09/2021","13:47:43.924","95.79"
"07/09/2021","13:48:04.027","95.99"
"07/09/2021","13:48:10.742","96.11"
"07/09/2021","13:48:17.423","96.28"
"07/09/2021","13:48:24.119","96.47"
"07/09/2021","13:48:30.827","96.68"
"07/09/2021","13:48:37.524","96.93"
"07/09/2021","13:48:44.226","97.19"
"07/09/2021","13:48:50.918","97.5"
"07/09/2021","13:48:57.616","97.8"
"07/09/2021","13:49:04.324","98.11"
"07/09/2021","13:49:11.015","98.46"
"07/09/2021","13:49:17.715","98.81"
"07/09/2021","13:49:24.422","99.19"
"07/09/2021","13:49:31.113","99.55"
"07/09/2021","13:49:37.812","99.93"
"07/09/2021","13:49:44.521","100.35"
"07/09/2021","13:49:51.211","100.73"
"07/09/2021","13:49:57.918","101.14"
"07/09/2021","13:50:04.612","101.54"
"07/09/2021","13:50:11.315","101.93"
"07/09/2021","13:50:18.018","102.37"
"07/09/2021","13:50:24.718","102.77"
"07/09/2021","13:50:31.423","103.21"
"07/09/2021","13:50:38.114","103.62"
"07/09/2021","13:50:44.807","104.04"
"07/09/2021","13:50:51.516","104.48"
"07/09/2021","13:50:58.207","104.9"
"07/09/2021","13:51:04.914","105.32"
"07/09/2021","13:51:11.612","105.77"
"07/09/2021","13:51:18.306","106.19"
"07/09/2021","13:51:25.005","106.64"
"07/09/2021","13:51:31.704","107.07"
"07/09/2021","13:51:38.404","107.49"
"07/09/2021","13:51:45.104","107.95"
"07/09/2021","13:51:51.811","108.37"
"07/09/2021","13:51:58.501","108.83"
"07/09/2021","13:52:05.210","109.25"
"07/09/2021","13:52:11.900","109.66"
"07/09/2021","13:52:18.617","110.11"
"07/09/2021","13:52:25.300","110.52"
"07/09/2021","13:52:32.000","110.97"
"07/09/2021","13:52:38.708","111.38"
"07/09/2021","13:52:45.399","111.8"
"07/09/2021","13:52:52.106","112.24"
"07/09/2021","13:52:58.798","112.66"
"07/09/2021","13:53:05.505","113.1"
"07/09/2021","13:53:12.196","113.51"
"07/09/2021","13:53:18.896","113.92"
"07/09/2021","13:53:25.596","114.36"
"07/09/2021","13:53:32.309","114.78"
"07/09/2021","13:53:39.000","115.21"
"07/09/2021","13:53:45.693","115.62"
"07/09/2021","13:53:52.393","116.03"
"07/09/2021","13:53:59.092","116.47"
"07/09/2021","13:54:05.792","116.88"
"07/09/2021","13:54:12.490","117.31"
"07/09/2021","13:54:19.190","117.72"
"07/09/2021","13:54:25.890","118.12"
"07/09/2021","13:54:32.593","118.55"
"07/09/2021","13:54:39.288","118.94"
"07/09/2021","13:54:46.001","119.33"
"07/09/2021","13:54:52.686","119.76"
"07/09/2021","13:54:59.395","120.15"
"07/09/2021","13:55:06.085","120.57"
"07/09/2021","13:55:12.793","120.97"
"07/09/2021","13:55:19.485","121.36"
"07/09/2021","13:55:26.189","121.78"
"07/09/2021","13:55:32.883","122.17"
"07/09/2021","13:55:39.595","122.58"
"07/09/2021","13:55:46.282","122.97"
"07/09/2021","13:55:52.987","123.36"
"07/09/2021","13:55:59.680","123.78"
"07/09/2021","13:56:06.380","124.16"
"07/09/2021","13:56:13.082","124.58"
"07/09/2021","13:56:19.778","124.96"
"07/09/2021","13:56:26.478","125.35"
"07/09/2021","13:56:33.177","125.76"
"07/09/2021","13:56:39.876","126.14"
"07/09/2021","13:56:46.576","126.55"
"07/09/2021","13:56:53.275","126.94"
"07/09/2021","13:56:59.975","127.32"
"07/09/2021","13:57:06.683","127.72"
"07/09/2021","13:57:13.374","128.09"
"07/09/2021","13:57:20.074","128.5"
"07/09/2021","13:57:26.773","128.87"
"07/09/2021","13:57:33.480","129.24"
"07/09/2021","13:57:40.174","129.63"
"07/09/2021","13:57:46.871","130"
"07/09/2021","13:57:53.576","130.4"
"07/09/2021","13:58:00.270","130.77"
"07/09/2021","13:58:06.977","131.14"
"07/09/2021","13:58:13.669","131.53"
"07/09/2021","13:58:20.367","131.9"
"07/09/2021","13:58:27.066","132.26"
"07/09/2021","13:58:33.767","132.65"
"07/09/2021","13:58:40.471","133.02"
"07/09/2021","13:58:47.166","133.41"
"07/09/2021","13:58:53.864","133.78"
"07/09/2021","13:59:00.565","134.14"
"07/09/2021","13:59:07.263","134.53"
"07/09/2021","13:59:13.977","134.89"
"07/09/2021","13:59:20.668","135.28"
"07/09/2021","13:59:27.361","135.64"
"07/09/2021","13:59:34.060","136"
"07/09/2021","13:59:40.760","136.39"
"07/09/2021","13:59:47.468","136.75"
"07/09/2021","13:59:54.164","137.14"
"07/09/2021","14:00:00.859","137.49"
"07/09/2021","14:00:07.574","137.84"
"07/09/2021","14:00:14.264","138.22"
"07/09/2021","14:00:20.957","138.57"
"07/09/2021","14:00:27.656","138.95"
"07/09/2021","14:00:34.362","139.3"
"07/09/2021","14:00:41.067","139.65"
"07/09/2021","14:00:47.761","140.03"
"07/09/2021","14:00:54.460","140.37"
"07/09/2021","14:01:01.160","140.75"
"07/09/2021","14:01:07.853","141.1"
"07/09/2021","14:01:14.561","141.44"
"07/09/2021","14:01:21.255","141.82"
"07/09/2021","14:01:27.953","142.16"
"07/09/2021","14:01:34.652","142.53"
"07/09/2021","14:01:41.351","142.88"
"07/09/2021","14:01:48.051","143.22"
"07/09/2021","14:01:54.749","143.59"
"07/09/2021","14:02:01.453","143.94"
"07/09/2021","14:02:08.157","144.28"
"07/09/2021","14:02:14.852","144.65"
"07/09/2021","14:02:21.548","144.99"
"07/09/2021","14:02:28.255","145.36"
"07/09/2021","14:02:34.946","145.7"
"07/09/2021","14:02:41.645","146.04"
"07/09/2021","14:02:48.344","146.41"
"07/09/2021","14:02:55.044","146.75"
"07/09/2021","14:03:01.749","147.12"
"07/09/2021","14:03:08.443","147.45"
"07/09/2021","14:03:15.156","147.79"
"07/09/2021","14:03:21.843","148.16"
"07/09/2021","14:03:28.541","148.49"
"07/09/2021","14:03:35.240","148.85"
"07/09/2021","14:03:41.946","149.18"
"07/09/2021","14:03:48.648","149.51"
"07/09/2021","14:03:55.339","149.87"
"07/09/2021","14:04:02.039","150.2"
"07/09/2021","14:04:08.739","150.55"
"07/09/2021","14:04:15.437","150.88"
"07/09/2021","14:04:22.137","151.21"
"07/09/2021","14:04:28.836","151.57"
"07/09/2021","14:04:35.547","151.9"
"07/09/2021","14:04:42.241","152.25"
"07/09/2021","14:04:48.940","152.58"
"07/09/2021","14:04:55.633","152.91"
"07/09/2021","14:05:02.333","153.26"
"07/09/2021","14:05:09.040","153.58"
"07/09/2021","14:05:15.742","153.94"
"07/09/2021","14:05:22.439","154.26"
"07/09/2021","14:05:29.139","154.59"
"07/09/2021","14:05:35.839","154.94"
"07/09/2021","14:05:42.538","155.26"
"07/09/2021","14:05:49.238","155.59"
"07/09/2021","14:05:55.937","155.94"
"07/09/2021","14:06:02.636","156.27"
"07/09/2021","14:06:09.336","156.62"
"07/09/2021","14:06:16.034","156.94"
"07/09/2021","14:06:22.745","157.26"
"07/09/2021","14:06:29.435","157.61"
"07/09/2021","14:06:36.134","157.93"
