"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"06/27/2021","05:51:42.808","Close (1)"
"06/27/2021","06:51:42.809","Close (1)"
"06/27/2021","07:51:42.810","Close (1)"
"06/27/2021","08:51:42.811","Close (1)"
"06/27/2021","09:51:42.812","Close (1)"
"06/27/2021","10:51:42.813","Close (1)"
"06/27/2021","11:51:42.814","Close (1)"
"06/27/2021","12:51:42.815","Close (1)"
"06/27/2021","13:51:42.816","Close (1)"
"06/27/2021","14:51:42.817","Close (1)"
"06/27/2021","15:51:42.817","Close (1)"
"06/27/2021","16:51:42.818","Close (1)"
"06/27/2021","17:51:42.819","Close (1)"
"06/27/2021","18:51:42.820","Close (1)"
"06/27/2021","19:51:42.821","Close (1)"
"06/27/2021","20:51:42.822","Close (1)"
"06/27/2021","21:51:42.823","Close (1)"
"06/27/2021","22:51:42.824","Close (1)"
"06/27/2021","23:51:42.825","Close (1)"
"06/28/2021","00:51:42.826","Close (1)"
"06/28/2021","01:51:42.827","Close (1)"
"06/28/2021","02:51:42.827","Close (1)"
"06/28/2021","03:51:42.828","Close (1)"
"06/28/2021","04:51:42.829","Close (1)"
"06/28/2021","05:51:42.830","Close (1)"
"06/28/2021","06:51:42.831","Close (1)"
"06/28/2021","07:51:42.832","Close (1)"
"06/28/2021","08:51:42.833","Close (1)"
"06/28/2021","09:41:54.675","Unknown (0)"
"06/28/2021","09:41:54.984","Open (2)"
"06/28/2021","10:41:54.985","Open (2)"
"06/28/2021","11:41:54.986","Open (2)"
"06/28/2021","11:47:23.563","Unknown (0)"
"06/28/2021","11:47:24.490","Close (1)"
"06/28/2021","11:51:08.914","Unknown (0)"
"06/28/2021","11:51:09.493","Open (2)"
"06/28/2021","12:26:45.610","Unknown (0)"
"06/28/2021","12:26:46.493","Close (1)"
"06/28/2021","12:32:10.143","Unknown (0)"
"06/28/2021","12:32:10.499","Open (2)"
"06/28/2021","13:32:10.500","Open (2)"
"06/28/2021","13:36:37.901","Unknown (0)"
"06/28/2021","13:36:39.007","Close (1)"
"06/28/2021","13:41:17.767","Unknown (0)"
"06/28/2021","13:41:18.005","Open (2)"
"06/28/2021","13:41:18.566","Unknown (0)"
"06/28/2021","13:41:19.500","Close (1)"
"06/28/2021","13:41:27.926","Unknown (0)"
"06/28/2021","13:41:28.503","Open (2)"
"06/28/2021","14:24:58.692","Unknown (0)"
"06/28/2021","14:24:59.504","Close (1)"
"06/28/2021","14:30:07.865","Unknown (0)"
"06/28/2021","14:30:08.506","Open (2)"
"06/28/2021","15:11:46.020","Unknown (0)"
"06/28/2021","15:11:47.008","Close (1)"
"06/28/2021","16:11:47.009","Close (1)"
"06/28/2021","16:16:28.280","Unknown (0)"
"06/28/2021","16:16:28.519","Open (2)"
"06/28/2021","17:16:28.520","Open (2)"
"06/28/2021","18:16:28.521","Open (2)"
"06/28/2021","18:26:09.376","Unknown (0)"
"06/28/2021","18:26:10.524","Close (1)"
"06/28/2021","19:26:10.525","Close (1)"
"06/28/2021","20:26:10.526","Close (1)"
"06/28/2021","21:26:10.527","Close (1)"
"06/28/2021","22:26:10.528","Close (1)"
"06/28/2021","23:26:10.529","Close (1)"
"06/29/2021","00:26:10.530","Close (1)"
"06/29/2021","01:26:10.531","Close (1)"
"06/29/2021","02:26:10.532","Close (1)"
"06/29/2021","03:26:10.533","Close (1)"
"06/29/2021","04:26:10.533","Close (1)"
"06/29/2021","05:26:10.534","Close (1)"
"06/29/2021","06:26:10.535","Close (1)"
"06/29/2021","07:26:10.536","Close (1)"
"06/29/2021","08:26:10.537","Close (1)"
"06/29/2021","09:11:34.487","Unknown (0)"
"06/29/2021","09:11:35.111","Open (2)"
"06/29/2021","09:15:38.048","Unknown (0)"
"06/29/2021","09:15:39.108","Close (1)"
"06/29/2021","09:16:49.465","Unknown (0)"
"06/29/2021","09:16:50.112","Open (2)"
"06/29/2021","10:11:53.775","Unknown (0)"
"06/29/2021","10:11:54.613","Close (1)"
"06/29/2021","11:11:54.614","Close (1)"
"06/29/2021","12:11:54.615","Close (1)"
"06/29/2021","13:11:54.616","Close (1)"
"06/29/2021","14:11:54.617","Close (1)"
"06/29/2021","15:11:54.617","Close (1)"
"06/29/2021","16:11:54.618","Close (1)"
"06/29/2021","17:11:54.619","Close (1)"
"06/29/2021","18:11:54.620","Close (1)"
"06/29/2021","19:11:54.621","Close (1)"
"06/29/2021","20:11:54.622","Close (1)"
"06/29/2021","21:11:54.623","Close (1)"
"06/29/2021","22:11:54.624","Close (1)"
"06/29/2021","23:11:54.625","Close (1)"
"06/30/2021","00:11:54.626","Close (1)"
"06/30/2021","01:11:54.627","Close (1)"
"06/30/2021","02:11:54.627","Close (1)"
"06/30/2021","03:11:54.628","Close (1)"
"06/30/2021","04:11:54.629","Close (1)"
"06/30/2021","05:11:54.630","Close (1)"
"06/30/2021","06:11:54.631","Close (1)"
"06/30/2021","07:11:54.632","Close (1)"
"06/30/2021","08:11:54.633","Close (1)"
"06/30/2021","09:11:54.634","Close (1)"
"06/30/2021","10:11:54.635","Close (1)"
"06/30/2021","11:11:54.636","Close (1)"
"06/30/2021","12:11:54.637","Close (1)"
"06/30/2021","13:11:54.637","Close (1)"
"06/30/2021","13:27:44.546","Unknown (0)"
"06/30/2021","13:27:44.770","Open (2)"
"06/30/2021","14:27:44.771","Open (2)"
"06/30/2021","15:27:44.772","Open (2)"
"06/30/2021","15:33:49.642","Unknown (0)"
"06/30/2021","15:33:50.774","Close (1)"
"06/30/2021","15:38:53.946","Unknown (0)"
"06/30/2021","15:38:54.280","Open (2)"
"06/30/2021","16:21:14.055","Unknown (0)"
"06/30/2021","16:21:14.778","Close (1)"
"06/30/2021","16:26:16.929","Unknown (0)"
"06/30/2021","16:26:17.287","Open (2)"
"06/30/2021","16:51:36.118","Unknown (0)"
"06/30/2021","16:51:37.280","Close (1)"
"06/30/2021","17:51:37.281","Close (1)"
"06/30/2021","18:51:37.282","Close (1)"
"06/30/2021","19:51:37.283","Close (1)"
"06/30/2021","20:10:27.150","Unknown (0)"
"06/30/2021","20:10:27.801","Open (2)"
"06/30/2021","21:10:27.802","Open (2)"
"06/30/2021","21:18:48.443","Unknown (0)"
"06/30/2021","21:18:49.304","Close (1)"
"06/30/2021","21:28:07.178","Unknown (0)"
"06/30/2021","21:28:07.808","Open (2)"
"06/30/2021","22:28:07.809","Open (2)"
"06/30/2021","22:35:01.543","Unknown (0)"
"06/30/2021","22:35:02.311","Close (1)"
"06/30/2021","22:47:48.063","Unknown (0)"
"06/30/2021","22:47:48.318","Open (2)"
"06/30/2021","23:21:40.755","Unknown (0)"
"06/30/2021","23:21:41.815","Close (1)"
"06/30/2021","23:26:18.391","Unknown (0)"
"06/30/2021","23:26:18.822","Open (2)"
"07/01/2021","00:10:07.845","Unknown (0)"
"07/01/2021","00:10:08.819","Close (1)"
"07/01/2021","00:18:14.287","Unknown (0)"
"07/01/2021","00:18:14.823","Open (2)"
"07/01/2021","00:57:16.436","Unknown (0)"
"07/01/2021","00:57:17.324","Close (1)"
"07/01/2021","01:57:17.325","Close (1)"
"07/01/2021","02:57:17.326","Close (1)"
"07/01/2021","03:57:17.327","Close (1)"
"07/01/2021","04:57:17.328","Close (1)"
"07/01/2021","05:57:17.329","Close (1)"
"07/01/2021","06:57:17.330","Close (1)"
"07/01/2021","07:57:17.331","Close (1)"
"07/01/2021","08:57:17.331","Close (1)"
"07/01/2021","09:57:17.332","Close (1)"
"07/01/2021","10:07:13.309","Unknown (0)"
"07/01/2021","10:07:13.879","Open (2)"
"07/01/2021","11:07:13.880","Open (2)"
"07/01/2021","11:10:29.546","Unknown (0)"
"07/01/2021","11:10:30.381","Close (1)"
"07/01/2021","11:16:22.208","Unknown (0)"
"07/01/2021","11:16:22.884","Open (2)"
"07/01/2021","11:51:26.371","Unknown (0)"
"07/01/2021","11:51:27.384","Close (1)"
"07/01/2021","11:56:26.125","Unknown (0)"
"07/01/2021","11:56:26.391","Open (2)"
"07/01/2021","11:58:14.254","Unknown (0)"
"07/01/2021","11:58:15.384","Close (1)"
"07/01/2021","12:03:04.402","Unknown (0)"
"07/01/2021","12:03:04.891","Open (2)"
"07/01/2021","12:53:56.441","Unknown (0)"
"07/01/2021","12:53:57.390","Close (1)"
"07/01/2021","13:53:57.391","Close (1)"
"07/01/2021","14:05:03.040","Unknown (0)"
"07/01/2021","14:05:03.402","Open (2)"
"07/01/2021","14:59:11.424","Unknown (0)"
"07/01/2021","14:59:12.399","Close (1)"
"07/01/2021","15:03:55.488","Unknown (0)"
"07/01/2021","15:03:55.906","Open (2)"
"07/01/2021","16:03:55.907","Open (2)"
"07/01/2021","16:20:11.946","Unknown (0)"
"07/01/2021","16:20:12.905","Close (1)"
"07/01/2021","16:25:06.336","Unknown (0)"
"07/01/2021","16:25:06.909","Open (2)"
"07/01/2021","16:45:22.860","Unknown (0)"
"07/01/2021","16:45:23.908","Close (1)"
"07/01/2021","16:48:18.171","Unknown (0)"
"07/01/2021","16:48:18.414","Open (2)"
"07/01/2021","16:49:30.111","Unknown (0)"
"07/01/2021","16:49:30.908","Close (1)"
"07/01/2021","16:49:58.033","Unknown (0)"
"07/01/2021","16:49:58.414","Open (2)"
"07/01/2021","17:49:58.414","Open (2)"
"07/01/2021","18:02:21.043","Unknown (0)"
"07/01/2021","18:02:21.915","Close (1)"
"07/01/2021","18:02:40.535","Unknown (0)"
"07/01/2021","18:02:40.921","Open (2)"
"07/01/2021","18:21:56.079","Unknown (0)"
"07/01/2021","18:21:56.921","Close (1)"
"07/01/2021","19:21:56.922","Close (1)"
"07/01/2021","20:21:56.923","Close (1)"
"07/01/2021","21:21:56.924","Close (1)"
"07/01/2021","22:21:56.925","Close (1)"
"07/01/2021","23:21:56.926","Close (1)"
"07/02/2021","00:21:56.927","Close (1)"
"07/02/2021","01:21:56.928","Close (1)"
"07/02/2021","02:21:56.928","Close (1)"
"07/02/2021","03:21:56.929","Close (1)"
"07/02/2021","04:21:56.930","Close (1)"
"07/02/2021","05:21:56.931","Close (1)"
"07/02/2021","06:21:56.932","Close (1)"
"07/02/2021","07:21:56.933","Close (1)"
"07/02/2021","08:21:56.934","Close (1)"
"07/02/2021","09:21:56.935","Close (1)"
"07/02/2021","10:21:56.936","Close (1)"
"07/02/2021","10:37:10.247","Unknown (0)"
"07/02/2021","10:37:10.518","Open (2)"
"07/02/2021","10:37:22.947","Unknown (0)"
"07/02/2021","10:37:24.012","Close (1)"
"07/02/2021","10:55:43.451","Unknown (0)"
"07/02/2021","10:55:44.017","Open (2)"
"07/02/2021","11:49:16.599","Unknown (0)"
"07/02/2021","11:49:17.519","Close (1)"
"07/02/2021","11:56:32.465","Unknown (0)"
"07/02/2021","11:56:33.021","Open (2)"
"07/02/2021","12:56:33.022","Open (2)"
"07/02/2021","13:56:33.023","Open (2)"
"07/02/2021","14:28:05.420","Unknown (0)"
"07/02/2021","14:28:06.532","Close (1)"
"07/02/2021","14:32:01.767","Unknown (0)"
"07/02/2021","14:32:02.038","Open (2)"
"07/02/2021","14:32:07.682","Unknown (0)"
"07/02/2021","14:32:08.533","Close (1)"
"07/02/2021","14:37:38.452","Unknown (0)"
"07/02/2021","14:37:39.035","Open (2)"
"07/02/2021","15:17:36.643","Unknown (0)"
"07/02/2021","15:17:37.536","Close (1)"
"07/02/2021","15:23:17.934","Unknown (0)"
"07/02/2021","15:23:18.540","Open (2)"
"07/02/2021","16:23:18.541","Open (2)"
"07/02/2021","16:28:57.500","Unknown (0)"
"07/02/2021","16:28:58.542","Close (1)"
"07/02/2021","16:38:21.570","Unknown (0)"
"07/02/2021","16:38:22.049","Open (2)"
"07/02/2021","17:08:27.354","Unknown (0)"
"07/02/2021","17:08:28.546","Close (1)"
"07/02/2021","18:08:28.547","Close (1)"
"07/02/2021","18:08:32.762","Unknown (0)"
"07/02/2021","18:08:33.057","Open (2)"
"07/02/2021","18:44:00.636","Unknown (0)"
"07/02/2021","18:44:01.556","Close (1)"
"07/02/2021","18:55:39.176","Unknown (0)"
"07/02/2021","18:55:39.562","Open (2)"
"07/02/2021","19:55:39.563","Open (2)"
"07/02/2021","20:07:11.828","Unknown (0)"
"07/02/2021","20:07:12.562","Close (1)"
"07/02/2021","21:07:12.563","Close (1)"
"07/02/2021","22:07:12.564","Close (1)"
"07/02/2021","23:07:12.565","Close (1)"
"07/03/2021","00:07:12.566","Close (1)"
"07/03/2021","01:07:12.567","Close (1)"
"07/03/2021","02:07:12.568","Close (1)"
"07/03/2021","03:07:12.569","Close (1)"
"07/03/2021","04:07:12.570","Close (1)"
"07/03/2021","05:07:12.570","Close (1)"
"07/03/2021","06:07:12.571","Close (1)"
"07/03/2021","07:07:12.572","Close (1)"
"07/03/2021","08:07:12.573","Close (1)"
"07/03/2021","09:07:12.574","Close (1)"
"07/03/2021","10:07:12.575","Close (1)"
"07/03/2021","11:07:12.576","Close (1)"
"07/03/2021","12:07:12.577","Close (1)"
"07/03/2021","13:07:12.578","Close (1)"
"07/03/2021","14:07:12.579","Close (1)"
"07/03/2021","15:07:12.580","Close (1)"
"07/03/2021","16:07:12.580","Close (1)"
"07/03/2021","17:07:12.581","Close (1)"
"07/03/2021","18:07:12.582","Close (1)"
"07/03/2021","19:07:12.583","Close (1)"
"07/03/2021","20:07:12.584","Close (1)"
"07/03/2021","21:07:12.585","Close (1)"
"07/03/2021","22:07:12.586","Close (1)"
"07/03/2021","23:07:12.587","Close (1)"
"07/04/2021","00:07:12.588","Close (1)"
"07/04/2021","01:07:12.589","Close (1)"
"07/04/2021","02:07:12.590","Close (1)"
"07/04/2021","03:07:12.590","Close (1)"
"07/04/2021","04:07:12.591","Close (1)"
"07/04/2021","05:07:12.592","Close (1)"
"07/04/2021","06:07:12.593","Close (1)"
"07/04/2021","07:07:12.594","Close (1)"
"07/04/2021","08:07:12.595","Close (1)"
"07/04/2021","09:07:12.596","Close (1)"
"07/04/2021","10:07:12.597","Close (1)"
"07/04/2021","11:07:12.598","Close (1)"
"07/04/2021","12:07:12.599","Close (1)"
"07/04/2021","13:07:12.600","Close (1)"
"07/04/2021","14:07:12.600","Close (1)"
"07/04/2021","15:07:12.601","Close (1)"
"07/04/2021","16:07:12.602","Close (1)"
"07/04/2021","17:07:12.603","Close (1)"
"07/04/2021","18:07:12.604","Close (1)"
"07/04/2021","19:07:12.605","Close (1)"
"07/04/2021","20:07:12.606","Close (1)"
"07/04/2021","21:07:12.607","Close (1)"
"07/04/2021","22:07:12.608","Close (1)"
"07/04/2021","23:07:12.609","Close (1)"
"07/05/2021","00:07:12.609","Close (1)"
"07/05/2021","01:07:12.610","Close (1)"
"07/05/2021","02:07:12.611","Close (1)"
"07/05/2021","03:07:12.612","Close (1)"
"07/05/2021","04:07:12.613","Close (1)"
"07/05/2021","05:07:12.614","Close (1)"
"07/05/2021","06:07:12.615","Close (1)"
"07/05/2021","07:07:12.616","Close (1)"
"07/05/2021","08:07:12.617","Close (1)"
"07/05/2021","09:07:12.618","Close (1)"
"07/05/2021","10:07:12.619","Close (1)"
"07/05/2021","11:05:36.911","Unknown (0)"
"07/05/2021","12:05:36.912","Unknown (0)"
"07/05/2021","13:05:36.913","Unknown (0)"
"07/05/2021","14:05:36.914","Unknown (0)"
"07/05/2021","15:05:36.915","Unknown (0)"
"07/05/2021","16:05:36.916","Unknown (0)"
"07/05/2021","17:05:36.916","Unknown (0)"
"07/05/2021","18:05:36.917","Unknown (0)"
"07/05/2021","19:05:36.918","Unknown (0)"
"07/05/2021","20:05:36.919","Unknown (0)"
"07/05/2021","21:05:36.920","Unknown (0)"
"07/05/2021","22:05:36.921","Unknown (0)"
"07/05/2021","23:05:36.922","Unknown (0)"
"07/05/2021","23:07:17.508","Close (1)"
"07/06/2021","00:07:17.509","Close (1)"
"07/06/2021","01:07:17.509","Close (1)"
"07/06/2021","02:07:17.510","Close (1)"
"07/06/2021","03:07:17.511","Close (1)"
"07/06/2021","04:07:17.512","Close (1)"
"07/06/2021","05:07:17.513","Close (1)"
"07/06/2021","06:07:17.514","Close (1)"
"07/06/2021","07:07:17.515","Close (1)"
"07/06/2021","08:07:17.516","Close (1)"
"07/06/2021","09:07:17.517","Close (1)"
"07/06/2021","10:07:17.518","Close (1)"
"07/06/2021","10:44:27.932","Unknown (0)"
"07/06/2021","10:44:28.566","Open (2)"
"07/06/2021","10:56:58.118","Unknown (0)"
"07/06/2021","10:56:59.063","Close (1)"
"07/06/2021","11:08:25.998","Unknown (0)"
"07/06/2021","11:08:26.568","Open (2)"
"07/06/2021","11:20:09.524","Unknown (0)"
"07/06/2021","11:20:10.566","Close (1)"
"07/06/2021","11:22:48.825","Unknown (0)"
"07/06/2021","11:22:49.071","Open (2)"
"07/06/2021","11:35:43.326","Unknown (0)"
"07/06/2021","11:35:44.067","Close (1)"
"07/06/2021","11:42:41.931","Unknown (0)"
"07/06/2021","11:42:42.570","Open (2)"
"07/06/2021","12:26:55.572","Unknown (0)"
"07/06/2021","12:26:56.572","Close (1)"
"07/06/2021","12:36:41.816","Unknown (0)"
"07/06/2021","12:36:42.078","Open (2)"
"07/06/2021","13:36:42.079","Open (2)"
"07/06/2021","13:38:44.768","Unknown (0)"
"07/06/2021","13:38:45.577","Close (1)"
"07/06/2021","13:46:44.949","Unknown (0)"
"07/06/2021","13:46:45.582","Open (2)"
"07/06/2021","14:32:31.866","Unknown (0)"
"07/06/2021","14:32:33.083","Close (1)"
"07/06/2021","14:39:48.287","Unknown (0)"
"07/06/2021","14:39:48.589","Open (2)"
"07/06/2021","15:39:48.590","Open (2)"
"07/06/2021","16:05:57.468","Unknown (0)"
"07/06/2021","16:05:58.592","Close (1)"
"07/06/2021","16:10:19.806","Unknown (0)"
"07/06/2021","16:10:20.099","Open (2)"
"07/06/2021","17:10:20.099","Open (2)"
"07/06/2021","18:10:20.100","Open (2)"
"07/06/2021","19:10:20.101","Open (2)"
"07/06/2021","20:10:20.102","Open (2)"
"07/06/2021","21:10:20.103","Open (2)"
"07/06/2021","22:10:20.104","Open (2)"
"07/06/2021","23:10:20.105","Open (2)"
"07/07/2021","00:10:20.106","Open (2)"
"07/07/2021","01:10:20.107","Open (2)"
"07/07/2021","02:10:20.108","Open (2)"
"07/07/2021","03:10:20.109","Open (2)"
"07/07/2021","04:10:20.109","Open (2)"
"07/07/2021","05:10:20.110","Open (2)"
"07/07/2021","06:10:20.111","Open (2)"
"07/07/2021","07:10:20.112","Open (2)"
"07/07/2021","08:10:20.113","Open (2)"
"07/07/2021","09:10:20.114","Open (2)"
"07/07/2021","10:10:20.115","Open (2)"
"07/07/2021","10:27:11.285","Unknown (0)"
"07/07/2021","10:27:12.201","Close (1)"
"07/07/2021","10:53:26.561","Unknown (0)"
"07/07/2021","10:53:27.207","Open (2)"
"07/07/2021","11:53:27.208","Open (2)"
"07/07/2021","11:54:15.072","Unknown (0)"
"07/07/2021","11:54:16.209","Close (1)"
"07/07/2021","12:54:16.209","Close (1)"
"07/07/2021","13:49:29.615","Unknown (0)"
"07/07/2021","13:49:30.223","Open (2)"
"07/07/2021","13:52:51.938","Unknown (0)"
"07/07/2021","13:52:52.720","Close (1)"
"07/07/2021","13:59:27.330","Unknown (0)"
"07/07/2021","13:59:27.726","Open (2)"
"07/07/2021","14:23:54.416","Unknown (0)"
"07/07/2021","14:23:55.223","Close (1)"
"07/07/2021","14:40:48.017","Unknown (0)"
"07/07/2021","14:40:48.230","Open (2)"
"07/07/2021","15:40:48.231","Open (2)"
"07/07/2021","16:31:35.330","Unknown (0)"
"07/07/2021","16:31:36.237","Close (1)"
"07/07/2021","17:31:36.238","Close (1)"
"07/07/2021","18:31:36.239","Close (1)"
"07/07/2021","19:31:36.240","Close (1)"
"07/07/2021","20:31:36.241","Close (1)"
"07/07/2021","21:31:36.242","Close (1)"
"07/07/2021","22:31:36.243","Close (1)"
"07/07/2021","23:31:36.244","Close (1)"
"07/08/2021","00:31:36.245","Close (1)"
"07/08/2021","01:31:36.246","Close (1)"
"07/08/2021","02:31:36.246","Close (1)"
"07/08/2021","03:31:36.247","Close (1)"
"07/08/2021","04:31:36.248","Close (1)"
"07/08/2021","05:31:36.249","Close (1)"
"07/08/2021","06:31:36.250","Close (1)"
"07/08/2021","07:31:36.251","Close (1)"
"07/08/2021","08:31:36.252","Close (1)"
"07/08/2021","09:31:36.253","Close (1)"
"07/08/2021","09:40:41.611","Unknown (0)"
"07/08/2021","09:40:41.855","Open (2)"
"07/08/2021","09:57:35.959","Unknown (0)"
"07/08/2021","09:57:36.852","Close (1)"
"07/08/2021","09:59:58.792","Unknown (0)"
"07/08/2021","09:59:59.356","Open (2)"
"07/08/2021","10:13:12.174","Unknown (0)"
"07/08/2021","10:13:13.359","Close (1)"
"07/08/2021","10:19:08.214","Unknown (0)"
"07/08/2021","10:19:08.858","Open (2)"
"07/08/2021","11:19:08.859","Open (2)"
"07/08/2021","11:32:33.631","Unknown (0)"
"07/08/2021","11:32:34.364","Close (1)"
"07/08/2021","11:37:51.625","Unknown (0)"
"07/08/2021","11:37:51.870","Open (2)"
"07/08/2021","11:40:22.221","Unknown (0)"
"07/08/2021","11:40:23.365","Close (1)"
"07/08/2021","11:49:51.996","Unknown (0)"
"07/08/2021","11:49:52.371","Open (2)"
"07/08/2021","12:49:52.372","Open (2)"
"07/08/2021","13:07:16.387","Unknown (0)"
"07/08/2021","13:07:17.374","Close (1)"
"07/08/2021","13:14:47.496","Unknown (0)"
"07/08/2021","13:14:47.880","Open (2)"
"07/08/2021","14:11:42.310","Unknown (0)"
"07/08/2021","14:11:43.380","Close (1)"
"07/08/2021","14:18:12.497","Unknown (0)"
"07/08/2021","14:18:12.886","Open (2)"
"07/08/2021","15:18:12.887","Open (2)"
"07/08/2021","16:18:12.888","Open (2)"
"07/08/2021","17:18:12.889","Open (2)"
"07/08/2021","18:18:12.890","Open (2)"
"07/08/2021","19:18:12.891","Open (2)"
"07/08/2021","20:18:12.892","Open (2)"
"07/08/2021","21:18:12.893","Open (2)"
"07/08/2021","22:18:12.894","Open (2)"
"07/08/2021","23:18:12.895","Open (2)"
"07/09/2021","00:18:12.895","Open (2)"
"07/09/2021","01:18:12.896","Open (2)"
"07/09/2021","02:18:12.897","Open (2)"
"07/09/2021","03:18:12.898","Open (2)"
"07/09/2021","04:18:12.899","Open (2)"
"07/09/2021","05:18:12.900","Open (2)"
"07/09/2021","06:18:12.901","Open (2)"
"07/09/2021","07:18:12.902","Open (2)"
"07/09/2021","08:18:12.903","Open (2)"
"07/09/2021","09:18:12.904","Open (2)"
"07/09/2021","10:18:12.905","Open (2)"
"07/09/2021","10:58:17.385","Unknown (0)"
"07/09/2021","10:58:18.513","Close (1)"
"07/09/2021","11:58:18.514","Close (1)"
"07/09/2021","12:58:18.515","Close (1)"
"07/09/2021","13:05:46.979","Unknown (0)"
"07/09/2021","14:05:46.979","Unknown (0)"
"07/09/2021","15:05:46.980","Unknown (0)"
"07/09/2021","16:05:46.981","Unknown (0)"
"07/09/2021","17:05:46.982","Unknown (0)"
"07/09/2021","18:05:46.983","Unknown (0)"
"07/09/2021","19:05:46.984","Unknown (0)"
"07/09/2021","20:05:46.985","Unknown (0)"
"07/09/2021","21:05:46.986","Unknown (0)"
"07/09/2021","22:05:46.987","Unknown (0)"
"07/09/2021","23:05:46.988","Unknown (0)"
"07/10/2021","00:05:46.989","Unknown (0)"
"07/10/2021","01:05:46.989","Unknown (0)"
"07/10/2021","01:07:27.283","Close (1)"
"07/10/2021","02:07:27.284","Close (1)"
"07/10/2021","03:07:27.285","Close (1)"
"07/10/2021","04:07:27.286","Close (1)"
"07/10/2021","05:07:27.287","Close (1)"
"07/10/2021","06:07:27.288","Close (1)"
"07/10/2021","07:07:27.289","Close (1)"
"07/10/2021","08:07:27.290","Close (1)"
"07/10/2021","09:07:27.290","Close (1)"
"07/10/2021","10:07:27.291","Close (1)"
"07/10/2021","11:07:27.292","Close (1)"
"07/10/2021","12:07:27.293","Close (1)"
"07/10/2021","13:07:27.294","Close (1)"
"07/10/2021","14:07:27.295","Close (1)"
"07/10/2021","15:07:27.296","Close (1)"
"07/10/2021","16:07:27.297","Close (1)"
"07/10/2021","17:07:27.298","Close (1)"
"07/10/2021","18:07:27.299","Close (1)"
"07/10/2021","19:07:27.300","Close (1)"
"07/10/2021","20:07:27.300","Close (1)"
"07/10/2021","21:07:27.301","Close (1)"
"07/10/2021","22:07:27.302","Close (1)"
"07/10/2021","23:07:27.303","Close (1)"
"07/11/2021","00:07:27.304","Close (1)"
"07/11/2021","01:07:27.305","Close (1)"
"07/11/2021","02:07:27.306","Close (1)"
"07/11/2021","03:07:27.307","Close (1)"
"07/11/2021","04:07:27.308","Close (1)"
"07/11/2021","05:07:27.309","Close (1)"
"07/11/2021","06:07:27.310","Close (1)"
"07/11/2021","07:07:27.310","Close (1)"
"07/11/2021","08:07:27.311","Close (1)"
"07/11/2021","09:07:27.312","Close (1)"
"07/11/2021","10:07:27.313","Close (1)"
"07/11/2021","11:15:09.153","Unknown (0)"
"07/11/2021","11:15:35.837","Close (1)"
"07/11/2021","11:39:30.895","Close (1)"
"07/14/2021","16:27:21.535","Unknown (0)"
"07/14/2021","17:27:21.537","Unknown (0)"
"07/14/2021","17:51:42.986","Close (1)"
"07/14/2021","17:52:09.526","Unknown (0)"
"07/14/2021","17:52:09.680","Close (1)"
"07/14/2021","17:52:28.575","Unknown (0)"
"07/14/2021","17:52:41.462","Close (1)"
"07/14/2021","17:52:46.263","Unknown (0)"
"07/14/2021","18:52:46.263","Unknown (0)"
"07/14/2021","19:52:46.264","Unknown (0)"
"07/14/2021","20:52:46.265","Unknown (0)"
"07/14/2021","21:52:46.266","Unknown (0)"
"07/14/2021","22:52:46.267","Unknown (0)"
"07/14/2021","23:52:46.268","Unknown (0)"
"07/15/2021","00:52:46.269","Unknown (0)"
"07/15/2021","01:52:46.270","Unknown (0)"
"07/15/2021","02:52:46.271","Unknown (0)"
"07/15/2021","03:52:46.272","Unknown (0)"
"07/15/2021","04:52:46.273","Unknown (0)"
"07/15/2021","05:52:46.273","Unknown (0)"
"07/15/2021","06:52:46.274","Unknown (0)"
"07/15/2021","07:52:46.275","Unknown (0)"
"07/15/2021","08:31:30.601","Close (1)"
"07/15/2021","09:31:30.602","Close (1)"
"07/15/2021","09:36:27.512","Unknown (0)"
"07/15/2021","09:36:28.062","Open (2)"
"07/15/2021","10:11:05.953","Unknown (0)"
"07/15/2021","10:11:07.064","Close (1)"
"07/15/2021","10:11:11.500","Unknown (0)"
"07/15/2021","10:11:12.073","Open (2)"
"07/15/2021","10:11:50.212","Unknown (0)"
"07/15/2021","10:11:51.065","Close (1)"
"07/15/2021","10:43:30.071","Unknown (0)"
"07/15/2021","10:43:30.574","Open (2)"
"07/15/2021","10:45:28.551","Unknown (0)"
"07/15/2021","10:45:29.569","Close (1)"
"07/15/2021","10:45:44.998","Unknown (0)"
"07/15/2021","10:45:45.572","Open (2)"
"07/15/2021","10:52:22.240","Unknown (0)"
"07/15/2021","10:52:23.070","Close (1)"
"07/15/2021","11:52:23.071","Close (1)"
"07/15/2021","12:52:23.072","Close (1)"
"07/15/2021","13:52:23.072","Close (1)"
"07/15/2021","14:52:23.073","Close (1)"
"07/15/2021","15:40:38.185","Unknown (0)"
"07/15/2021","15:40:38.623","Open (2)"
"07/15/2021","15:42:03.150","Unknown (0)"
"07/15/2021","15:42:04.108","Close (1)"
"07/15/2021","15:42:05.317","Unknown (0)"
"07/15/2021","15:42:05.635","Open (2)"
"07/15/2021","15:43:20.281","Unknown (0)"
"07/15/2021","15:43:21.107","Close (1)"
"07/15/2021","16:43:21.108","Close (1)"
