"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3846 (1137337) [Titan Krios G3i (3.1)]","3846 (1137337) [Titan Krios G3i (3.1)]"
"06/28/2021","14:18:49.572","80742.017",""
"06/28/2021","14:20:01.622","2259.761",""
"06/28/2021","14:20:57.078","3638.589",""
"06/28/2021","14:21:37.597","2259.761",""
"06/28/2021","14:21:55.891","3638.589",""
"06/28/2021","14:23:21.254","80742.017",""
"06/28/2021","14:25:57.319","","Close (1)"
"06/28/2021","14:34:08.500","1527.128",""
"06/28/2021","14:34:23.307","","Open (2)"
"06/28/2021","14:34:37.465","2259.761",""
"06/28/2021","14:35:17.847","3638.589",""
"06/28/2021","14:36:07.951","1527.128",""
"06/28/2021","14:44:11.118","102611.634",""
"06/28/2021","14:44:24.618","","Close (1)"
"06/28/2021","14:45:42.672","2259.761",""
"06/28/2021","14:46:37.446","","Open (2)"
"06/28/2021","14:48:12.094","3638.589",""
"06/28/2021","14:48:52.617","2259.761",""
"06/28/2021","14:49:11.056","3638.589",""
"06/28/2021","14:49:53.379","80742.017",""
"06/28/2021","14:51:13.628","3638.589",""
"06/28/2021","14:51:32.011","80742.017",""
"06/28/2021","14:52:45.887","2259.761",""
"06/28/2021","14:53:43.893","3638.589",""
"06/28/2021","14:54:24.455","2259.761",""
"06/28/2021","14:54:43.159","3638.589",""
"06/28/2021","14:56:49.987","80742.017",""
"06/28/2021","14:58:03.351","2259.761",""
"06/28/2021","14:58:57.612","3638.589",""
"06/28/2021","14:59:38.269","2259.761",""
"06/28/2021","14:59:56.678","3638.589",""
"06/28/2021","15:01:50.995","80742.017",""
"06/28/2021","15:04:15.056","","Close (1)"
"06/28/2021","15:13:15.182","1527.128",""
"06/28/2021","15:13:21.609","","Open (2)"
"06/28/2021","15:13:33.940","2259.761",""
"06/28/2021","15:14:13.861","3638.589",""
"06/28/2021","15:15:19.702","1527.128",""
"06/28/2021","15:23:26.002","102611.634",""
"06/28/2021","15:23:40.177","","Close (1)"
"06/28/2021","15:26:51.512","2259.761",""
"06/28/2021","15:27:37.442","","Open (2)"
"06/28/2021","15:30:33.381","3638.589",""
"06/28/2021","15:31:14.092","2259.761",""
"06/28/2021","15:31:32.600","3638.589",""
"06/28/2021","15:32:15.763","80742.017",""
"06/28/2021","15:33:25.683","3638.589",""
"06/28/2021","15:33:44.076","80742.017",""
"06/28/2021","15:34:56.863","2259.761",""
"06/28/2021","15:35:51.280","3638.589",""
"06/28/2021","15:36:32.625","2259.761",""
"06/28/2021","15:36:51.571","3638.589",""
"06/28/2021","15:38:07.827","80742.017",""
"06/28/2021","15:39:20.893","2259.761",""
"06/28/2021","15:40:24.908","3638.589",""
"06/28/2021","15:41:05.702","2259.761",""
"06/28/2021","15:41:24.917","3638.589",""
"06/28/2021","15:42:01.837","80742.017",""
"06/28/2021","15:43:46.849","","Close (1)"
"06/28/2021","15:49:06.778","1527.128",""
"06/28/2021","15:49:21.454","","Open (2)"
"06/28/2021","15:49:47.384","2259.761",""
"06/28/2021","15:50:27.457","3638.589",""
"06/28/2021","15:51:17.404","1527.128",""
"06/28/2021","15:59:19.649","102611.634",""
"06/28/2021","15:59:32.916","","Close (1)"
"06/28/2021","16:02:11.319","2259.761",""
"06/28/2021","16:03:05.872","","Open (2)"
"06/28/2021","16:04:09.270","3638.589",""
"06/28/2021","16:04:49.331","2259.761",""
"06/28/2021","16:05:07.837","3638.589",""
"06/28/2021","16:07:23.118","80742.017",""
"06/28/2021","16:07:40.784","-1",""
"06/28/2021","16:07:54.321","80742.017",""
"06/28/2021","16:09:30.456","3638.589",""
"06/28/2021","16:09:48.666","80742.017",""
"06/28/2021","16:11:16.356","2259.761",""
"06/28/2021","16:11:35.534","3638.589",""
"06/28/2021","16:12:44.441","80742.017",""
"06/28/2021","16:14:45.190","3638.589",""
"06/28/2021","16:15:18.989","80742.017",""
"06/28/2021","16:17:36.639","3638.589",""
"06/28/2021","16:18:01.809","80742.017",""
"06/28/2021","16:19:37.756","2259.761",""
"06/28/2021","16:21:42.015","3638.589",""
"06/28/2021","16:22:19.003","2259.761",""
"06/28/2021","16:22:37.756","3638.589",""
"06/28/2021","16:23:04.113","80742.017",""
"06/28/2021","16:24:56.603","3638.589",""
"06/28/2021","16:25:21.497","80742.017",""
"06/28/2021","16:27:56.262","3638.589",""
"06/28/2021","16:28:20.409","80742.017",""
"06/28/2021","16:29:56.652","3638.589",""
"06/28/2021","16:30:22.117","80742.017",""
"06/28/2021","16:33:30.537","2259.761",""
"06/28/2021","16:34:25.431","3638.589",""
"06/28/2021","16:35:02.684","2259.761",""
"06/28/2021","16:35:21.691","3638.589",""
"06/28/2021","16:35:48.101","80742.017",""
"06/28/2021","16:38:48.626","3638.589",""
"06/28/2021","16:39:13.810","80742.017",""
"06/28/2021","16:41:56.986","3638.589",""
"06/28/2021","16:42:17.876","80742.017",""
"06/28/2021","16:44:21.972","3638.589",""
"06/28/2021","16:44:47.128","80742.017",""
"06/28/2021","16:47:29.770","2259.761",""
"06/28/2021","16:48:23.904","3638.589",""
"06/28/2021","16:49:04.431","2259.761",""
"06/28/2021","16:49:22.894","3638.589",""
"06/28/2021","16:49:49.467","80742.017",""
"06/28/2021","16:52:23.685","3638.589",""
"06/28/2021","16:52:48.721","80742.017",""
"06/28/2021","16:55:25.258","3638.589",""
"06/28/2021","16:55:49.558","80742.017",""
"06/28/2021","16:57:58.359","3638.589",""
"06/28/2021","16:58:23.431","80742.017",""
"06/28/2021","17:00:16.399","2259.761",""
"06/28/2021","17:01:10.375","3638.589",""
"06/28/2021","17:01:47.965","2259.761",""
"06/28/2021","17:02:06.270","3638.589",""
"06/28/2021","17:02:33.017","80742.017",""
"06/28/2021","17:04:26.429","3638.589",""
"06/28/2021","17:04:51.443","80742.017",""
"06/28/2021","17:07:42.921","3638.589",""
"06/28/2021","17:08:07.088","80742.017",""
"06/28/2021","17:10:59.094","3638.589",""
"06/28/2021","17:11:29.493","80742.017",""
"06/28/2021","17:12:45.681","3638.589",""
"06/28/2021","17:13:04.098","80742.017",""
"06/28/2021","17:14:48.265","2259.761",""
"06/28/2021","17:15:42.048","3638.589",""
"06/28/2021","17:16:23.353","2259.761",""
"06/28/2021","17:16:42.212","3638.589",""
"06/28/2021","17:17:08.553","80742.017",""
"06/28/2021","17:19:51.702","3638.589",""
"06/28/2021","17:20:16.967","80742.017",""
"06/28/2021","17:23:17.501","3638.589",""
"06/28/2021","17:23:41.576","80742.017",""
"06/28/2021","17:26:58.503","3638.589",""
"06/28/2021","17:27:23.549","80742.017",""
"06/28/2021","17:28:42.806","2259.761",""
"06/28/2021","17:29:37.717","3638.589",""
"06/28/2021","17:30:18.328","2259.761",""
"06/28/2021","17:30:36.948","3638.589",""
"06/28/2021","17:31:03.329","80742.017",""
"06/28/2021","17:33:38.598","3638.589",""
"06/28/2021","17:34:03.714","80742.017",""
"06/28/2021","17:37:12.142","3638.589",""
"06/28/2021","17:37:36.798","80742.017",""
"06/28/2021","17:40:54.441","3638.589",""
"06/28/2021","17:41:19.700","80742.017",""
"06/28/2021","17:43:28.907","2259.761",""
"06/28/2021","17:44:23.525","3638.589",""
"06/28/2021","17:45:03.517","2259.761",""
"06/28/2021","17:45:21.444","3638.589",""
"06/28/2021","17:45:47.896","80742.017",""
"06/28/2021","17:48:39.389","3638.589",""
"06/28/2021","17:49:04.436","80742.017",""
"06/28/2021","17:50:48.374","3638.589",""
"06/28/2021","17:51:12.531","80742.017",""
"06/28/2021","17:54:21.282","3638.589",""
"06/28/2021","17:54:46.573","80742.017",""
"06/28/2021","17:56:30.843","2259.761",""
"06/28/2021","17:57:26.064","3638.589",""
"06/28/2021","17:58:06.951","2259.761",""
"06/28/2021","17:58:25.079","3638.589",""
"06/28/2021","17:58:51.488","80742.017",""
"06/28/2021","18:00:43.487","3638.589",""
"06/28/2021","18:01:08.720","80742.017",""
"06/28/2021","18:04:09.369","3638.589",""
"06/28/2021","18:04:33.653","80742.017",""
"06/28/2021","18:07:43.821","3638.589",""
"06/28/2021","18:08:09.215","80742.017",""
"06/28/2021","18:10:19.198","2259.761",""
"06/28/2021","18:11:14.959","3638.589",""
"06/28/2021","18:11:55.234","2259.761",""
"06/28/2021","18:12:13.785","3638.589",""
"06/28/2021","18:12:45.223","80742.017",""
"06/28/2021","18:14:06.329","3638.589",""
"06/28/2021","18:14:25.781","80742.017",""
"06/28/2021","18:17:17.699","2259.761",""
"06/28/2021","18:17:37.141","3638.589",""
"06/28/2021","18:18:03.131","80742.017",""
"06/28/2021","18:20:55.412","3638.589",""
"06/28/2021","18:21:16.272","80742.017",""
"06/28/2021","18:24:36.969","3638.589",""
"06/28/2021","18:25:02.253","80742.017",""
"06/28/2021","18:27:12.800","2259.761",""
"06/28/2021","18:28:07.275","3638.589",""
"06/28/2021","18:28:47.390","2259.761",""
"06/28/2021","18:29:06.091","3638.589",""
"06/28/2021","18:29:32.486","80742.017",""
"06/28/2021","18:32:16.495","3638.589",""
"06/28/2021","18:32:41.503","80742.017",""
"06/28/2021","18:35:08.182","3638.589",""
"06/28/2021","18:35:32.586","80742.017",""
"06/28/2021","18:38:33.133","3638.589",""
"06/28/2021","18:38:58.287","80742.017",""
"06/28/2021","18:40:42.718","2259.761",""
"06/28/2021","18:41:36.574","3638.589",""
"06/28/2021","18:42:17.213","2259.761",""
"06/28/2021","18:42:36.051","3638.589",""
"06/28/2021","18:43:02.253","80742.017",""
"06/28/2021","18:44:46.516","3638.589",""
"06/28/2021","18:45:11.496","80742.017",""
"06/28/2021","18:47:21.448","3638.589",""
"06/28/2021","18:47:45.896","80742.017",""
"06/28/2021","18:50:59.576","3638.589",""
"06/28/2021","18:51:28.275","80742.017",""
"06/28/2021","18:52:13.692","2259.761",""
"06/28/2021","18:53:09.511","3638.589",""
"06/28/2021","18:53:47.195","2259.761",""
"06/28/2021","18:54:05.817","3638.589",""
"06/28/2021","18:54:31.931","80742.017",""
"06/28/2021","18:57:16.133","3638.589",""
"06/28/2021","18:57:41.593","80742.017",""
"06/28/2021","19:00:15.820","3638.589",""
"06/28/2021","19:00:40.088","80742.017",""
"06/28/2021","19:03:32.789","3638.589",""
"06/28/2021","19:03:58.054","80742.017",""
"06/28/2021","19:05:35.182","2259.761",""
"06/28/2021","19:06:29.566","3638.589",""
"06/28/2021","19:07:10.164","2259.761",""
"06/28/2021","19:07:28.412","3638.589",""
"06/28/2021","19:07:54.934","80742.017",""
"06/28/2021","19:09:39.032","3638.589",""
"06/28/2021","19:10:03.974","80742.017",""
"06/28/2021","19:12:05.508","3638.589",""
"06/28/2021","19:12:30.061","80742.017",""
"06/28/2021","19:15:39.167","3638.589",""
"06/28/2021","19:16:09.128","80742.017",""
"06/28/2021","19:17:25.199","3638.589",""
"06/28/2021","19:17:43.578","80742.017",""
"06/28/2021","19:18:28.945","2259.761",""
"06/28/2021","19:19:19.534","3638.589",""
"06/28/2021","19:19:59.675","2259.761",""
"06/28/2021","19:20:18.824","3638.589",""
"06/28/2021","19:20:45.272","80742.017",""
"06/28/2021","19:22:54.928","3638.589",""
"06/28/2021","19:23:20.054","80742.017",""
"06/28/2021","19:25:21.490","3638.589",""
"06/28/2021","19:25:42.322","80742.017",""
"06/28/2021","19:26:31.144","3638.589",""
"06/28/2021","19:26:56.426","80742.017",""
"06/28/2021","19:29:24.817","2259.761",""
"06/28/2021","19:30:19.466","3638.589",""
"06/28/2021","19:31:00.084","2259.761",""
"06/28/2021","19:31:18.733","3638.589",""
"06/28/2021","19:31:45.105","80742.017",""
"06/28/2021","19:33:37.916","3638.589",""
"06/28/2021","19:34:02.942","80742.017",""
"06/28/2021","19:36:30.107","3638.589",""
"06/28/2021","19:36:54.364","80742.017",""
"06/28/2021","19:39:04.023","3638.589",""
"06/28/2021","19:39:29.283","80742.017",""
"06/28/2021","19:41:21.291","2259.761",""
"06/28/2021","19:42:16.570","3638.589",""
"06/28/2021","19:42:57.290","2259.761",""
"06/28/2021","19:43:16.143","3638.589",""
"06/28/2021","19:43:42.416","80742.017",""
"06/28/2021","19:47:09.362","3638.589",""
"06/28/2021","19:47:34.618","80742.017",""
"06/28/2021","19:50:27.532","3638.589",""
"06/28/2021","19:50:51.545","80742.017",""
"06/28/2021","19:52:10.675","3638.589",""
"06/28/2021","19:52:36.044","80742.017",""
"06/28/2021","19:54:37.149","2259.761",""
"06/28/2021","19:55:31.049","3638.589",""
"06/28/2021","19:56:11.854","2259.761",""
"06/28/2021","19:56:30.320","3638.589",""
"06/28/2021","19:56:56.551","80742.017",""
"06/28/2021","19:57:59.047","3638.589",""
"06/28/2021","19:58:23.964","80742.017",""
"06/28/2021","19:59:18.176","3638.589",""
"06/28/2021","19:59:42.576","80742.017",""
"06/28/2021","20:03:08.374","3638.589",""
"06/28/2021","20:03:28.420","2259.761",""
"06/28/2021","20:04:22.462","3638.589",""
"06/28/2021","20:05:03.409","2259.761",""
"06/28/2021","20:05:21.828","3638.589",""
"06/28/2021","20:13:19.978","80742.017",""
"06/28/2021","20:15:38.440","3638.589",""
"06/28/2021","20:16:03.412","80742.017",""
"06/28/2021","20:18:46.196","3638.589",""
"06/28/2021","20:19:11.750","80742.017",""
"06/28/2021","20:20:30.085","3638.589",""
"06/28/2021","20:20:45.138","80742.017",""
"06/28/2021","20:23:15.940","2259.761",""
"06/28/2021","20:23:35.402","3638.589",""
"06/28/2021","20:24:01.892","80742.017",""
"06/28/2021","20:26:11.592","2259.761",""
"06/28/2021","20:27:04.681","3638.589",""
"06/28/2021","20:27:48.605","2259.761",""
"06/28/2021","20:28:07.428","3638.589",""
"06/28/2021","20:28:33.816","80742.017",""
"06/28/2021","20:30:52.866","3638.589",""
"06/28/2021","20:31:17.964","80742.017",""
"06/28/2021","20:33:27.772","3638.589",""
"06/28/2021","20:33:52.043","80742.017",""
"06/28/2021","20:36:10.936","3638.589",""
"06/28/2021","20:36:36.080","80742.017",""
"06/28/2021","20:38:31.001","2259.761",""
"06/28/2021","20:39:24.149","3638.589",""
"06/28/2021","20:40:04.810","2259.761",""
"06/28/2021","20:40:23.443","3638.589",""
"06/28/2021","20:40:49.955","80742.017",""
"06/28/2021","20:41:35.441","3638.589",""
"06/28/2021","20:42:00.448","80742.017",""
"06/28/2021","20:43:28.460","3638.589",""
"06/28/2021","20:44:05.651","80742.017",""
"06/28/2021","20:47:14.985","2259.761",""
"06/28/2021","20:48:08.422","3638.589",""
"06/28/2021","20:48:48.542","2259.761",""
"06/28/2021","20:49:07.580","3638.589",""
"06/28/2021","20:49:33.712","80742.017",""
"06/28/2021","20:51:10.082","3638.589",""
"06/28/2021","20:51:35.460","80742.017",""
"06/28/2021","20:53:45.832","3638.589",""
"06/28/2021","20:54:10.136","80742.017",""
"06/28/2021","20:55:25.751","3638.589",""
"06/28/2021","20:55:54.439","80742.017",""
"06/28/2021","20:58:55.730","2259.761",""
"06/28/2021","20:59:50.376","3638.589",""
"06/28/2021","21:00:30.334","2259.761",""
"06/28/2021","21:00:49.103","3638.589",""
"06/28/2021","21:01:15.677","80742.017",""
"06/28/2021","21:03:51.148","3638.589",""
"06/28/2021","21:04:16.410","80742.017",""
"06/28/2021","21:07:25.517","3638.589",""
"06/28/2021","21:07:49.843","80742.017",""
"06/28/2021","21:10:41.966","3638.589",""
"06/28/2021","21:11:07.275","80742.017",""
"06/28/2021","21:13:59.122","2259.761",""
"06/28/2021","21:14:52.915","3638.589",""
"06/28/2021","21:15:34.160","2259.761",""
"06/28/2021","21:15:53.021","3638.589",""
"06/28/2021","21:16:19.291","80742.017",""
"06/28/2021","21:19:11.280","3638.589",""
"06/28/2021","21:19:36.247","80742.017",""
"06/28/2021","21:21:21.845","3638.589",""
"06/28/2021","21:21:38.533","80742.017",""
"06/28/2021","21:22:49.344","2259.761",""
"06/28/2021","21:23:09.132","3638.589",""
"06/28/2021","21:23:34.962","80742.017",""
"06/28/2021","21:26:18.534","3638.589",""
"06/28/2021","21:26:43.742","80742.017",""
"06/28/2021","21:29:02.653","2259.761",""
"06/28/2021","21:29:57.699","3638.589",""
"06/28/2021","21:30:34.912","2259.761",""
"06/28/2021","21:30:53.398","3638.589",""
"06/28/2021","21:31:19.996","80742.017",""
"06/28/2021","21:34:54.914","3638.589",""
"06/28/2021","21:35:20.120","80742.017",""
"06/28/2021","21:38:04.217","3638.589",""
"06/28/2021","21:38:28.378","80742.017",""
"06/28/2021","21:41:46.402","3638.589",""
"06/28/2021","21:42:12.347","80742.017",""
"06/28/2021","21:45:29.755","2259.761",""
"06/28/2021","21:46:20.868","3638.589",""
"06/28/2021","21:47:01.470","2259.761",""
"06/28/2021","21:47:20.193","3638.589",""
"06/28/2021","21:47:46.322","80742.017",""
"06/28/2021","21:48:31.736","3638.589",""
"06/28/2021","21:48:56.727","80742.017",""
"06/28/2021","21:50:41.655","3638.589",""
"06/28/2021","21:51:19.143","80742.017",""
"06/28/2021","21:54:20.643","2259.761",""
"06/28/2021","21:55:14.736","3638.589",""
"06/28/2021","21:55:55.968","2259.761",""
"06/28/2021","21:56:14.672","3638.589",""
"06/28/2021","21:56:41.039","80742.017",""
"06/28/2021","21:59:08.585","3638.589",""
"06/28/2021","21:59:33.674","80742.017",""
"06/28/2021","22:02:09.780","3638.589",""
"06/28/2021","22:02:33.980","80742.017",""
"06/28/2021","22:04:26.676","3638.589",""
"06/28/2021","22:04:52.048","80742.017",""
"06/28/2021","22:08:01.779","2259.761",""
"06/28/2021","22:08:54.890","3638.589",""
"06/28/2021","22:09:36.161","2259.761",""
"06/28/2021","22:09:54.701","3638.589",""
"06/28/2021","22:10:21.110","80742.017",""
"06/28/2021","22:12:22.510","3638.589",""
"06/28/2021","22:12:47.641","80742.017",""
"06/28/2021","22:15:14.728","3638.589",""
"06/28/2021","22:15:38.941","80742.017",""
"06/28/2021","22:16:24.403","3638.589",""
"06/28/2021","22:16:49.792","80742.017",""
"06/28/2021","22:19:52.199","2259.761",""
"06/28/2021","22:20:45.232","3638.589",""
"06/28/2021","22:21:26.303","2259.761",""
"06/28/2021","22:21:44.869","3638.589",""
"06/28/2021","22:22:15.665","80742.017",""
"06/28/2021","22:23:30.919","3638.589",""
"06/28/2021","22:23:49.382","80742.017",""
"06/28/2021","22:26:34.187","2259.761",""
"06/28/2021","22:26:53.414","3638.589",""
"06/28/2021","22:27:19.297","80742.017",""
"06/28/2021","22:30:11.990","3638.589",""
"06/28/2021","22:30:36.241","80742.017",""
"06/28/2021","22:33:28.284","3638.589",""
"06/28/2021","22:33:53.737","80742.017",""
"06/28/2021","22:36:56.087","2259.761",""
"06/28/2021","22:37:49.086","3638.589",""
"06/28/2021","22:38:25.804","2259.761",""
"06/28/2021","22:38:44.849","3638.589",""
"06/28/2021","22:39:11.139","80742.017",""
"06/28/2021","22:41:37.469","3638.589",""
"06/28/2021","22:42:02.393","80742.017",""
"06/28/2021","22:43:38.321","3638.589",""
"06/28/2021","22:44:02.511","80742.017",""
"06/28/2021","22:46:55.588","3638.589",""
"06/28/2021","22:47:21.166","80742.017",""
"06/28/2021","22:49:06.283","2259.761",""
"06/28/2021","22:50:00.926","3638.589",""
"06/28/2021","22:50:41.605","2259.761",""
"06/28/2021","22:51:00.289","3638.589",""
"06/28/2021","22:51:26.475","80742.017",""
"06/28/2021","22:52:29.033","3638.589",""
"06/28/2021","22:52:54.042","80742.017",""
"06/28/2021","22:53:39.613","3638.589",""
"06/28/2021","22:54:03.809","80742.017",""
"06/28/2021","22:57:12.567","3638.589",""
"06/28/2021","22:57:37.596","80742.017",""
"06/28/2021","22:58:31.178","2259.761",""
"06/28/2021","22:59:25.782","3638.589",""
"06/28/2021","23:00:06.101","2259.761",""
"06/28/2021","23:00:24.513","3638.589",""
"06/28/2021","23:00:50.977","80742.017",""
"06/28/2021","23:03:09.609","3638.589",""
"06/28/2021","23:03:34.985","80742.017",""
"06/28/2021","23:07:09.877","3638.589",""
"06/28/2021","23:07:34.301","80742.017",""
"06/28/2021","23:10:34.988","3638.589",""
"06/28/2021","23:11:00.377","80742.017",""
"06/28/2021","23:13:28.388","2259.761",""
"06/28/2021","23:14:22.695","3638.589",""
"06/28/2021","23:15:04.213","2259.761",""
"06/28/2021","23:15:22.411","3638.589",""
"06/28/2021","23:15:48.791","80742.017",""
"06/28/2021","23:17:08.666","3638.589",""
"06/28/2021","23:17:33.866","80742.017",""
"06/28/2021","23:20:45.937","3638.589",""
"06/28/2021","23:21:10.321","80742.017",""
"06/28/2021","23:23:54.954","3638.589",""
"06/28/2021","23:24:24.291","80742.017",""
"06/28/2021","23:25:41.322","3638.589",""
"06/28/2021","23:26:00.069","80742.017",""
"06/28/2021","23:28:44.681","2259.761",""
"06/28/2021","23:29:40.738","3638.589",""
"06/28/2021","23:30:18.337","2259.761",""
"06/28/2021","23:30:36.254","3638.589",""
"06/28/2021","23:31:02.604","80742.017",""
"06/28/2021","23:33:38.001","3638.589",""
"06/28/2021","23:34:03.157","80742.017",""
"06/28/2021","23:36:38.566","3638.589",""
"06/28/2021","23:37:02.746","80742.017",""
"06/28/2021","23:39:30.115","3638.589",""
"06/28/2021","23:39:55.370","80742.017",""
"06/28/2021","23:42:40.192","2259.761",""
"06/28/2021","23:43:35.308","3638.589",""
"06/28/2021","23:44:16.286","2259.761",""
"06/28/2021","23:44:34.823","3638.589",""
"06/28/2021","23:45:00.967","80742.017",""
"06/28/2021","23:46:04.307","3638.589",""
"06/28/2021","23:46:31.992","80742.017",""
"06/28/2021","23:47:25.859","3638.589",""
"06/28/2021","23:47:50.026","80742.017",""
"06/28/2021","23:49:10.587","3638.589",""
"06/28/2021","23:49:30.880","2259.761",""
"06/28/2021","23:50:24.587","3638.589",""
"06/28/2021","23:51:06.025","2259.761",""
"06/28/2021","23:51:24.863","3638.589",""
"06/28/2021","23:51:51.337","80742.017",""
"06/28/2021","23:54:10.476","3638.589",""
"06/28/2021","23:54:35.530","80742.017",""
"06/28/2021","23:56:37.576","3638.589",""
"06/28/2021","23:57:01.950","80742.017",""
"06/28/2021","23:59:12.468","3638.589",""
"06/28/2021","23:59:37.573","80742.017",""
"06/29/2021","00:01:30.503","2259.761",""
"06/29/2021","00:02:24.914","3638.589",""
"06/29/2021","00:03:02.605","2259.761",""
"06/29/2021","00:03:21.017","3638.589",""
"06/29/2021","00:03:47.330","80742.017",""
"06/29/2021","00:05:48.912","3638.589",""
"06/29/2021","00:06:13.851","80742.017",""
"06/29/2021","00:08:16.466","3638.589",""
"06/29/2021","00:08:40.596","80742.017",""
"06/29/2021","00:09:34.321","3638.589",""
"06/29/2021","00:09:59.731","80742.017",""
"06/29/2021","00:12:18.520","2259.761",""
"06/29/2021","00:13:12.859","3638.589",""
"06/29/2021","00:13:50.515","2259.761",""
"06/29/2021","00:14:09.192","3638.589",""
"06/29/2021","00:14:35.606","80742.017",""
"06/29/2021","00:16:37.693","3638.589",""
"06/29/2021","00:17:02.820","80742.017",""
"06/29/2021","00:19:29.418","3638.589",""
"06/29/2021","00:19:53.690","80742.017",""
"06/29/2021","00:21:30.259","3638.589",""
"06/29/2021","00:21:55.723","80742.017",""
"06/29/2021","00:24:56.721","2259.761",""
"06/29/2021","00:25:55.354","3638.589",""
"06/29/2021","00:26:37.541","2259.761",""
"06/29/2021","00:26:56.293","3638.589",""
"06/29/2021","00:27:26.596","80742.017",""
"06/29/2021","00:28:44.229","3638.589",""
"06/29/2021","00:29:02.652","80742.017",""
"06/29/2021","00:30:55.760","2259.761",""
"06/29/2021","00:31:15.129","3638.589",""
"06/29/2021","00:31:41.022","80742.017",""
"06/29/2021","00:33:09.071","3638.589",""
"06/29/2021","00:33:33.033","80742.017",""
"06/29/2021","00:34:35.109","3638.589",""
"06/29/2021","00:35:00.055","80742.017",""
"06/29/2021","00:36:53.241","2259.761",""
"06/29/2021","00:37:47.713","3638.589",""
"06/29/2021","00:38:29.101","2259.761",""
"06/29/2021","00:38:47.692","3638.589",""
"06/29/2021","00:39:13.971","80742.017",""
"06/29/2021","00:41:32.653","3638.589",""
"06/29/2021","00:41:57.692","80742.017",""
"06/29/2021","00:44:24.348","3638.589",""
"06/29/2021","00:44:48.697","80742.017",""
"06/29/2021","00:47:15.788","3638.589",""
"06/29/2021","00:47:41.053","80742.017",""
"06/29/2021","00:49:59.451","2259.761",""
"06/29/2021","00:50:56.996","3638.589",""
"06/29/2021","00:51:34.541","2259.761",""
"06/29/2021","00:51:52.717","3638.589",""
"06/29/2021","00:52:19.526","80742.017",""
"06/29/2021","00:55:20.934","3638.589",""
"06/29/2021","00:55:46.051","80742.017",""
"06/29/2021","00:58:57.664","3638.589",""
"06/29/2021","00:59:22.234","80742.017",""
"06/29/2021","01:02:40.745","3638.589",""
"06/29/2021","01:03:06.217","80742.017",""
"06/29/2021","01:05:50.361","2259.761",""
"06/29/2021","01:06:44.208","3638.589",""
"06/29/2021","01:07:25.052","2259.761",""
"06/29/2021","01:07:43.515","3638.589",""
"06/29/2021","01:08:09.955","80742.017",""
"06/29/2021","01:11:37.723","3638.589",""
"06/29/2021","01:11:59.396","80742.017",""
"06/29/2021","01:15:29.728","3638.589",""
"06/29/2021","01:15:54.300","80742.017",""
"06/29/2021","01:19:04.219","3638.589",""
"06/29/2021","01:19:29.650","80742.017",""
"06/29/2021","01:20:57.321","2259.761",""
"06/29/2021","01:21:51.780","3638.589",""
"06/29/2021","01:22:32.785","2259.761",""
"06/29/2021","01:22:51.735","3638.589",""
"06/29/2021","01:23:18.134","80742.017",""
"06/29/2021","01:26:53.152","3638.589",""
"06/29/2021","01:27:18.550","80742.017",""
"06/29/2021","01:30:47.471","3638.589",""
"06/29/2021","01:31:16.241","80742.017",""
"06/29/2021","01:32:30.445","3638.589",""
"06/29/2021","01:32:48.845","80742.017",""
"06/29/2021","01:35:50.714","2259.761",""
"06/29/2021","01:36:10.498","3638.589",""
"06/29/2021","01:36:36.725","80742.017",""
"06/29/2021","01:39:12.372","2259.761",""
"06/29/2021","01:40:16.164","3638.589",""
"06/29/2021","01:40:58.056","2259.761",""
"06/29/2021","01:41:16.542","3638.589",""
"06/29/2021","01:41:43.046","80742.017",""
"06/29/2021","01:43:27.895","3638.589",""
"06/29/2021","01:43:52.963","80742.017",""
"06/29/2021","01:44:55.198","3638.589",""
"06/29/2021","01:45:19.503","80742.017",""
"06/29/2021","01:48:28.772","3638.589",""
"06/29/2021","01:48:49.388","2259.761",""
"06/29/2021","01:49:44.422","3638.589",""
"06/29/2021","01:50:25.262","2259.761",""
"06/29/2021","01:50:44.243","3638.589",""
"06/29/2021","01:51:10.616","80742.017",""
"06/29/2021","01:53:20.154","3638.589",""
"06/29/2021","01:53:45.258","80742.017",""
"06/29/2021","01:54:30.557","3638.589",""
"06/29/2021","01:54:54.922","80742.017",""
"06/29/2021","01:57:47.589","3638.589",""
"06/29/2021","01:58:07.692","2259.761",""
"06/29/2021","01:59:02.192","3638.589",""
"06/29/2021","01:59:43.171","2259.761",""
"06/29/2021","02:00:01.510","3638.589",""
"06/29/2021","02:00:28.465","80742.017",""
"06/29/2021","02:02:45.963","3638.589",""
"06/29/2021","02:03:11.147","80742.017",""
"06/29/2021","02:05:21.662","3638.589",""
"06/29/2021","02:05:42.623","80742.017",""
"06/29/2021","02:08:56.031","3638.589",""
"06/29/2021","02:38:56.120","","Close (1)"
"06/29/2021","07:12:01.601","","Open (2)"
"06/29/2021","07:12:17.581","80742.017",""
"06/29/2021","07:13:47.966","3638.589",""
"06/29/2021","07:14:10.666","80742.017",""
"06/29/2021","07:15:30.046","2259.761",""
"06/29/2021","07:16:25.293","3638.589",""
"06/29/2021","07:17:06.550","2259.761",""
"06/29/2021","07:17:24.970","3638.589",""
"06/29/2021","07:17:51.392","80742.017",""
