"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","9953149 (1139918) [Glacios]"
"06/15/2021","18:42:29.023","253.15"
"06/15/2021","18:42:35.719","253.27"
"06/15/2021","18:42:42.416","253.39"
"06/15/2021","18:42:49.119","253.5"
"06/15/2021","18:42:55.814","253.61"
"06/15/2021","18:43:02.517","253.73"
"06/15/2021","18:43:09.216","253.85"
"06/15/2021","18:43:15.913","253.96"
"06/15/2021","18:43:22.613","254.07"
"06/15/2021","18:43:36.015","254.28"
"06/15/2021","18:43:49.411","254.48"
"06/15/2021","18:44:02.808","254.67"
"06/15/2021","18:44:09.508","254.78"
"06/15/2021","18:44:22.906","254.98"
"06/15/2021","18:44:36.305","255.16"
"06/15/2021","18:44:49.704","255.35"
"06/15/2021","18:45:03.114","255.54"
"06/15/2021","18:45:16.502","255.73"
"06/15/2021","18:45:23.203","255.83"
"06/15/2021","18:45:36.601","256.01"
"06/15/2021","18:45:49.999","256.19"
"06/15/2021","18:46:03.397","256.37"
"06/15/2021","18:46:10.104","256.47"
"06/15/2021","18:46:23.498","256.66"
"06/15/2021","18:46:36.895","256.84"
"06/15/2021","18:46:50.293","257.02"
"06/15/2021","18:46:56.995","257.12"
"06/15/2021","18:47:10.393","257.3"
"06/15/2021","18:47:23.790","257.49"
"06/15/2021","18:47:37.190","257.68"
"06/15/2021","18:47:50.588","257.86"
"06/15/2021","18:48:03.989","258.05"
"06/15/2021","18:48:17.386","258.24"
"06/15/2021","18:48:30.785","258.43"
"06/15/2021","18:48:44.185","258.62"
"06/15/2021","18:48:57.585","258.81"
"06/15/2021","18:49:10.984","259"
"06/15/2021","18:49:17.681","259.1"
"06/15/2021","18:49:31.082","259.3"
"06/15/2021","18:49:44.480","259.48"
"06/15/2021","18:49:57.878","259.67"
"06/15/2021","18:50:04.579","259.78"
"06/15/2021","18:50:17.977","259.97"
"06/15/2021","18:50:31.376","260.16"
"06/15/2021","18:50:44.780","260.36"
"06/15/2021","18:50:58.175","260.55"
"06/15/2021","18:51:11.576","260.76"
"06/15/2021","18:51:24.972","260.95"
"06/15/2021","18:51:31.672","261.05"
"06/15/2021","18:51:45.070","261.25"
"06/15/2021","18:51:58.469","261.44"
"06/15/2021","18:52:05.168","261.54"
"06/15/2021","18:52:18.567","261.74"
"06/15/2021","18:52:31.968","261.94"
"06/15/2021","18:52:38.668","262.04"
"06/15/2021","18:52:52.064","262.23"
"06/15/2021","18:53:05.463","262.43"
"06/15/2021","18:53:12.163","262.54"
"06/15/2021","18:53:25.560","262.74"
"06/15/2021","18:53:38.958","262.93"
"06/15/2021","18:53:45.658","263.04"
"06/15/2021","18:53:59.057","263.23"
"06/15/2021","18:54:05.759","263.34"
"06/15/2021","18:54:12.456","263.44"
"06/15/2021","18:54:19.156","263.55"
"06/15/2021","18:54:32.558","263.75"
"06/15/2021","18:54:39.258","263.85"
"06/15/2021","18:54:52.652","264.06"
"06/15/2021","18:54:59.352","264.16"
"06/15/2021","18:55:12.753","264.37"
"06/15/2021","18:55:19.450","264.47"
"06/15/2021","18:55:32.849","264.68"
"06/15/2021","18:55:46.248","264.88"
"06/15/2021","18:55:52.950","264.98"
"06/15/2021","18:56:06.348","265.19"
"06/15/2021","18:56:13.048","265.3"
"06/15/2021","18:56:19.744","265.41"
"06/15/2021","18:56:33.144","265.61"
"06/15/2021","18:56:46.545","265.81"
"06/15/2021","18:56:53.240","265.92"
"06/15/2021","18:57:06.642","266.13"
"06/15/2021","18:57:13.339","266.24"
"06/15/2021","18:57:26.739","266.45"
"06/15/2021","18:57:33.444","266.55"
"06/15/2021","18:57:46.836","266.76"
"06/15/2021","18:57:53.538","266.86"
"06/15/2021","18:58:00.238","266.97"
"06/15/2021","18:58:06.937","267.08"
"06/15/2021","18:58:13.642","267.19"
"06/15/2021","18:58:20.335","267.3"
"06/15/2021","18:58:33.738","267.51"
"06/15/2021","18:58:40.437","267.61"
"06/15/2021","18:58:53.836","267.82"
"06/15/2021","18:59:00.535","267.93"
"06/15/2021","18:59:13.934","268.15"
"06/15/2021","18:59:20.635","268.25"
"06/15/2021","18:59:27.332","268.36"
"06/15/2021","18:59:34.033","268.47"
"06/15/2021","18:59:47.431","268.68"
"06/15/2021","19:00:00.829","268.89"
"06/15/2021","19:00:07.529","269"
"06/15/2021","19:00:14.235","269.11"
"06/15/2021","19:00:20.927","269.22"
"06/15/2021","19:00:27.627","269.33"
"06/15/2021","19:00:34.326","269.43"
"06/15/2021","19:00:41.027","269.54"
"06/15/2021","19:00:54.424","269.75"
"06/15/2021","19:01:01.124","269.86"
"06/15/2021","19:01:14.526","270.08"
"06/15/2021","19:01:21.225","270.19"
"06/15/2021","19:01:27.921","270.29"
"06/15/2021","19:01:34.620","270.4"
"06/15/2021","19:01:41.320","270.5"
"06/15/2021","19:01:48.021","270.62"
"06/15/2021","19:01:54.719","270.72"
"06/15/2021","19:02:08.117","270.94"
"06/15/2021","19:02:14.818","271.05"
"06/15/2021","19:02:21.521","271.16"
"06/15/2021","19:02:28.220","271.27"
"06/15/2021","19:02:34.916","271.37"
"06/15/2021","19:02:41.617","271.48"
"06/15/2021","19:02:55.019","271.69"
"06/15/2021","19:03:01.717","271.8"
"06/15/2021","19:03:08.414","271.91"
"06/15/2021","19:03:15.117","272.03"
"06/15/2021","19:03:21.813","272.13"
"06/15/2021","19:03:28.515","272.24"
"06/15/2021","19:03:35.215","272.35"
"06/15/2021","19:03:48.614","272.56"
"06/15/2021","19:03:55.311","272.67"
"06/15/2021","19:04:08.711","272.89"
"06/15/2021","19:04:15.410","273"
"06/15/2021","19:04:22.112","273.11"
"06/15/2021","19:04:28.808","273.22"
"06/15/2021","19:04:42.210","273.43"
"06/15/2021","19:04:48.906","273.54"
"06/15/2021","19:04:55.607","273.65"
"06/15/2021","19:05:02.305","273.76"
"06/15/2021","19:05:09.005","273.87"
"06/15/2021","19:05:15.704","273.98"
"06/15/2021","19:05:22.403","274.09"
"06/15/2021","19:05:29.117","274.2"
"06/15/2021","19:05:35.801","274.31"
"06/15/2021","19:05:42.502","274.41"
"06/15/2021","19:05:49.201","274.52"
"06/15/2021","19:05:55.900","274.63"
"06/15/2021","19:06:02.602","274.74"
"06/15/2021","19:06:09.299","274.86"
"06/15/2021","19:06:22.701","275.08"
"06/15/2021","19:06:29.397","275.19"
"06/15/2021","19:06:36.105","275.29"
"06/15/2021","19:06:42.796","275.4"
"06/15/2021","19:06:49.496","275.5"
"06/15/2021","19:06:56.201","275.62"
"06/15/2021","19:07:02.895","275.73"
"06/15/2021","19:07:09.595","275.84"
"06/15/2021","19:07:16.294","275.96"
"06/15/2021","19:07:22.996","276.06"
"06/15/2021","19:07:29.698","276.17"
"06/15/2021","19:07:36.391","276.28"
"06/15/2021","19:07:43.091","276.38"
"06/15/2021","19:07:49.790","276.5"
"06/15/2021","19:07:56.490","276.6"
"06/15/2021","19:08:03.195","276.71"
"06/15/2021","19:08:09.888","276.83"
"06/15/2021","19:08:16.587","276.94"
"06/15/2021","19:08:23.290","277.06"
"06/15/2021","19:08:29.988","277.16"
"06/15/2021","19:08:36.686","277.27"
"06/15/2021","19:08:43.385","277.38"
"06/15/2021","19:08:50.086","277.48"
"06/15/2021","19:08:56.784","277.59"
"06/15/2021","19:09:03.487","277.71"
"06/15/2021","19:09:10.183","277.81"
"06/15/2021","19:09:16.882","277.93"
"06/15/2021","19:09:23.583","278.04"
"06/15/2021","19:09:30.281","278.15"
"06/15/2021","19:09:36.982","278.26"
"06/15/2021","19:09:43.679","278.36"
"06/15/2021","19:09:50.379","278.48"
"06/15/2021","19:10:03.782","278.69"
"06/15/2021","19:10:10.477","278.81"
"06/15/2021","19:10:17.176","278.92"
"06/15/2021","19:10:23.877","279.03"
"06/15/2021","19:10:30.576","279.14"
"06/15/2021","19:10:37.281","279.24"
"06/15/2021","19:10:43.975","279.35"
"06/15/2021","19:10:50.676","279.46"
"06/15/2021","19:10:57.374","279.57"
"06/15/2021","19:11:04.076","279.68"
"06/15/2021","19:11:10.776","279.79"
"06/15/2021","19:11:17.472","279.91"
"06/15/2021","19:11:24.173","280.02"
"06/15/2021","19:11:30.871","280.12"
"06/15/2021","19:11:37.571","280.23"
"06/15/2021","19:11:44.273","280.34"
"06/15/2021","19:11:50.969","280.45"
"06/15/2021","19:11:57.671","280.55"
"06/15/2021","19:12:04.366","280.67"
"06/15/2021","19:12:11.067","280.78"
"06/15/2021","19:12:17.766","280.89"
"06/15/2021","19:12:24.467","281.01"
"06/15/2021","19:12:31.170","281.11"
"06/15/2021","19:12:37.864","281.22"
"06/15/2021","19:12:44.563","281.33"
"06/15/2021","19:12:51.263","281.43"
"06/15/2021","19:12:57.964","281.55"
"06/15/2021","19:13:04.664","281.66"
"06/15/2021","19:13:11.361","281.77"
"06/15/2021","19:13:18.060","281.88"
"06/15/2021","19:13:24.759","281.99"
"06/15/2021","19:13:31.461","282.11"
"06/15/2021","19:13:44.858","282.32"
"06/15/2021","19:13:51.557","282.43"
"06/15/2021","19:13:58.257","282.54"
"06/15/2021","19:14:04.955","282.65"
"06/15/2021","19:14:11.656","282.76"
"06/15/2021","19:14:18.354","282.87"
"06/15/2021","19:14:25.056","282.99"
"06/15/2021","19:14:31.756","283.1"
"06/15/2021","19:14:45.152","283.31"
"06/15/2021","19:14:51.852","283.42"
"06/15/2021","19:14:58.553","283.53"
"06/15/2021","19:15:05.251","283.64"
"06/15/2021","19:15:11.949","283.75"
"06/15/2021","19:15:18.649","283.87"
"06/15/2021","19:15:25.348","283.98"
"06/15/2021","19:15:32.050","284.09"
"06/15/2021","19:15:38.748","284.19"
"06/15/2021","19:15:45.448","284.3"
"06/15/2021","19:15:52.147","284.41"
"06/15/2021","19:15:58.846","284.52"
"06/15/2021","19:16:05.547","284.64"
"06/15/2021","19:16:12.245","284.75"
"06/15/2021","19:16:18.948","284.86"
"06/15/2021","19:16:25.645","284.98"
"06/15/2021","19:16:39.048","285.19"
"06/15/2021","19:16:45.743","285.3"
"06/15/2021","19:16:59.145","285.52"
"06/15/2021","19:17:05.841","285.63"
"06/15/2021","19:17:12.543","285.75"
"06/15/2021","19:17:19.239","285.86"
"06/15/2021","19:17:25.945","285.97"
"06/15/2021","19:17:32.640","286.08"
"06/15/2021","19:17:39.338","286.19"
"06/15/2021","19:17:46.038","286.3"
"06/15/2021","19:17:52.736","286.41"
"06/15/2021","19:18:06.136","286.63"
"06/15/2021","19:18:12.835","286.74"
"06/15/2021","19:18:19.534","286.85"
"06/15/2021","19:18:26.236","286.97"
"06/15/2021","19:18:39.634","287.19"
"06/15/2021","19:18:46.331","287.29"
"06/15/2021","19:18:53.030","287.4"
"06/15/2021","19:18:59.733","287.52"
"06/15/2021","19:19:06.430","287.63"
"06/15/2021","19:19:13.131","287.74"
"06/15/2021","19:19:19.829","287.85"
"06/15/2021","19:19:26.529","287.96"
"06/15/2021","19:19:33.234","288.08"
"06/15/2021","19:19:39.928","288.18"
"06/15/2021","19:19:46.627","288.29"
"06/15/2021","19:19:53.325","288.4"
"06/15/2021","19:20:00.026","288.51"
"06/15/2021","19:20:06.725","288.63"
"06/15/2021","19:20:13.424","288.74"
"06/15/2021","19:20:20.124","288.86"
"06/15/2021","19:20:26.823","288.97"
"06/15/2021","19:20:40.224","289.18"
"06/15/2021","19:20:46.922","289.29"
"06/15/2021","19:20:53.622","289.4"
"06/15/2021","19:21:00.321","289.51"
"06/15/2021","19:21:07.023","289.62"
"06/15/2021","19:21:13.720","289.74"
"06/15/2021","19:21:20.420","289.85"
"06/15/2021","19:21:27.120","289.97"
"06/15/2021","19:21:40.520","290.18"
"06/15/2021","19:21:47.222","290.29"
"06/15/2021","19:21:53.918","290.4"
"06/15/2021","19:22:00.617","290.52"
"06/15/2021","19:22:07.317","290.63"
"06/15/2021","19:22:14.020","290.74"
"06/15/2021","19:22:20.716","290.85"
"06/15/2021","19:22:27.414","290.96"
"06/15/2021","19:22:34.118","291.07"
"06/15/2021","19:22:40.814","291.18"
"06/15/2021","19:22:54.218","291.4"
"06/15/2021","19:23:00.913","291.51"
"06/15/2021","19:23:07.615","291.63"
"06/15/2021","19:23:14.312","291.74"
"06/15/2021","19:23:21.016","291.85"
"06/15/2021","19:23:27.713","291.96"
"06/15/2021","19:23:34.410","292.07"
"06/15/2021","19:23:41.112","292.17"
"06/15/2021","19:23:47.809","292.29"
"06/15/2021","19:24:01.210","292.51"
"06/15/2021","19:24:07.908","292.62"
"06/15/2021","19:24:14.609","292.73"
"06/15/2021","19:24:21.307","292.85"
"06/15/2021","19:24:28.007","292.96"
"06/15/2021","19:24:34.706","293.07"
"06/15/2021","19:24:41.406","293.17"
"06/15/2021","19:24:48.111","293.28"
"06/15/2021","19:24:54.805","293.4"
"06/15/2021","19:25:01.504","293.5"
"06/15/2021","19:25:08.203","293.63"
"06/15/2021","19:25:14.902","293.73"
"06/15/2021","19:25:21.605","293.84"
"06/15/2021","19:25:28.301","293.96"
"06/15/2021","19:25:35.001","294.06"
"06/15/2021","19:25:41.700","294.18"
"06/15/2021","19:25:55.105","294.39"
"06/15/2021","19:26:01.798","294.51"
"06/15/2021","19:26:08.498","294.62"
"06/15/2021","19:26:15.199","294.74"
"06/15/2021","19:26:21.897","294.85"
"06/15/2021","19:26:35.295","295.07"
"06/15/2021","19:26:41.995","295.17"
"06/15/2021","19:26:48.699","295.28"
"06/15/2021","19:26:55.392","295.39"
"06/15/2021","19:27:02.093","295.5"
"06/15/2021","19:27:08.792","295.62"
"06/15/2021","19:27:15.495","295.73"
"06/15/2021","19:27:22.196","295.85"
"06/15/2021","19:27:35.590","296.06"
"06/15/2021","19:27:42.289","296.17"
"06/15/2021","19:27:48.990","296.28"
"06/15/2021","19:27:55.693","296.39"
"06/15/2021","19:28:02.386","296.5"
"06/15/2021","19:28:09.086","296.62"
"06/15/2021","19:28:15.786","296.73"
"06/15/2021","19:28:22.485","296.84"
"06/15/2021","19:28:29.185","296.95"
"06/15/2021","19:28:35.883","297.06"
"06/15/2021","19:28:42.585","297.16"
"06/15/2021","19:28:49.282","297.28"
"06/15/2021","19:28:55.985","297.39"
"06/15/2021","19:29:02.682","297.49"
"06/15/2021","19:29:09.380","297.61"
"06/15/2021","19:29:16.081","297.72"
"06/15/2021","19:29:22.779","297.84"
"06/15/2021","19:29:29.480","297.95"
"06/15/2021","19:29:36.178","298.05"
"06/15/2021","19:29:42.878","298.16"
"06/15/2021","19:29:49.578","298.27"
"06/15/2021","19:29:56.279","298.39"
"06/15/2021","19:30:02.976","298.49"
"06/15/2021","19:30:09.675","298.6"
"06/15/2021","19:30:16.374","298.72"
"06/15/2021","19:30:23.075","298.83"
"06/15/2021","19:30:29.780","298.94"
"06/15/2021","19:30:36.472","299.05"
"06/15/2021","19:30:49.871","299.26"
"06/15/2021","19:30:56.572","299.37"
"06/15/2021","19:31:03.275","299.48"
"06/15/2021","19:31:09.969","299.59"
"06/15/2021","19:31:16.671","299.7"
"06/15/2021","19:31:23.368","299.82"
"06/15/2021","19:31:30.069","299.92"
"06/15/2021","19:31:36.768","300.03"
"06/15/2021","19:31:43.467","300.14"
"06/15/2021","19:31:50.169","300.24"
"06/15/2021","19:31:56.866","300.36"
"06/15/2021","19:32:03.566","300.47"
"06/15/2021","19:32:16.965","300.69"
"06/15/2021","19:32:23.668","300.8"
"06/15/2021","19:32:30.363","300.91"
"06/15/2021","19:32:37.062","301.02"
"06/15/2021","19:32:43.761","301.12"
"06/15/2021","19:32:50.465","301.23"
"06/15/2021","19:32:57.162","301.34"
"06/15/2021","19:33:03.859","301.45"
"06/15/2021","19:33:10.559","301.56"
"06/15/2021","19:33:17.258","301.67"
"06/15/2021","19:33:23.960","301.78"
"06/15/2021","19:33:30.659","301.89"
"06/15/2021","19:33:37.357","301.99"
"06/15/2021","19:33:50.755","302.17"
"06/15/2021","19:34:04.154","302.33"
"06/15/2021","19:34:17.554","302.46"
"06/15/2021","19:34:30.953","302.56"
"06/15/2021","19:34:51.052","302.67"
"06/15/2021","19:36:41.602","302.56"
"06/15/2021","19:37:08.398","302.44"
"06/15/2021","19:37:28.497","302.34"
"06/15/2021","19:37:55.294","302.2"
"06/15/2021","19:38:15.390","302.09"
"06/15/2021","19:38:35.493","301.97"
"06/15/2021","19:38:55.589","301.85"
"06/15/2021","19:39:15.685","301.73"
"06/15/2021","19:39:35.787","301.61"
"06/15/2021","19:39:55.882","301.49"
"06/15/2021","19:40:15.981","301.37"
"06/15/2021","19:40:36.083","301.26"
"06/15/2021","19:40:56.179","301.14"
"06/15/2021","19:41:16.279","301.03"
"06/15/2021","19:41:36.372","300.92"
"06/15/2021","19:41:56.473","300.8"
"06/15/2021","19:42:16.574","300.7"
"06/15/2021","19:42:36.673","300.59"
"06/15/2021","19:43:03.470","300.45"
"06/15/2021","19:43:30.263","300.32"
"06/15/2021","19:43:57.062","300.18"
"06/15/2021","19:44:23.859","300.05"
"06/15/2021","19:44:50.661","299.93"
"06/15/2021","19:45:10.762","299.83"
"06/15/2021","19:45:37.557","299.71"
"06/15/2021","19:46:04.355","299.59"
"06/15/2021","19:46:31.158","299.48"
"06/15/2021","19:46:57.950","299.37"
"06/15/2021","19:47:24.745","299.26"
"06/15/2021","19:47:51.543","299.15"
"06/15/2021","19:48:18.343","299.04"
"06/15/2021","19:48:45.142","298.94"
"06/15/2021","19:49:11.939","298.84"
"06/15/2021","19:49:45.432","298.72"
"06/15/2021","19:50:12.242","298.62"
"06/15/2021","19:50:45.730","298.51"
"06/15/2021","19:51:19.237","298.39"
"06/15/2021","19:51:52.722","298.28"
"06/15/2021","19:52:32.917","298.16"
"06/15/2021","19:53:06.414","298.05"
"06/15/2021","19:53:39.911","297.95"
"06/15/2021","19:54:20.122","297.84"
"06/15/2021","19:55:00.305","297.72"
"06/15/2021","19:55:40.501","297.62"
"06/15/2021","19:56:20.706","297.51"
"06/15/2021","19:57:07.592","297.39"
"06/15/2021","19:57:54.492","297.28"
"06/15/2021","19:58:41.383","297.17"
"06/15/2021","19:59:28.285","297.06"
"06/15/2021","20:00:15.178","296.96"
"06/15/2021","20:01:08.776","296.85"
"06/15/2021","20:01:55.675","296.75"
"06/15/2021","20:02:49.262","296.65"
"06/15/2021","20:03:49.558","296.54"
"06/15/2021","20:04:49.851","296.43"
"06/15/2021","20:05:50.147","296.33"
"06/15/2021","20:07:03.838","296.22"
"06/15/2021","20:08:07.474","296.12"
"06/15/2021","20:09:17.827","296.02"
"06/15/2021","20:10:38.225","295.91"
"06/15/2021","20:11:55.255","295.81"
"06/15/2021","20:13:19.006","295.71"
"06/15/2021","20:14:59.502","295.6"
"06/15/2021","20:16:36.635","295.5"
"06/15/2021","20:18:20.481","295.4"
"06/15/2021","20:20:31.113","295.29"
"06/15/2021","20:22:35.058","295.19"
"06/15/2021","20:24:55.745","295.09"
"06/15/2021","20:27:49.926","294.98"
"06/15/2021","20:30:50.810","294.88"
"06/15/2021","20:34:25.199","294.78"
"06/15/2021","20:39:06.573","294.67"
"06/15/2021","20:44:38.187","294.57"
"06/15/2021","20:53:07.336","294.46"
"06/15/2021","21:11:29.396","294.35"
"06/15/2021","22:06:25.508","294.46"
"06/15/2021","22:27:58.492","294.56"
"06/15/2021","22:47:17.487","294.66"
"06/15/2021","23:07:50.185","294.77"
"06/15/2021","23:25:52.123","294.87"
"06/15/2021","23:43:47.383","294.97"
"06/16/2021","00:03:49.921","295.08"
"06/16/2021","00:21:51.879","295.18"
"06/16/2021","00:42:17.869","295.29"
"06/16/2021","01:02:57.259","295.4"
"06/16/2021","01:21:59.494","295.5"
"06/16/2021","01:41:45.302","295.6"
"06/16/2021","02:03:55.112","295.71"
"06/16/2021","02:24:27.812","295.81"
"06/16/2021","02:45:57.441","295.91"
"06/16/2021","03:09:31.017","296.02"
"06/16/2021","03:31:17.386","296.12"
"06/16/2021","03:53:00.438","296.22"
"06/16/2021","04:17:07.493","296.33"
"06/16/2021","04:39:17.321","296.43"
"06/16/2021","05:04:18.007","296.54"
"06/16/2021","05:30:35.710","296.65"
"06/16/2021","05:56:13.226","296.75"
"06/16/2021","06:22:54.378","296.85"
"06/16/2021","06:55:27.253","296.96"
"06/16/2021","07:26:36.387","297.06"
"06/16/2021","07:59:26.014","297.16"
"06/16/2021","08:34:59.770","297.27"
"06/16/2021","09:07:29.292","297.37"
"06/16/2021","09:20:53.224","297.25"
"06/16/2021","09:21:06.627","297.14"
"06/16/2021","09:21:20.019","296.97"
"06/16/2021","09:21:26.719","296.84"
"06/16/2021","09:21:33.425","296.7"
"06/16/2021","09:21:40.127","296.49"
"06/16/2021","09:21:46.824","296.25"
"06/16/2021","09:21:53.527","295.96"
"06/16/2021","09:22:00.232","295.56"
"06/16/2021","09:22:06.923","295.13"
"06/16/2021","09:22:13.627","294.58"
"06/16/2021","09:22:20.321","294.01"
"06/16/2021","09:22:27.021","293.39"
"06/16/2021","09:22:33.721","292.67"
"06/16/2021","09:22:40.424","291.95"
"06/16/2021","09:22:47.127","291.09"
"06/16/2021","09:22:53.819","290.2"
"06/16/2021","09:23:00.520","289.2"
"06/16/2021","09:23:07.229","288"
"06/16/2021","09:23:13.921","286.78"
"06/16/2021","09:23:20.625","285.34"
"06/16/2021","09:23:27.318","283.88"
"06/16/2021","09:23:34.018","282.27"
"06/16/2021","09:23:40.717","280.35"
"06/16/2021","09:23:47.418","278.35"
"06/16/2021","09:23:54.125","276.12"
"06/16/2021","09:24:00.816","273.48"
"06/16/2021","09:24:07.516","270.84"
"06/16/2021","09:24:14.221","267.8"
"06/16/2021","09:24:20.918","264.82"
"06/16/2021","09:24:27.620","261.72"
"06/16/2021","09:24:34.314","258.25"
"06/16/2021","09:24:41.013","254.93"
"06/16/2021","09:24:47.713","251.31"
"06/16/2021","09:24:54.416","247.89"
"06/16/2021","09:25:01.122","244.44"
"06/16/2021","09:25:07.814","240.67"
"06/16/2021","09:25:14.512","237.15"
"06/16/2021","09:25:21.216","233.36"
"06/16/2021","09:25:27.916","229.84"
"06/16/2021","09:25:34.612","226.32"
"06/16/2021","09:25:41.312","222.54"
"06/16/2021","09:25:48.012","219.05"
"06/16/2021","09:25:54.713","215.35"
"06/16/2021","09:26:01.415","211.93"
"06/16/2021","09:26:08.124","208.53"
"06/16/2021","09:26:14.814","204.92"
"06/16/2021","09:26:21.514","201.63"
"06/16/2021","09:26:28.220","198.39"
"06/16/2021","09:26:34.916","194.92"
"06/16/2021","09:26:41.619","191.75"
"06/16/2021","09:26:48.312","188.4"
"06/16/2021","09:26:55.013","185.36"
"06/16/2021","09:27:01.712","182.35"
"06/16/2021","09:27:08.416","179.18"
"06/16/2021","09:27:15.122","176.3"
"06/16/2021","09:27:21.810","173.27"
"06/16/2021","09:27:28.513","170.51"
"06/16/2021","09:27:35.209","167.8"
"06/16/2021","09:27:41.916","164.96"
"06/16/2021","09:27:48.608","162.38"
"06/16/2021","09:27:55.309","159.69"
"06/16/2021","09:28:02.012","157.23"
"06/16/2021","09:28:08.707","154.83"
"06/16/2021","09:28:15.411","152.32"
"06/16/2021","09:28:22.121","150.06"
"06/16/2021","09:28:28.815","147.69"
"06/16/2021","09:28:35.508","145.53"
"06/16/2021","09:28:42.207","143.43"
"06/16/2021","09:28:48.906","141.25"
"06/16/2021","09:28:55.604","139.29"
"06/16/2021","09:29:02.303","137.25"
"06/16/2021","09:29:09.006","135.39"
"06/16/2021","09:29:15.707","133.58"
"06/16/2021","09:29:22.407","131.71"
"06/16/2021","09:29:29.120","130.02"
"06/16/2021","09:29:35.802","128.28"
"06/16/2021","09:29:42.506","126.7"
"06/16/2021","09:29:49.207","125.16"
"06/16/2021","09:29:55.905","123.57"
"06/16/2021","09:30:02.603","122.14"
"06/16/2021","09:30:09.302","120.66"
"06/16/2021","09:30:16.005","119.34"
"06/16/2021","09:30:22.707","118.06"
"06/16/2021","09:30:29.400","116.72"
"06/16/2021","09:30:36.122","115.52"
"06/16/2021","09:30:42.801","114.27"
"06/16/2021","09:30:49.506","113.17"
"06/16/2021","09:30:56.207","112.1"
"06/16/2021","09:31:02.899","111"
"06/16/2021","09:31:09.602","110.02"
"06/16/2021","09:31:16.300","109.01"
"06/16/2021","09:31:23.005","108.08"
"06/16/2021","09:31:29.705","107.19"
"06/16/2021","09:31:36.398","106.28"
"06/16/2021","09:31:43.120","105.47"
"06/16/2021","09:31:49.801","104.68"
"06/16/2021","09:31:56.505","103.88"
"06/16/2021","09:32:03.207","103.16"
"06/16/2021","09:32:09.899","102.41"
"06/16/2021","09:32:16.603","101.76"
"06/16/2021","09:32:23.298","101.12"
"06/16/2021","09:32:30.001","100.47"
"06/16/2021","09:32:36.705","99.87"
"06/16/2021","09:32:43.398","99.26"
"06/16/2021","09:32:50.107","98.71"
"06/16/2021","09:32:56.798","98.19"
"06/16/2021","09:33:03.501","97.65"
"06/16/2021","09:33:10.205","97.17"
"06/16/2021","09:33:16.897","96.68"
"06/16/2021","09:33:23.600","96.24"
"06/16/2021","09:33:30.296","95.81"
"06/16/2021","09:33:36.998","95.38"
"06/16/2021","09:33:43.700","94.99"
"06/16/2021","09:33:50.395","94.59"
"06/16/2021","09:33:57.102","94.23"
"06/16/2021","09:34:03.793","93.88"
"06/16/2021","09:34:10.496","93.53"
"06/16/2021","09:34:17.197","93.2"
"06/16/2021","09:34:23.894","92.87"
"06/16/2021","09:34:30.595","92.57"
"06/16/2021","09:34:37.291","92.28"
"06/16/2021","09:34:43.991","91.98"
"06/16/2021","09:34:50.691","91.72"
"06/16/2021","09:34:57.393","91.44"
"06/16/2021","09:35:04.095","91.2"
"06/16/2021","09:35:10.789","90.96"
"06/16/2021","09:35:17.488","90.72"
"06/16/2021","09:35:24.188","90.49"
"06/16/2021","09:35:30.890","90.27"
"06/16/2021","09:35:37.590","90.06"
"06/16/2021","09:35:44.286","89.86"
"06/16/2021","09:35:50.987","89.66"
"06/16/2021","09:35:57.686","89.47"
"06/16/2021","09:36:04.390","89.28"
"06/16/2021","09:36:11.090","89.11"
"06/16/2021","09:36:17.787","88.94"
"06/16/2021","09:36:24.486","88.77"
"06/16/2021","09:36:31.186","88.61"
"06/16/2021","09:36:37.887","88.45"
"06/16/2021","09:36:44.588","88.3"
"06/16/2021","09:36:51.284","88.16"
"06/16/2021","09:36:57.984","88.01"
"06/16/2021","09:37:04.683","87.88"
"06/16/2021","09:37:11.384","87.75"
"06/16/2021","09:37:18.085","87.61"
"06/16/2021","09:37:24.781","87.5"
"06/16/2021","09:37:31.483","87.37"
"06/16/2021","09:37:38.182","87.25"
"06/16/2021","09:37:44.880","87.14"
"06/16/2021","09:37:51.581","87.02"
"06/16/2021","09:38:04.982","86.81"
"06/16/2021","09:38:11.682","86.7"
"06/16/2021","09:38:25.078","86.5"
"06/16/2021","09:38:38.479","86.31"
"06/16/2021","09:38:51.875","86.13"
"06/16/2021","09:39:05.274","85.96"
"06/16/2021","09:39:18.675","85.79"
"06/16/2021","09:39:32.072","85.63"
"06/16/2021","09:39:45.476","85.48"
"06/16/2021","09:39:58.874","85.34"
"06/16/2021","09:40:12.267","85.2"
"06/16/2021","09:40:25.667","85.07"
"06/16/2021","09:40:39.066","84.93"
"06/16/2021","09:40:52.465","84.81"
"06/16/2021","09:41:05.867","84.69"
"06/16/2021","09:41:19.263","84.58"
"06/16/2021","09:41:32.662","84.46"
"06/16/2021","09:41:52.759","84.31"
"06/16/2021","09:42:06.160","84.2"
"06/16/2021","09:42:19.560","84.1"
"06/16/2021","09:42:39.657","83.96"
"06/16/2021","09:42:59.752","83.83"
"06/16/2021","09:43:19.850","83.7"
"06/16/2021","09:43:39.952","83.57"
"06/16/2021","09:44:00.048","83.45"
"06/16/2021","09:44:20.146","83.33"
