"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3663 (1063996) [Titan Krios G2]"
"07/06/2021","11:41:55.362","193.74"
"07/06/2021","11:42:02.067","194.01"
"07/06/2021","11:42:08.770","194.3"
"07/06/2021","11:42:15.470","194.57"
"07/06/2021","11:42:22.180","194.85"
"07/06/2021","11:42:28.857","195.12"
"07/06/2021","11:42:35.557","195.39"
"07/06/2021","11:42:42.257","195.68"
"07/06/2021","11:42:48.968","195.94"
"07/06/2021","11:42:55.666","196.23"
"07/06/2021","11:43:02.361","196.5"
"07/06/2021","11:43:09.054","196.77"
"07/06/2021","11:43:15.756","197.05"
"07/06/2021","11:43:22.453","197.32"
"07/06/2021","11:43:29.173","197.61"
"07/06/2021","11:43:35.852","197.88"
"07/06/2021","11:43:42.553","198.14"
"07/06/2021","11:43:49.252","198.43"
"07/06/2021","11:43:55.952","198.69"
"07/06/2021","11:44:02.675","198.97"
"07/06/2021","11:44:09.371","199.23"
"07/06/2021","11:44:16.050","199.5"
"07/06/2021","11:44:22.749","199.78"
"07/06/2021","11:44:29.453","200.04"
"07/06/2021","11:44:36.171","200.33"
"07/06/2021","11:44:42.848","200.59"
"07/06/2021","11:44:49.546","200.85"
"07/06/2021","11:44:56.247","201.13"
"07/06/2021","11:45:02.952","201.39"
"07/06/2021","11:45:09.663","201.67"
"07/06/2021","11:45:16.347","201.93"
"07/06/2021","11:45:23.045","202.19"
"07/06/2021","11:45:29.745","202.48"
"07/06/2021","11:45:36.447","202.74"
"07/06/2021","11:45:43.160","203.02"
"07/06/2021","11:45:49.857","203.28"
"07/06/2021","11:45:56.561","203.54"
"07/06/2021","11:46:03.251","203.82"
"07/06/2021","11:46:09.945","204.08"
"07/06/2021","11:46:16.649","204.36"
"07/06/2021","11:46:23.355","204.62"
"07/06/2021","11:46:30.066","204.88"
"07/06/2021","11:46:36.743","205.16"
"07/06/2021","11:46:43.443","205.42"
"07/06/2021","11:46:50.142","205.7"
"07/06/2021","11:46:56.865","205.96"
"07/06/2021","11:47:03.551","206.22"
"07/06/2021","11:47:10.241","206.5"
"07/06/2021","11:47:16.940","206.76"
"07/06/2021","11:47:23.639","207.04"
"07/06/2021","11:47:30.343","207.3"
"07/06/2021","11:47:37.059","207.56"
"07/06/2021","11:47:43.737","207.83"
"07/06/2021","11:47:50.444","208.09"
"07/06/2021","11:47:57.137","208.37"
"07/06/2021","11:48:03.841","208.63"
"07/06/2021","11:48:10.556","208.89"
"07/06/2021","11:48:17.258","209.17"
"07/06/2021","11:48:23.936","209.43"
"07/06/2021","11:48:30.634","209.7"
"07/06/2021","11:48:37.334","209.96"
"07/06/2021","11:48:44.052","210.22"
"07/06/2021","11:48:50.757","210.49"
"07/06/2021","11:48:57.434","210.75"
"07/06/2021","11:49:04.134","211.03"
"07/06/2021","11:49:10.832","211.29"
"07/06/2021","11:49:17.535","211.54"
"07/06/2021","11:49:24.242","211.82"
"07/06/2021","11:49:30.949","212.08"
"07/06/2021","11:49:37.631","212.35"
"07/06/2021","11:49:44.338","212.61"
"07/06/2021","11:49:51.039","212.86"
"07/06/2021","11:49:57.735","213.14"
"07/06/2021","11:50:04.445","213.39"
"07/06/2021","11:50:11.130","213.66"
"07/06/2021","11:50:17.829","213.92"
"07/06/2021","11:50:24.529","214.17"
"07/06/2021","11:50:31.228","214.44"
"07/06/2021","11:50:37.944","214.7"
"07/06/2021","11:50:44.648","214.97"
"07/06/2021","11:50:51.334","215.22"
"07/06/2021","11:50:58.028","215.47"
"07/06/2021","11:51:04.726","215.74"
"07/06/2021","11:51:11.427","216"
"07/06/2021","11:51:18.149","216.27"
"07/06/2021","11:51:24.825","216.52"
"07/06/2021","11:51:31.526","216.77"
"07/06/2021","11:51:38.224","217.04"
"07/06/2021","11:51:44.923","217.29"
"07/06/2021","11:51:51.642","217.56"
"07/06/2021","11:51:58.332","217.82"
"07/06/2021","11:52:05.021","218.07"
"07/06/2021","11:52:11.722","218.34"
"07/06/2021","11:52:18.420","218.59"
"07/06/2021","11:52:25.125","218.86"
"07/06/2021","11:52:31.832","219.11"
"07/06/2021","11:52:38.529","219.36"
"07/06/2021","11:52:45.219","219.63"
"07/06/2021","11:52:51.925","219.88"
"07/06/2021","11:52:58.623","220.15"
"07/06/2021","11:53:05.323","220.4"
"07/06/2021","11:53:12.048","220.65"
"07/06/2021","11:53:18.715","220.92"
"07/06/2021","11:53:25.417","221.17"
"07/06/2021","11:53:32.122","221.44"
"07/06/2021","11:53:38.817","221.69"
"07/06/2021","11:53:45.528","221.94"
"07/06/2021","11:53:52.240","222.21"
"07/06/2021","11:53:58.915","222.46"
"07/06/2021","11:54:05.615","222.73"
"07/06/2021","11:54:12.314","222.98"
"07/06/2021","11:54:19.021","223.22"
"07/06/2021","11:54:25.729","223.49"
"07/06/2021","11:54:32.412","223.74"
"07/06/2021","11:54:39.111","224.01"
"07/06/2021","11:54:45.812","224.26"
"07/06/2021","11:54:52.517","224.51"
"07/06/2021","11:54:59.227","224.77"
"07/06/2021","11:55:05.921","225.02"
"07/06/2021","11:55:12.610","225.29"
"07/06/2021","11:55:19.308","225.54"
"07/06/2021","11:55:26.010","225.79"
"07/06/2021","11:55:32.720","226.06"
"07/06/2021","11:55:39.420","226.3"
"07/06/2021","11:55:46.130","226.57"
"07/06/2021","11:55:52.813","226.82"
"07/06/2021","11:55:59.506","227.06"
"07/06/2021","11:56:06.209","227.33"
"07/06/2021","11:56:12.918","227.58"
"07/06/2021","11:56:19.614","227.85"
"07/06/2021","11:56:26.304","228.09"
"07/06/2021","11:56:33.004","228.34"
"07/06/2021","11:56:39.703","228.6"
"07/06/2021","11:56:46.402","228.84"
"07/06/2021","11:56:53.127","229.11"
"07/06/2021","11:56:59.811","229.35"
"07/06/2021","11:57:06.501","229.59"
"07/06/2021","11:57:13.202","229.86"
"07/06/2021","11:57:19.916","230.1"
"07/06/2021","11:57:26.620","230.36"
"07/06/2021","11:57:33.300","230.61"
"07/06/2021","11:57:40.000","230.85"
"07/06/2021","11:57:46.699","231.11"
"07/06/2021","11:57:53.404","231.36"
"07/06/2021","11:58:00.117","231.62"
"07/06/2021","11:58:06.797","231.87"
"07/06/2021","11:58:13.497","232.11"
"07/06/2021","11:58:20.197","232.37"
"07/06/2021","11:58:26.895","232.62"
"07/06/2021","11:58:33.605","232.88"
"07/06/2021","11:58:40.307","233.12"
"07/06/2021","11:58:46.994","233.36"
"07/06/2021","11:58:53.706","233.63"
"07/06/2021","11:59:00.395","233.87"
"07/06/2021","11:59:07.094","234.13"
"07/06/2021","11:59:13.808","234.37"
"07/06/2021","11:59:20.504","234.62"
"07/06/2021","11:59:27.193","234.88"
"07/06/2021","11:59:33.892","235.12"
"07/06/2021","11:59:40.592","235.38"
"07/06/2021","11:59:47.292","235.63"
"07/06/2021","11:59:54.021","235.87"
"07/06/2021","12:00:00.713","236.13"
"07/06/2021","12:00:07.392","236.37"
"07/06/2021","12:00:14.091","236.63"
"07/06/2021","12:00:20.791","236.87"
"07/06/2021","12:00:27.496","237.12"
"07/06/2021","12:00:34.206","237.38"
"07/06/2021","12:00:40.890","237.62"
"07/06/2021","12:00:47.594","237.88"
"07/06/2021","12:00:54.296","238.12"
"07/06/2021","12:01:00.988","238.36"
"07/06/2021","12:01:07.708","238.63"
"07/06/2021","12:01:14.387","238.87"
"07/06/2021","12:01:21.087","239.13"
"07/06/2021","12:01:27.786","239.37"
"07/06/2021","12:01:34.486","239.61"
"07/06/2021","12:01:41.196","239.87"
"07/06/2021","12:01:47.895","240.11"
"07/06/2021","12:01:54.602","240.37"
"07/06/2021","12:02:01.283","240.61"
"07/06/2021","12:02:07.983","240.85"
"07/06/2021","12:02:14.685","241.11"
"07/06/2021","12:02:21.394","241.35"
"07/06/2021","12:02:28.105","241.61"
"07/06/2021","12:02:34.780","241.85"
"07/06/2021","12:02:41.480","242.09"
"07/06/2021","12:02:48.179","242.35"
"07/06/2021","12:02:54.900","242.59"
"07/06/2021","12:03:01.579","242.85"
"07/06/2021","12:03:08.278","243.09"
"07/06/2021","12:03:14.979","243.33"
"07/06/2021","12:03:21.677","243.59"
"07/06/2021","12:03:28.380","243.83"
"07/06/2021","12:03:35.093","244.09"
"07/06/2021","12:03:41.776","244.33"
"07/06/2021","12:03:48.477","244.57"
"07/06/2021","12:03:55.181","244.82"
"07/06/2021","12:04:01.875","245.06"
"07/06/2021","12:04:08.597","245.32"
"07/06/2021","12:04:15.293","245.56"
"07/06/2021","12:04:21.973","245.79"
"07/06/2021","12:04:28.672","246.04"
"07/06/2021","12:04:35.372","246.28"
"07/06/2021","12:04:42.086","246.53"
"07/06/2021","12:04:48.789","246.76"
"07/06/2021","12:04:55.493","246.99"
"07/06/2021","12:05:02.170","247.24"
"07/06/2021","12:05:08.870","247.46"
"07/06/2021","12:05:15.571","247.7"
"07/06/2021","12:05:22.280","247.92"
"07/06/2021","12:05:28.987","248.13"
"07/06/2021","12:05:35.668","248.36"
"07/06/2021","12:05:42.369","248.57"
"07/06/2021","12:05:49.068","248.78"
"07/06/2021","12:05:55.778","248.98"
"07/06/2021","12:06:02.477","249.17"
"07/06/2021","12:06:09.164","249.37"
"07/06/2021","12:06:15.866","249.55"
"07/06/2021","12:06:22.565","249.74"
"07/06/2021","12:06:29.264","249.91"
"07/06/2021","12:06:35.980","250.09"
"07/06/2021","12:06:42.684","250.26"
"07/06/2021","12:06:49.362","250.42"
"07/06/2021","12:06:56.069","250.59"
"07/06/2021","12:07:02.761","250.74"
"07/06/2021","12:07:09.461","250.89"
"07/06/2021","12:07:16.180","251.05"
"07/06/2021","12:07:22.860","251.19"
"07/06/2021","12:07:29.560","251.34"
"07/06/2021","12:07:36.259","251.47"
"07/06/2021","12:07:42.958","251.61"
"07/06/2021","12:07:49.676","251.75"
"07/06/2021","12:07:56.375","251.88"
"07/06/2021","12:08:03.057","252.01"
"07/06/2021","12:08:09.756","252.14"
"07/06/2021","12:08:16.456","252.26"
"07/06/2021","12:08:23.181","252.39"
"07/06/2021","12:08:29.855","252.5"
"07/06/2021","12:08:36.554","252.63"
"07/06/2021","12:08:43.259","252.75"
"07/06/2021","12:08:49.965","252.86"
"07/06/2021","12:08:56.676","252.98"
"07/06/2021","12:09:03.370","253.09"
"07/06/2021","12:09:10.050","253.21"
"07/06/2021","12:09:23.451","253.42"
"07/06/2021","12:09:30.162","253.53"
"07/06/2021","12:09:36.868","253.64"
"07/06/2021","12:09:43.550","253.75"
"07/06/2021","12:09:50.250","253.86"
"07/06/2021","12:10:03.657","254.07"
"07/06/2021","12:10:17.047","254.28"
"07/06/2021","12:10:30.446","254.48"
"07/06/2021","12:10:37.145","254.59"
"07/06/2021","12:10:50.569","254.79"
"07/06/2021","12:11:03.944","254.99"
"07/06/2021","12:11:17.354","255.19"
"07/06/2021","12:11:30.742","255.39"
"07/06/2021","12:11:37.441","255.49"
"07/06/2021","12:11:50.849","255.69"
"07/06/2021","12:11:57.560","255.8"
"07/06/2021","12:12:10.940","255.99"
"07/06/2021","12:12:24.345","256.19"
"07/06/2021","12:12:31.059","256.29"
"07/06/2021","12:12:44.442","256.49"
"07/06/2021","12:12:57.846","256.69"
"07/06/2021","12:13:04.552","256.79"
"07/06/2021","12:13:17.936","256.99"
"07/06/2021","12:13:31.333","257.19"
"07/06/2021","12:13:38.043","257.29"
"07/06/2021","12:13:51.433","257.49"
"07/06/2021","12:13:58.132","257.6"
"07/06/2021","12:14:11.544","257.8"
"07/06/2021","12:14:24.929","258"
"07/06/2021","12:14:31.636","258.1"
"07/06/2021","12:14:45.031","258.29"
"07/06/2021","12:14:58.427","258.47"
"07/06/2021","12:15:11.826","258.66"
"07/06/2021","12:15:25.240","258.86"
"07/06/2021","12:15:38.629","259.05"
"07/06/2021","12:15:52.023","259.25"
"07/06/2021","12:15:58.729","259.35"
"07/06/2021","12:16:12.123","259.54"
"07/06/2021","12:16:25.522","259.74"
"07/06/2021","12:16:38.952","259.93"
"07/06/2021","12:16:52.321","260.13"
"07/06/2021","12:16:59.022","260.24"
"07/06/2021","12:17:12.439","260.43"
"07/06/2021","12:17:25.819","260.63"
"07/06/2021","12:17:32.519","260.73"
"07/06/2021","12:17:45.926","260.93"
"07/06/2021","12:17:59.317","261.13"
"07/06/2021","12:18:06.017","261.23"
"07/06/2021","12:18:19.416","261.42"
"07/06/2021","12:18:26.123","261.53"
"07/06/2021","12:18:39.514","261.73"
"07/06/2021","12:18:52.913","261.92"
"07/06/2021","12:18:59.625","262.03"
"07/06/2021","12:19:13.012","262.23"
"07/06/2021","12:19:26.412","262.42"
"07/06/2021","12:19:33.112","262.53"
"07/06/2021","12:19:39.828","262.63"
"07/06/2021","12:19:46.510","262.73"
"07/06/2021","12:19:59.908","262.93"
"07/06/2021","12:20:13.323","263.13"
"07/06/2021","12:20:20.019","263.24"
"07/06/2021","12:20:33.410","263.43"
"07/06/2021","12:20:40.105","263.54"
"07/06/2021","12:20:53.516","263.74"
"07/06/2021","12:21:06.905","263.94"
"07/06/2021","12:21:13.611","264.05"
"07/06/2021","12:21:27.007","264.25"
"07/06/2021","12:21:33.730","264.35"
"07/06/2021","12:21:47.101","264.56"
"07/06/2021","12:21:53.801","264.66"
"07/06/2021","12:22:00.512","264.77"
"07/06/2021","12:22:07.209","264.87"
"07/06/2021","12:22:13.900","264.97"
"07/06/2021","12:22:27.300","265.17"
"07/06/2021","12:22:33.998","265.28"
"07/06/2021","12:22:40.713","265.38"
"07/06/2021","12:22:47.397","265.48"
"07/06/2021","12:22:54.096","265.59"
"07/06/2021","12:23:00.797","265.69"
"07/06/2021","12:23:07.509","265.8"
"07/06/2021","12:23:20.896","266"
"07/06/2021","12:23:27.601","266.11"
"07/06/2021","12:23:40.993","266.31"
"07/06/2021","12:23:47.709","266.42"
"07/06/2021","12:24:01.092","266.63"
"07/06/2021","12:24:07.790","266.73"
"07/06/2021","12:24:21.203","266.94"
"07/06/2021","12:24:27.900","267.04"
"07/06/2021","12:24:34.595","267.15"
"07/06/2021","12:24:41.291","267.25"
"07/06/2021","12:24:47.993","267.35"
"07/06/2021","12:24:54.708","267.46"
"07/06/2021","12:25:01.398","267.56"
"07/06/2021","12:25:08.087","267.67"
"07/06/2021","12:25:21.486","267.87"
"07/06/2021","12:25:28.189","267.98"
"07/06/2021","12:25:41.614","268.19"
"07/06/2021","12:25:48.283","268.3"
"07/06/2021","12:26:01.686","268.51"
"07/06/2021","12:26:08.386","268.61"
"07/06/2021","12:26:15.093","268.72"
"07/06/2021","12:26:28.480","268.92"
"07/06/2021","12:26:35.180","269.03"
"07/06/2021","12:26:41.880","269.13"
"07/06/2021","12:26:48.604","269.25"
"07/06/2021","12:26:55.280","269.35"
"07/06/2021","12:27:08.678","269.56"
"07/06/2021","12:27:15.378","269.66"
"07/06/2021","12:27:22.089","269.77"
"07/06/2021","12:27:28.797","269.87"
"07/06/2021","12:27:35.476","269.98"
"07/06/2021","12:27:42.176","270.09"
"07/06/2021","12:27:48.875","270.19"
"07/06/2021","12:27:55.602","270.3"
"07/06/2021","12:28:02.275","270.41"
"07/06/2021","12:28:15.673","270.62"
"07/06/2021","12:28:22.373","270.72"
"07/06/2021","12:28:29.082","270.83"
"07/06/2021","12:28:35.782","270.93"
"07/06/2021","12:28:42.470","271.04"
"07/06/2021","12:28:49.169","271.15"
"07/06/2021","12:28:55.870","271.25"
"07/06/2021","12:29:02.582","271.36"
"07/06/2021","12:29:09.281","271.47"
"07/06/2021","12:29:22.668","271.68"
"07/06/2021","12:29:36.067","271.89"
"07/06/2021","12:29:42.768","272"
"07/06/2021","12:29:49.491","272.1"
"07/06/2021","12:29:56.165","272.21"
"07/06/2021","12:30:02.866","272.32"
"07/06/2021","12:30:09.565","272.43"
"07/06/2021","12:30:22.985","272.63"
"07/06/2021","12:30:29.663","272.74"
"07/06/2021","12:30:36.364","272.85"
"07/06/2021","12:30:43.062","272.96"
"07/06/2021","12:30:49.762","273.07"
"07/06/2021","12:30:56.479","273.17"
"07/06/2021","12:31:03.161","273.28"
"07/06/2021","12:31:09.856","273.38"
"07/06/2021","12:31:16.560","273.5"
"07/06/2021","12:31:23.268","273.6"
"07/06/2021","12:31:36.659","273.82"
"07/06/2021","12:31:43.358","273.92"
"07/06/2021","12:31:50.056","274.03"
"07/06/2021","12:31:56.758","274.14"
"07/06/2021","12:32:03.476","274.24"
"07/06/2021","12:32:10.157","274.35"
"07/06/2021","12:32:16.856","274.46"
"07/06/2021","12:32:23.556","274.57"
"07/06/2021","12:32:30.255","274.67"
"07/06/2021","12:32:36.970","274.78"
"07/06/2021","12:32:43.658","274.89"
"07/06/2021","12:32:50.352","275"
"07/06/2021","12:32:57.057","275.1"
"07/06/2021","12:33:03.753","275.21"
"07/06/2021","12:33:10.482","275.32"
"07/06/2021","12:33:17.153","275.43"
"07/06/2021","12:33:30.566","275.64"
"07/06/2021","12:33:37.254","275.75"
"07/06/2021","12:33:43.968","275.86"
"07/06/2021","12:33:50.661","275.97"
"07/06/2021","12:33:57.378","276.08"
"07/06/2021","12:34:04.049","276.18"
"07/06/2021","12:34:10.749","276.29"
"07/06/2021","12:34:17.448","276.4"
"07/06/2021","12:34:24.164","276.51"
"07/06/2021","12:34:30.851","276.62"
"07/06/2021","12:34:37.547","276.72"
"07/06/2021","12:34:44.247","276.83"
"07/06/2021","12:34:50.945","276.94"
"07/06/2021","12:34:57.652","277.05"
"07/06/2021","12:35:04.345","277.16"
"07/06/2021","12:35:17.745","277.38"
"07/06/2021","12:35:24.446","277.48"
"07/06/2021","12:35:31.157","277.59"
"07/06/2021","12:35:37.865","277.7"
"07/06/2021","12:35:44.542","277.81"
"07/06/2021","12:35:51.242","277.92"
"07/06/2021","12:35:57.941","278.03"
"07/06/2021","12:36:04.640","278.14"
"07/06/2021","12:36:11.359","278.24"
"07/06/2021","12:36:18.040","278.35"
"07/06/2021","12:36:24.748","278.46"
"07/06/2021","12:36:31.438","278.57"
"07/06/2021","12:36:38.138","278.68"
"07/06/2021","12:36:44.852","278.79"
"07/06/2021","12:36:58.240","279"
"07/06/2021","12:37:04.937","279.11"
"07/06/2021","12:37:11.635","279.22"
"07/06/2021","12:37:18.345","279.33"
"07/06/2021","12:37:25.046","279.43"
"07/06/2021","12:37:31.745","279.54"
"07/06/2021","12:37:38.442","279.65"
"07/06/2021","12:37:45.134","279.76"
"07/06/2021","12:37:51.838","279.86"
"07/06/2021","12:37:58.539","279.97"
"07/06/2021","12:38:05.255","280.08"
"07/06/2021","12:38:11.957","280.18"
"07/06/2021","12:38:18.630","280.3"
"07/06/2021","12:38:32.030","280.51"
"07/06/2021","12:38:38.740","280.62"
"07/06/2021","12:38:45.428","280.72"
"07/06/2021","12:38:52.135","280.84"
"07/06/2021","12:38:58.827","280.94"
"07/06/2021","12:39:05.526","281.04"
"07/06/2021","12:39:12.232","281.16"
"07/06/2021","12:39:25.626","281.37"
"07/06/2021","12:39:32.325","281.48"
"07/06/2021","12:39:45.728","281.7"
"07/06/2021","12:39:52.446","281.8"
"07/06/2021","12:39:59.124","281.92"
"07/06/2021","12:40:12.523","282.12"
"07/06/2021","12:40:19.229","282.24"
"07/06/2021","12:40:32.621","282.45"
"07/06/2021","12:40:39.320","282.56"
"07/06/2021","12:40:46.019","282.66"
"07/06/2021","12:40:52.720","282.78"
"07/06/2021","12:40:59.432","282.88"
"07/06/2021","12:41:06.146","282.99"
"07/06/2021","12:41:12.818","283.1"
"07/06/2021","12:41:26.223","283.31"
"07/06/2021","12:41:32.916","283.42"
"07/06/2021","12:41:39.625","283.53"
"07/06/2021","12:41:46.334","283.64"
"07/06/2021","12:41:53.014","283.74"
"07/06/2021","12:41:59.715","283.86"
"07/06/2021","12:42:13.122","284.07"
"07/06/2021","12:42:19.833","284.18"
"07/06/2021","12:42:33.218","284.39"
"07/06/2021","12:42:39.910","284.5"
"07/06/2021","12:42:46.611","284.61"
"07/06/2021","12:42:53.329","284.72"
"07/06/2021","12:43:06.710","284.94"
"07/06/2021","12:43:13.410","285.04"
"07/06/2021","12:43:20.109","285.15"
"07/06/2021","12:43:26.817","285.26"
"07/06/2021","12:43:33.517","285.36"
"07/06/2021","12:43:40.208","285.47"
"07/06/2021","12:43:46.915","285.58"
"07/06/2021","12:43:53.607","285.69"
"07/06/2021","12:44:00.308","285.79"
"07/06/2021","12:44:07.021","285.9"
"07/06/2021","12:44:13.717","286.01"
"07/06/2021","12:44:27.106","286.21"
"07/06/2021","12:44:40.507","286.39"
"07/06/2021","12:44:53.932","286.56"
"07/06/2021","12:45:07.304","286.72"
"07/06/2021","12:45:20.708","286.86"
"07/06/2021","12:45:34.104","286.98"
"07/06/2021","12:45:47.502","287.09"
"07/06/2021","12:46:07.601","287.22"
"07/06/2021","12:46:34.417","287.35"
"07/06/2021","12:47:21.319","287.46"
"07/06/2021","12:49:15.187","287.34"
"07/06/2021","12:49:55.384","287.23"
"07/06/2021","12:50:22.201","287.13"
"07/06/2021","12:50:48.984","287.03"
"07/06/2021","12:51:22.477","286.9"
"07/06/2021","12:51:49.276","286.79"
"07/06/2021","12:52:16.074","286.68"
"07/06/2021","12:52:42.889","286.57"
"07/06/2021","12:53:09.670","286.45"
"07/06/2021","12:53:36.468","286.34"
"07/06/2021","12:54:03.265","286.22"
"07/06/2021","12:54:30.081","286.11"
"07/06/2021","12:54:56.863","286"
"07/06/2021","12:55:23.660","285.89"
"07/06/2021","12:55:50.458","285.78"
"07/06/2021","12:56:17.284","285.67"
"07/06/2021","12:56:44.055","285.56"
"07/06/2021","12:57:10.857","285.46"
"07/06/2021","12:57:44.353","285.34"
"07/06/2021","12:58:17.876","285.21"
"07/06/2021","12:58:51.368","285.09"
"07/06/2021","12:59:24.861","284.98"
"07/06/2021","12:59:58.362","284.87"
"07/06/2021","13:00:31.848","284.76"
"07/06/2021","13:01:05.345","284.65"
"07/06/2021","13:01:45.538","284.53"
"07/06/2021","13:02:25.738","284.41"
"07/06/2021","13:02:59.231","284.31"
"07/06/2021","13:03:39.430","284.2"
"07/06/2021","13:04:19.634","284.09"
"07/06/2021","13:05:06.530","283.98"
"07/06/2021","13:05:46.728","283.88"
"07/06/2021","13:06:26.927","283.78"
"07/06/2021","13:07:20.534","283.66"
"07/06/2021","13:08:07.412","283.56"
"07/06/2021","13:09:01.035","283.45"
"07/06/2021","13:10:01.314","283.34"
"07/06/2021","13:11:48.511","283.47"
"07/06/2021","13:12:08.619","283.61"
"07/06/2021","13:12:22.005","283.72"
"07/06/2021","13:12:35.413","283.86"
"07/06/2021","13:12:48.797","284.01"
"07/06/2021","13:13:02.196","284.17"
"07/06/2021","13:13:15.629","284.35"
"07/06/2021","13:13:28.994","284.53"
"07/06/2021","13:13:35.700","284.63"
"07/06/2021","13:13:49.111","284.83"
"07/06/2021","13:13:55.817","284.93"
"07/06/2021","13:14:09.191","285.14"
"07/06/2021","13:14:15.897","285.25"
"07/06/2021","13:14:22.596","285.36"
"07/06/2021","13:14:29.300","285.48"
"07/06/2021","13:14:36.016","285.59"
"07/06/2021","13:14:42.688","285.71"
"07/06/2021","13:14:49.388","285.82"
"07/06/2021","13:14:56.096","285.94"
"07/06/2021","13:15:02.798","286.06"
"07/06/2021","13:15:09.497","286.17"
"07/06/2021","13:15:16.194","286.3"
"07/06/2021","13:15:22.887","286.42"
"07/06/2021","13:15:29.587","286.55"
"07/06/2021","13:15:36.296","286.67"
"07/06/2021","13:15:43.008","286.79"
"07/06/2021","13:15:49.705","286.92"
"07/06/2021","13:15:56.392","287.04"
"07/06/2021","13:16:03.084","287.18"
"07/06/2021","13:16:09.783","287.3"
"07/06/2021","13:16:16.498","287.42"
"07/06/2021","13:16:23.182","287.56"
"07/06/2021","13:16:29.882","287.68"
"07/06/2021","13:16:36.581","287.82"
"07/06/2021","13:16:43.282","287.94"
"07/06/2021","13:16:49.998","288.07"
"07/06/2021","13:16:56.702","288.2"
"07/06/2021","13:17:03.389","288.33"
"07/06/2021","13:17:10.082","288.47"
"07/06/2021","13:17:16.787","288.6"
"07/06/2021","13:17:23.494","288.72"
"07/06/2021","13:17:30.202","288.86"
"07/06/2021","13:17:36.881","288.99"
"07/06/2021","13:17:43.580","289.13"
"07/06/2021","13:17:50.282","289.25"
"07/06/2021","13:17:56.979","289.38"
"07/06/2021","13:18:03.697","289.52"
"07/06/2021","13:18:10.388","289.65"
"07/06/2021","13:18:17.077","289.78"
"07/06/2021","13:18:23.784","289.9"
"07/06/2021","13:18:30.477","290.02"
"07/06/2021","13:18:37.187","290.14"
"07/06/2021","13:18:43.895","290.25"
"07/06/2021","13:18:50.575","290.37"
"07/06/2021","13:18:57.275","290.47"
"07/06/2021","13:19:10.676","290.68"
"07/06/2021","13:19:24.073","290.87"
"07/06/2021","13:19:37.472","291.03"
"07/06/2021","13:19:50.902","291.18"
"07/06/2021","13:20:04.283","291.32"
"07/06/2021","13:20:17.671","291.45"
"07/06/2021","13:20:31.085","291.56"
"07/06/2021","13:20:51.168","291.7"
"07/06/2021","13:21:11.266","291.82"
"07/06/2021","13:21:38.078","291.94"
"07/06/2021","13:22:11.568","292.04"
"07/06/2021","13:23:35.281","292.15"
"07/06/2021","13:25:55.971","292.04"
"07/06/2021","13:27:02.967","291.94"
"07/06/2021","13:28:03.266","291.83"
"07/06/2021","13:29:03.578","291.72"
"07/06/2021","13:29:57.161","291.62"
"07/06/2021","13:30:50.758","291.52"
"07/06/2021","13:31:51.054","291.41"
"07/06/2021","13:32:51.349","291.31"
"07/06/2021","13:33:54.517","291.21"
"07/06/2021","13:35:01.510","291.1"
"07/06/2021","13:36:08.505","291"
"07/06/2021","13:37:15.503","290.9"
"07/06/2021","13:38:35.911","290.79"
"07/06/2021","13:39:52.916","290.69"
"07/06/2021","13:41:20.007","290.59"
"07/06/2021","13:43:00.498","290.48"
"07/06/2021","13:44:44.369","290.38"
"07/06/2021","13:46:31.561","290.28"
"07/06/2021","13:48:48.875","290.17"
"07/06/2021","13:51:12.963","290.07"
"07/06/2021","13:54:13.848","289.96"
"07/06/2021","13:57:54.913","289.85"
"07/06/2021","14:02:16.194","289.75"
"07/06/2021","14:08:24.682","289.65"
"07/06/2021","14:59:43.073","289.47"
"07/06/2021","14:59:49.773","289.34"
"07/06/2021","14:59:56.472","289.19"
"07/06/2021","15:00:03.172","288.97"
"07/06/2021","15:00:09.875","288.71"
"07/06/2021","15:00:16.572","288.39"
"07/06/2021","15:00:23.276","287.99"
"07/06/2021","15:00:29.971","287.54"
"07/06/2021","15:00:36.673","287"
"07/06/2021","15:00:43.372","286.43"
"07/06/2021","15:00:50.089","285.79"
"07/06/2021","15:00:56.773","285.03"
"07/06/2021","15:01:03.470","284.26"
"07/06/2021","15:01:10.168","283.36"
"07/06/2021","15:01:16.868","282.45"
"07/06/2021","15:01:23.585","281.48"
"07/06/2021","15:01:30.268","280.35"
"07/06/2021","15:01:36.967","279.22"
"07/06/2021","15:01:43.668","277.92"
"07/06/2021","15:01:50.367","276.62"
"07/06/2021","15:01:57.076","275.25"
"07/06/2021","15:02:03.766","273.67"
"07/06/2021","15:02:10.466","272.13"
"07/06/2021","15:02:17.166","270.36"
"07/06/2021","15:02:23.867","268.63"
"07/06/2021","15:02:30.567","266.81"
"07/06/2021","15:02:37.273","264.74"
"07/06/2021","15:02:43.967","262.73"
"07/06/2021","15:02:50.666","260.45"
"07/06/2021","15:02:57.365","258.22"
"07/06/2021","15:03:04.066","255.87"
"07/06/2021","15:03:10.766","253.18"
"07/06/2021","15:03:17.466","250.47"
"07/06/2021","15:03:24.165","247.19"
"07/06/2021","15:03:30.863","243.78"
"07/06/2021","15:03:37.564","239.94"
"07/06/2021","15:03:44.265","235.36"
