"Import help:"
"Comma-delimited data"
"First column is date: MDY"
"Decimal separator: ."
"Thousand separator: ,"
"","System:","3889 (1156255) [Krios G4]","3889 (1156255) [Krios G4]"
"06/24/2021","23:30:16.210","75338.953",""
"06/24/2021","23:34:09.154","2845.928",""
"06/24/2021","23:34:30.222","75338.953",""
"06/24/2021","23:39:05.546","657.216",""
"06/24/2021","23:39:31.014","1678.57",""
"06/24/2021","23:40:19.883","2845.928",""
"06/24/2021","23:40:56.573","657.216",""
"06/24/2021","23:41:10.560","2845.928",""
"06/24/2021","23:42:01.504","75338.953",""
"06/24/2021","23:45:53.633","2845.928",""
"06/24/2021","23:46:14.068","75338.953",""
"06/24/2021","23:49:12.081","2845.928",""
"06/24/2021","23:49:28.620","75338.953",""
"06/24/2021","23:53:20.850","2845.928",""
"06/24/2021","23:53:38.835","75338.953",""
"06/24/2021","23:54:29.084","2845.928",""
"06/24/2021","23:54:45.588","75338.953",""
"06/24/2021","23:57:25.553","2845.928",""
"06/24/2021","23:57:46.411","75338.953",""
"06/24/2021","23:58:54.479","2845.928",""
"06/24/2021","23:59:14.055","75338.953",""
"06/25/2021","00:00:28.276","657.216",""
"06/25/2021","00:00:50.466","1678.57",""
"06/25/2021","00:01:38.581","2845.928",""
"06/25/2021","00:02:18.439","657.216",""
"06/25/2021","00:02:32.175","2845.928",""
"06/25/2021","00:02:49.617","75338.953",""
"06/25/2021","00:05:31.843","2845.928",""
"06/25/2021","00:05:52.642","75338.953",""
"06/25/2021","00:09:26.981","2845.928",""
"06/25/2021","00:09:48.186","75338.953",""
"06/25/2021","00:13:41.085","2845.928",""
"06/25/2021","00:14:33.583","75338.953",""
"06/25/2021","00:18:07.986","2845.928",""
"06/25/2021","00:18:26.123","75338.953",""
"06/25/2021","00:21:24.290","2845.928",""
"06/25/2021","00:21:45.586","75338.953",""
"06/25/2021","00:24:24.823","2845.928",""
"06/25/2021","00:24:46.101","75338.953",""
"06/25/2021","00:28:43.048","657.216",""
"06/25/2021","00:29:05.923","1678.57",""
"06/25/2021","00:29:54.507","2845.928",""
"06/25/2021","00:30:34.546","657.216",""
"06/25/2021","00:30:48.699","2845.928",""
"06/25/2021","00:31:05.261","75338.953",""
"06/25/2021","00:34:57.238","2845.928",""
"06/25/2021","00:35:14.080","75338.953",""
"06/25/2021","00:38:12.543","2845.928",""
"06/25/2021","00:38:32.682","75338.953",""
"06/25/2021","00:42:07.954","2845.928",""
"06/25/2021","00:42:29.869","75338.953",""
"06/25/2021","00:47:18.922","2845.928",""
"06/25/2021","00:48:13.609","75338.953",""
"06/25/2021","00:51:29.776","2845.928",""
"06/25/2021","00:51:47.164","75338.953",""
"06/25/2021","00:56:22.101","657.216",""
"06/25/2021","00:56:44.002","1678.57",""
"06/25/2021","00:57:32.765","2845.928",""
"06/25/2021","00:58:12.570","657.216",""
"06/25/2021","00:58:26.250","2845.928",""
"06/25/2021","00:58:42.939","75338.953",""
"06/25/2021","01:02:17.018","2845.928",""
"06/25/2021","01:02:34.250","75338.953",""
"06/25/2021","01:05:16.108","2845.928",""
"06/25/2021","01:05:34.057","75338.953",""
"06/25/2021","01:10:03.544","2845.928",""
"06/25/2021","01:10:25.113","75338.953",""
"06/25/2021","01:14:17.552","2845.928",""
"06/25/2021","01:14:39.302","75338.953",""
"06/25/2021","01:17:55.860","2845.928",""
"06/25/2021","01:18:46.547","75338.953",""
"06/25/2021","01:22:10.249","657.216",""
"06/25/2021","01:22:43.162","1678.57",""
"06/25/2021","01:23:32.121","2845.928",""
"06/25/2021","01:24:11.900","657.216",""
"06/25/2021","01:24:25.540","2845.928",""
"06/25/2021","01:24:42.082","75338.953",""
"06/25/2021","01:27:21.682","2845.928",""
"06/25/2021","01:27:42.677","75338.953",""
"06/25/2021","01:31:54.731","2845.928",""
"06/25/2021","01:32:15.942","75338.953",""
"06/25/2021","01:37:38.964","2845.928",""
"06/25/2021","01:37:57.213","75338.953",""
"06/25/2021","01:43:21.159","2845.928",""
"06/25/2021","01:43:39.138","75338.953",""
"06/25/2021","01:47:49.654","2845.928",""
"06/25/2021","01:48:10.708","75338.953",""
"06/25/2021","01:52:21.544","2845.928",""
"06/25/2021","01:53:14.645","75338.953",""
"06/25/2021","01:58:01.505","2845.928",""
"06/25/2021","01:58:18.819","75338.953",""
"06/25/2021","02:03:12.167","657.216",""
"06/25/2021","02:03:34.934","1678.57",""
"06/25/2021","02:04:23.366","2845.928",""
"06/25/2021","02:05:03.585","657.216",""
"06/25/2021","02:05:16.958","2845.928",""
"06/25/2021","02:05:33.444","75338.953",""
"06/25/2021","02:10:57.416","2845.928",""
"06/25/2021","02:11:14.403","75338.953",""
"06/25/2021","02:15:07.575","2845.928",""
"06/25/2021","02:15:28.375","75338.953",""
"06/25/2021","02:20:52.389","2845.928",""
"06/25/2021","02:21:09.707","75338.953",""
"06/25/2021","02:25:20.883","2845.928",""
"06/25/2021","02:26:14.685","75338.953",""
"06/25/2021","02:29:13.163","2845.928",""
"06/25/2021","02:29:31.265","75338.953",""
"06/25/2021","02:34:38.306","2845.928",""
"06/25/2021","02:34:55.825","75338.953",""
"06/25/2021","02:40:07.498","657.216",""
"06/25/2021","02:40:28.024","1678.57",""
"06/25/2021","02:41:16.593","2845.928",""
"06/25/2021","02:41:56.342","657.216",""
"06/25/2021","02:42:10.280","2845.928",""
"06/25/2021","02:42:26.687","75338.953",""
"06/25/2021","02:46:56.573","2845.928",""
"06/25/2021","02:47:14.028","75338.953",""
"06/25/2021","02:50:49.005","2845.928",""
"06/25/2021","02:51:07.029","75338.953",""
"06/25/2021","02:55:18.880","2845.928",""
"06/25/2021","02:55:36.413","75338.953",""
"06/25/2021","03:00:24.913","2845.928",""
"06/25/2021","03:01:20.718","75338.953",""
"06/25/2021","03:06:51.292","2845.928",""
"06/25/2021","03:07:12.113","75338.953",""
"06/25/2021","03:12:35.683","2845.928",""
"06/25/2021","03:12:56.685","75338.953",""
"06/25/2021","03:17:27.254","2845.928",""
"06/25/2021","03:17:48.779","75338.953",""
"06/25/2021","03:21:28.884","657.216",""
"06/25/2021","03:21:48.591","1678.57",""
"06/25/2021","03:22:36.748","2845.928",""
"06/25/2021","03:23:16.597","657.216",""
"06/25/2021","03:23:30.890","2845.928",""
"06/25/2021","03:23:47.524","75338.953",""
"06/25/2021","03:28:01.023","2845.928",""
"06/25/2021","03:28:22.162","75338.953",""
"06/25/2021","03:31:20.064","2845.928",""
"06/25/2021","03:32:12.576","75338.953",""
"06/25/2021","03:35:10.650","2845.928",""
"06/25/2021","03:35:31.813","75338.953",""
"06/25/2021","03:40:56.756","2845.928",""
"06/25/2021","03:41:14.268","75338.953",""
"06/25/2021","03:46:41.044","2845.928",""
"06/25/2021","03:47:01.856","75338.953",""
"06/25/2021","03:52:26.135","2845.928",""
"06/25/2021","03:52:43.672","75338.953",""
"06/25/2021","03:57:36.095","657.216",""
"06/25/2021","03:57:58.247","1678.57",""
"06/25/2021","03:58:46.712","2845.928",""
"06/25/2021","03:59:26.412","657.216",""
"06/25/2021","03:59:40.310","2845.928",""
"06/25/2021","03:59:56.911","75338.953",""
"06/25/2021","04:04:31.025","2845.928",""
"06/25/2021","04:05:23.695","75338.953",""
"06/25/2021","04:08:32.373","2845.928",""
"06/25/2021","04:08:50.450","75338.953",""
"06/25/2021","04:13:20.827","2845.928",""
"06/25/2021","04:13:38.866","75338.953",""
"06/25/2021","04:17:49.552","2845.928",""
"06/25/2021","04:18:11.242","75338.953",""
"06/25/2021","04:22:04.299","2845.928",""
"06/25/2021","04:22:22.316","75338.953",""
"06/25/2021","04:25:40.720","2845.928",""
"06/25/2021","04:25:58.224","75338.953",""
"06/25/2021","04:30:27.173","2845.928",""
"06/25/2021","04:30:48.286","75338.953",""
"06/25/2021","04:35:41.051","657.216",""
"06/25/2021","04:36:03.054","1678.57",""
"06/25/2021","04:36:51.682","2845.928",""
"06/25/2021","04:37:31.218","657.216",""
"06/25/2021","04:37:45.432","2845.928",""
"06/25/2021","04:38:33.821","75338.953",""
"06/25/2021","04:41:33.543","2845.928",""
"06/25/2021","04:41:51.424","75338.953",""
"06/25/2021","04:45:08.879","2845.928",""
"06/25/2021","04:45:30.694","75338.953",""
"06/25/2021","04:48:29.308","2845.928",""
"06/25/2021","04:48:46.142","75338.953",""
"06/25/2021","04:51:44.194","2845.928",""
"06/25/2021","04:52:02.337","75338.953",""
"06/25/2021","04:54:24.550","2845.928",""
"06/25/2021","04:54:45.299","75338.953",""
"06/25/2021","04:56:53.423","657.216",""
"06/25/2021","04:57:15.093","1678.57",""
"06/25/2021","04:58:03.377","2845.928",""
"06/25/2021","04:58:43.621","657.216",""
"06/25/2021","04:58:57.442","2845.928",""
"06/25/2021","04:59:14.337","75338.953",""
"06/25/2021","05:02:16.520","2845.928",""
"06/25/2021","05:02:37.179","75338.953",""
"06/25/2021","05:05:59.896","2845.928",""
"06/25/2021","05:06:21.705","75338.953",""
"06/25/2021","05:09:56.205","2845.928",""
"06/25/2021","05:10:46.831","75338.953",""
"06/25/2021","05:13:45.551","2845.928",""
"06/25/2021","05:14:03.836","75338.953",""
"06/25/2021","05:17:01.699","2845.928",""
"06/25/2021","05:17:19.735","75338.953",""
"06/25/2021","05:20:04.164","657.216",""
"06/25/2021","05:20:25.223","1678.57",""
"06/25/2021","05:21:13.010","2845.928",""
"06/25/2021","05:21:52.649","657.216",""
"06/25/2021","05:22:06.182","2845.928",""
"06/25/2021","05:22:23.443","75338.953",""
"06/25/2021","05:25:39.818","2845.928",""
"06/25/2021","05:25:57.198","75338.953",""
"06/25/2021","05:29:13.635","2845.928",""
"06/25/2021","05:29:34.880","75338.953",""
"06/25/2021","05:32:32.386","2845.928",""
"06/25/2021","05:32:52.735","75338.953",""
"06/25/2021","05:35:32.644","2845.928",""
"06/25/2021","05:35:54.479","75338.953",""
"06/25/2021","05:39:28.236","2845.928",""
"06/25/2021","05:39:50.044","75338.953",""
"06/25/2021","05:43:06.658","2845.928",""
"06/25/2021","05:43:55.795","75338.953",""
"06/25/2021","05:46:04.320","657.216",""
"06/25/2021","05:46:27.064","1678.57",""
"06/25/2021","05:47:16.412","2845.928",""
"06/25/2021","05:47:53.185","657.216",""
"06/25/2021","05:48:06.976","2845.928",""
"06/25/2021","05:48:24.067","75338.953",""
"06/25/2021","05:51:21.686","2845.928",""
"06/25/2021","05:51:39.676","75338.953",""
"06/25/2021","05:56:09.534","2845.928",""
"06/25/2021","05:56:30.188","75338.953",""
"06/25/2021","06:00:58.931","2845.928",""
"06/25/2021","06:01:20.700","75338.953",""
"06/25/2021","06:05:37.373","2845.928",""
"06/25/2021","06:05:59.182","75338.953",""
"06/25/2021","06:09:52.091","2845.928",""
"06/25/2021","06:10:13.081","75338.953",""
"06/25/2021","06:15:19.499","2845.928",""
"06/25/2021","06:16:10.903","75338.953",""
"06/25/2021","06:19:46.834","2845.928",""
"06/25/2021","06:20:07.903","75338.953",""
"06/25/2021","06:24:07.362","657.216",""
"06/25/2021","06:24:29.327","1678.57",""
"06/25/2021","06:25:18.200","2845.928",""
"06/25/2021","06:25:57.845","657.216",""
"06/25/2021","06:26:11.646","2845.928",""
"06/25/2021","06:26:28.541","75338.953",""
"06/25/2021","06:31:15.853","2845.928",""
"06/25/2021","06:31:33.190","75338.953",""
"06/25/2021","06:34:12.549","2845.928",""
"06/25/2021","06:34:33.711","75338.953",""
"06/25/2021","06:38:45.177","2845.928",""
"06/25/2021","06:39:07.086","75338.953",""
"06/25/2021","06:42:05.359","2845.928",""
"06/25/2021","06:42:27.623","75338.953",""
"06/25/2021","06:46:21.635","2845.928",""
"06/25/2021","06:47:13.882","75338.953",""
"06/25/2021","06:51:08.963","2845.928",""
"06/25/2021","06:51:30.709","75338.953",""
"06/25/2021","06:54:27.801","2845.928",""
"06/25/2021","06:54:48.301","75338.953",""
"06/25/2021","06:58:11.118","657.216",""
"06/25/2021","06:58:38.940","1678.57",""
"06/25/2021","06:59:27.564","2845.928",""
"06/25/2021","07:00:03.659","657.216",""
"06/25/2021","07:00:17.623","2845.928",""
"06/25/2021","07:00:34.332","75338.953",""
"06/25/2021","07:03:49.768","2845.928",""
"06/25/2021","07:04:06.925","75338.953",""
"06/25/2021","07:06:31.249","2845.928",""
"06/25/2021","07:06:49.253","75338.953",""
"06/25/2021","07:10:42.690","2845.928",""
"06/25/2021","07:11:04.457","75338.953",""
"06/25/2021","07:14:20.446","2845.928",""
"06/25/2021","07:14:38.620","75338.953",""
"06/25/2021","07:17:36.673","2845.928",""
"06/25/2021","07:18:24.862","75338.953",""
"06/25/2021","07:21:40.900","2845.928",""
"06/25/2021","07:21:58.268","75338.953",""
"06/25/2021","07:24:01.275","2845.928",""
"06/25/2021","07:24:22.233","75338.953",""
"06/25/2021","07:28:21.291","657.216",""
"06/25/2021","07:28:43.577","1678.57",""
"06/25/2021","07:29:31.947","2845.928",""
"06/25/2021","07:30:08.708","657.216",""
"06/25/2021","07:30:22.435","2845.928",""
"06/25/2021","07:42:40.317","75338.953",""
"06/25/2021","07:46:15.654","2845.928",""
"06/25/2021","07:46:36.646","75338.953",""
"06/25/2021","07:50:10.968","2845.928",""
"06/25/2021","07:50:59.901","75338.953",""
"06/25/2021","07:55:11.389","2845.928",""
"06/25/2021","07:55:32.865","75338.953",""
"06/25/2021","07:57:35.531","2845.928",""
"06/25/2021","07:57:53.543","75338.953",""
"06/25/2021","08:02:22.535","2845.928",""
"06/25/2021","08:02:43.178","75338.953",""
"06/25/2021","08:07:54.850","2845.928",""
"06/25/2021","08:08:12.427","75338.953",""
"06/25/2021","08:12:12.766","657.216",""
"06/25/2021","08:12:36.583","1678.57",""
"06/25/2021","08:13:25.647","2845.928",""
"06/25/2021","08:14:02.092","657.216",""
"06/25/2021","08:14:16.104","2845.928",""
"06/25/2021","08:14:32.712","75338.953",""
"06/25/2021","08:18:44.649","2845.928",""
"06/25/2021","08:19:05.529","75338.953",""
"06/25/2021","08:21:27.268","2845.928",""
"06/25/2021","08:22:19.890","75338.953",""
"06/25/2021","08:25:36.183","2845.928",""
"06/25/2021","08:25:58.034","75338.953",""
"06/25/2021","08:30:11.665","2845.928",""
"06/25/2021","08:30:33.458","75338.953",""
"06/25/2021","08:34:27.408","2845.928",""
"06/25/2021","08:34:45.543","75338.953",""
"06/25/2021","08:38:41.999","2845.928",""
"06/25/2021","08:39:03.210","75338.953",""
"06/25/2021","08:43:14.961","2845.928",""
"06/25/2021","08:43:36.089","75338.953",""
"06/25/2021","08:48:49.564","657.216",""
"06/25/2021","08:49:10.672","1678.57",""
"06/25/2021","08:49:59.296","2845.928",""
"06/25/2021","08:50:35.688","657.216",""
"06/25/2021","08:50:49.387","2845.928",""
"06/25/2021","08:51:06.703","75338.953",""
"06/25/2021","08:53:46.075","2845.928",""
"06/25/2021","08:54:38.904","75338.953",""
"06/25/2021","08:57:08.738","","Open (2)"
"06/25/2021","08:58:51.425","2845.928",""
"06/25/2021","08:59:12.666","75338.953",""
"06/25/2021","09:03:42.969","2845.928",""
"06/25/2021","09:04:00.818","75338.953",""
"06/25/2021","09:08:17.337","2845.928",""
"06/25/2021","09:08:39.154","75338.953",""
"06/25/2021","09:13:27.829","2845.928",""
"06/25/2021","09:13:49.340","75338.953",""
"06/25/2021","09:17:42.493","2845.928",""
"06/25/2021","09:18:03.801","75338.953",""
"06/25/2021","09:22:58.253","657.216",""
"06/25/2021","09:23:19.211","1678.57",""
"06/25/2021","09:24:09.013","2845.928",""
"06/25/2021","09:24:45.445","657.216",""
"06/25/2021","09:24:59.158","2845.928",""
"06/25/2021","09:25:46.978","75338.953",""
"06/25/2021","09:29:03.857","2845.928",""
"06/25/2021","09:29:21.236","75338.953",""
"06/25/2021","09:32:19.702","2845.928",""
"06/25/2021","09:32:37.312","75338.953",""
"06/25/2021","09:36:31.389","2845.928",""
"06/25/2021","09:36:51.830","75338.953",""
"06/25/2021","09:40:27.213","2845.928",""
"06/25/2021","09:40:47.872","75338.953",""
"06/25/2021","09:43:27.327","2845.928",""
"06/25/2021","09:43:47.922","75338.953",""
"06/25/2021","09:46:46.917","2845.928",""
"06/25/2021","09:47:07.687","75338.953",""
"06/25/2021","09:50:30.223","657.216",""
"06/25/2021","09:50:50.855","1678.57",""
"06/25/2021","09:51:40.389","2845.928",""
"06/25/2021","09:52:16.607","657.216",""
"06/25/2021","09:52:30.431","2845.928",""
"06/25/2021","09:52:47.713","75338.953",""
"06/25/2021","09:55:45.459","2845.928",""
"06/25/2021","09:56:33.882","75338.953",""
"06/25/2021","10:00:09.136","2845.928",""
"06/25/2021","10:00:31.082","75338.953",""
"06/25/2021","10:03:47.814","2845.928",""
"06/25/2021","10:04:06.056","75338.953",""
"06/25/2021","10:07:08.761","2845.928",""
"06/25/2021","10:07:30.591","75338.953",""
"06/25/2021","10:11:06.052","2845.928",""
"06/25/2021","10:11:23.462","75338.953",""
"06/25/2021","10:14:40.704","2845.928",""
"06/25/2021","10:15:01.896","75338.953",""
"06/25/2021","10:17:05.397","2845.928",""
"06/25/2021","10:17:25.751","75338.953",""
"06/25/2021","10:19:17.072","657.216",""
"06/25/2021","10:19:40.647","1678.57",""
"06/25/2021","10:20:29.398","2845.928",""
"06/25/2021","10:21:09.427","657.216",""
"06/25/2021","10:21:23.522","2845.928",""
"06/25/2021","10:21:44.517","75338.953",""
"06/25/2021","10:24:24.506","2845.928",""
"06/25/2021","10:24:45.387","75338.953",""
"06/25/2021","10:28:21.118","2845.928",""
"06/25/2021","10:29:11.038","75338.953",""
"06/25/2021","10:32:47.134","2845.928",""
"06/25/2021","10:33:08.265","75338.953",""
"06/25/2021","10:35:47.369","2845.928",""
"06/25/2021","10:36:07.671","75338.953",""
"06/25/2021","10:38:30.352","2845.928",""
"06/25/2021","10:38:47.352","75338.953",""
"06/25/2021","10:41:27.390","2845.928",""
"06/25/2021","10:41:48.312","75338.953",""
"06/25/2021","10:43:38.393","657.216",""
"06/25/2021","10:43:59.883","1678.57",""
"06/25/2021","10:44:48.183","2845.928",""
"06/25/2021","10:45:27.851","657.216",""
"06/25/2021","10:45:41.388","2845.928",""
"06/25/2021","10:45:58.217","75338.953",""
"06/25/2021","10:49:13.921","2845.928",""
"06/25/2021","10:49:35.586","75338.953",""
"06/25/2021","10:53:27.990","2845.928",""
"06/25/2021","10:53:48.682","75338.953",""
"06/25/2021","10:57:24.608","2845.928",""
"06/25/2021","10:57:42.832","75338.953",""
"06/25/2021","11:01:55.151","2845.928",""
"06/25/2021","11:02:45.083","75338.953",""
"06/25/2021","11:05:48.077","2845.928",""
"06/25/2021","11:06:09.114","75338.953",""
"06/25/2021","11:09:44.524","2845.928",""
"06/25/2021","11:10:05.507","75338.953",""
"06/25/2021","11:13:02.566","2845.928",""
"06/25/2021","11:13:19.658","75338.953",""
"06/25/2021","11:16:41.024","657.216",""
"06/25/2021","11:17:03.117","1678.57",""
"06/25/2021","11:17:52.059","2845.928",""
"06/25/2021","11:18:32.203","657.216",""
"06/25/2021","11:18:46.052","2845.928",""
"06/25/2021","11:19:03.637","75338.953",""
"06/25/2021","11:22:02.299","2845.928",""
"06/25/2021","11:22:19.209","75338.953",""
"06/25/2021","11:25:53.824","2845.928",""
"06/25/2021","11:26:15.614","75338.953",""
"06/25/2021","11:29:50.884","2845.928",""
"06/25/2021","11:30:11.880","75338.953",""
"06/25/2021","11:31:57.258","2845.928",""
"06/25/2021","11:32:14.946","75338.953",""
"06/25/2021","11:34:46.201","2845.928",""
"06/25/2021","11:35:40.084","75338.953",""
"06/25/2021","11:38:19.177","2845.928",""
"06/25/2021","11:38:40.869","75338.953",""
"06/25/2021","11:39:49.161","2845.928",""
"06/25/2021","11:40:06.505","75338.953",""
"06/25/2021","11:41:33.495","2845.928",""
"06/25/2021","11:41:54.312","75338.953",""
"06/25/2021","11:44:59.019","657.216",""
"06/25/2021","11:45:19.683","1678.57",""
"06/25/2021","11:46:08.906","2845.928",""
"06/25/2021","11:46:46.390","657.216",""
"06/25/2021","11:47:00.272","2845.928",""
"06/25/2021","11:47:17.450","75338.953",""
"06/25/2021","11:50:15.538","2845.928",""
"06/25/2021","11:50:33.542","75338.953",""
"06/25/2021","11:52:54.875","2845.928",""
"06/25/2021","11:53:16.351","75338.953",""
"06/25/2021","11:55:19.620","2845.928",""
"06/25/2021","11:55:41.334","75338.953",""
"06/25/2021","11:57:44.231","2845.928",""
"06/25/2021","11:58:04.743","75338.953",""
"06/25/2021","12:01:21.190","2845.928",""
"06/25/2021","12:01:38.198","75338.953",""
"06/25/2021","12:03:23.903","2845.928",""
"06/25/2021","12:03:40.833","75338.953",""
"06/25/2021","12:06:26.182","2845.928",""
"06/25/2021","12:07:15.123","75338.953",""
"06/25/2021","12:10:32.019","2845.928",""
"06/25/2021","12:10:53.201","75338.953",""
"06/25/2021","12:14:15.171","657.216",""
"06/25/2021","12:14:42.857","1678.57",""
"06/25/2021","12:15:32.206","2845.928",""
"06/25/2021","12:16:12.357","657.216",""
"06/25/2021","12:16:26.982","2845.928",""
"06/25/2021","12:16:44.210","75338.953",""
"06/25/2021","12:20:38.124","2845.928",""
"06/25/2021","12:20:59.221","75338.953",""
"06/25/2021","12:24:15.829","2845.928",""
"06/25/2021","12:24:33.392","75338.953",""
"06/25/2021","12:28:28.196","2845.928",""
"06/25/2021","12:28:50.189","75338.953",""
"06/25/2021","12:32:07.649","2845.928",""
"06/25/2021","12:32:28.095","75338.953",""
"06/25/2021","12:36:40.011","2845.928",""
"06/25/2021","12:37:01.843","75338.953",""
"06/25/2021","12:40:36.679","2845.928",""
"06/25/2021","12:41:29.158","75338.953",""
"06/25/2021","12:43:33.850","2845.928",""
"06/25/2021","12:43:50.989","75338.953",""
"06/25/2021","12:45:59.287","657.216",""
"06/25/2021","12:46:20.212","1678.57",""
"06/25/2021","12:47:09.210","2845.928",""
"06/25/2021","12:47:49.469","657.216",""
"06/25/2021","12:48:03.238","2845.928",""
"06/25/2021","12:48:20.245","75338.953",""
"06/25/2021","12:50:23.931","2845.928",""
"06/25/2021","12:50:41.375","75338.953",""
"06/25/2021","12:53:03.386","2845.928",""
"06/25/2021","12:53:25.242","75338.953",""
"06/25/2021","12:55:47.917","2845.928",""
"06/25/2021","12:56:05.279","75338.953",""
"06/25/2021","13:00:12.615","","Unknown (0)"
"06/25/2021","13:00:13.947","","Close (1)"
"06/25/2021","14:26:14.678","2845.928",""
"06/25/2021","14:26:21.560","","Unknown (0)"
"06/25/2021","14:26:22.014","","Open (2)"
"06/25/2021","14:26:30.313","75338.953",""
"06/25/2021","14:26:54.388","657.216",""
"06/25/2021","14:27:12.475","2845.928",""
"06/25/2021","14:27:30.108","75338.953",""
"06/25/2021","14:30:36.123","657.216",""
"06/25/2021","14:30:59.157","1678.57",""
"06/25/2021","14:31:47.433","2845.928",""
"06/25/2021","14:32:28.418","657.216",""
"06/25/2021","14:32:42.446","2845.928",""
"06/25/2021","14:32:59.480","75338.953",""
"06/25/2021","14:35:22.585","2845.928",""
"06/25/2021","14:35:43.208","75338.953",""
"06/25/2021","14:38:43.577","2845.928",""
"06/25/2021","14:39:02.346","75338.953",""
"06/25/2021","14:41:43.048","2845.928",""
"06/25/2021","14:42:03.684","75338.953",""
"06/25/2021","14:44:27.365","2845.928",""
"06/25/2021","14:44:49.532","75338.953",""
"06/25/2021","14:48:08.020","2845.928",""
"06/25/2021","14:48:26.276","75338.953",""
"06/25/2021","14:50:47.996","2845.928",""
"06/25/2021","14:51:08.709","75338.953",""
"06/25/2021","14:51:59.288","2845.928",""
"06/25/2021","14:52:16.106","75338.953",""
"06/25/2021","14:54:07.859","657.216",""
"06/25/2021","14:54:30.162","1678.57",""
"06/25/2021","14:55:18.792","2845.928",""
"06/25/2021","14:55:59.224","657.216",""
"06/25/2021","14:56:13.161","2845.928",""
"06/25/2021","14:57:00.260","75338.953",""
"06/25/2021","15:01:12.344","2845.928",""
"06/25/2021","15:01:32.876","75338.953",""
"06/25/2021","15:05:08.526","2845.928",""
"06/25/2021","15:05:28.950","75338.953",""
"06/25/2021","15:10:24.057","2845.928",""
"06/25/2021","15:10:42.248","75338.953",""
"06/25/2021","15:14:55.925","2845.928",""
"06/25/2021","15:15:16.356","75338.953",""
"06/25/2021","15:17:56.772","2845.928",""
"06/25/2021","15:18:17.798","75338.953",""
"06/25/2021","15:22:48.901","2845.928",""
"06/25/2021","15:23:09.924","75338.953",""
"06/25/2021","15:27:27.637","657.216",""
"06/25/2021","15:27:53.127","1678.57",""
"06/25/2021","15:28:41.732","2845.928",""
"06/25/2021","15:29:21.960","657.216",""
"06/25/2021","15:29:35.836","2845.928",""
"06/25/2021","15:30:24.278","75338.953",""
"06/25/2021","15:34:00.496","2845.928",""
"06/25/2021","15:34:21.194","75338.953",""
"06/25/2021","15:38:16.618","2845.928",""
"06/25/2021","15:38:38.529","75338.953",""
"06/25/2021","15:42:33.632","2845.928",""
"06/25/2021","15:42:55.588","75338.953",""
"06/25/2021","15:46:31.459","2845.928",""
"06/25/2021","15:46:49.665","75338.953",""
"06/25/2021","15:50:45.406","2845.928",""
"06/25/2021","15:51:06.881","75338.953",""
"06/25/2021","15:54:43.775","2845.928",""
"06/25/2021","15:55:01.108","75338.953",""
"06/25/2021","15:57:47.142","657.216",""
"06/25/2021","15:58:07.131","1678.57",""
"06/25/2021","15:58:56.258","2845.928",""
"06/25/2021","15:59:36.473","657.216",""
"06/25/2021","15:59:50.241","2845.928",""
"06/25/2021","16:12:07.539","75338.953",""
"06/25/2021","16:16:04.070","2845.928",""
"06/25/2021","16:16:57.303","75338.953",""
"06/25/2021","16:19:19.211","2845.928",""
"06/25/2021","16:19:37.209","75338.953",""
"06/25/2021","16:22:54.597","2845.928",""
"06/25/2021","16:23:12.599","75338.953",""
"06/25/2021","16:26:12.195","2845.928",""
"06/25/2021","16:26:34.083","75338.953",""
"06/25/2021","16:30:29.468","2845.928",""
"06/25/2021","16:30:51.261","75338.953",""
"06/25/2021","16:34:46.167","2845.928",""
"06/25/2021","16:35:07.466","75338.953",""
"06/25/2021","16:38:06.978","2845.928",""
"06/25/2021","16:38:24.346","75338.953",""
"06/25/2021","16:43:19.729","657.216",""
"06/25/2021","16:43:43.152","1678.57",""
"06/25/2021","16:44:32.125","2845.928",""
"06/25/2021","16:45:09.498","657.216",""
"06/25/2021","16:45:23.506","2845.928",""
"06/25/2021","16:45:40.513","75338.953",""
"06/25/2021","16:48:21.889","2845.928",""
"06/25/2021","16:49:15.240","75338.953",""
"06/25/2021","16:52:32.108","2845.928",""
"06/25/2021","16:52:54.122","75338.953",""
"06/25/2021","16:57:05.782","2845.928",""
"06/25/2021","16:57:26.620","75338.953",""
"06/25/2021","17:01:20.581","2845.928",""
"06/25/2021","17:01:38.710","75338.953",""
"06/25/2021","17:04:36.565","2845.928",""
"06/25/2021","17:04:53.878","75338.953",""
"06/25/2021","17:06:40.011","2845.928",""
"06/25/2021","17:07:01.297","75338.953",""
"06/25/2021","17:09:50.276","2845.928",""
"06/25/2021","17:10:10.973","75338.953",""
"06/25/2021","17:12:21.434","657.216",""
"06/25/2021","17:12:50.789","1678.57",""
"06/25/2021","17:13:40.122","2845.928",""
"06/25/2021","17:14:17.616","657.216",""
"06/25/2021","17:14:32.250","2845.928",""
"06/25/2021","17:14:48.785","75338.953",""
"06/25/2021","17:19:37.855","2845.928",""
"06/25/2021","17:20:27.390","75338.953",""
"06/25/2021","17:24:21.957","2845.928",""
"06/25/2021","17:24:43.616","75338.953",""
"06/25/2021","17:28:38.056","2845.928",""
"06/25/2021","17:28:55.604","75338.953",""
"06/25/2021","17:31:54.545","2845.928",""
"06/25/2021","17:32:15.695","75338.953",""
"06/25/2021","17:37:41.853","2845.928",""
"06/25/2021","17:38:02.878","75338.953",""
